"Status","Year","Parent_department","Disability","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","London","130","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","London","80","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","London","190","180","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","North East (England)","120","110","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","North West (England)","180","170","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","Scotland","100","90","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","Wales","50","50","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","West Midlands (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","Yorkshire and The Humber","50","40","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","East Midlands (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","London","170","170","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","North East (England)","80","80","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","North West (England)","140","140","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Scotland","90","80","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Wales","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","West Midlands (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Yorkshire and The Humber","60","60","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","London","100","100","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","London","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared non-disabled","London","470","450","43720","38420"
"Leaver Dept.","2021","Home Office","Declared non-disabled","North East (England)","50","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared non-disabled","North West (England)","150","140","26740","24880"
"Leaver Dept.","2021","Home Office","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared non-disabled","Scotland","40","30","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared non-disabled","Yorkshire and The Humber","70","60","28810","24890"
"Leaver Dept.","2021","Home Office","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","London","70","60","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","South West (England)","60","60","33560","32360"
