"Status","Year","Organisation","Responsibility_level","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","EO","60-64","110","100","28050","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","EO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","G6/G7","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","G6/G7","30-39","80","80","55900","54070"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","G6/G7","40-49","70","70","55990","55000"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","G6/G7","50-59","50","50","56850","57830"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","G6/G7","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","G6/G7","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","SCS","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","20-29","210","210","35130","36000"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","30-39","150","150","36030","36650"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","40-49","100","100","36510","36000"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","AA/AO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","AA/AO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","AA/AO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","EO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","EO","20-29","170","130","26710","27270"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","EO","30-39","40","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","EO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","EO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","EO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","G6/G7","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","G6/G7","30-39","50","40","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","G6/G7","40-49","40","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","G6/G7","50-59","40","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","G6/G7","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","G6/G7","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","SCS","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","SCS","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","SCS","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","SCS","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","20-29","230","180","34110","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","30-39","150","90","35100","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","40-49","60","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","50-59","30","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","AA/AO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","AA/AO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","AA/AO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","AA/AO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","AA/AO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","AA/AO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","EO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","G6/G7","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","G6/G7","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","AA/AO","16-19","70","60","18990","18310"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","AA/AO","20-29","230","220","20160","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","AA/AO","30-39","120","110","20830","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","AA/AO","40-49","80","70","20810","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","AA/AO","50-59","60","60","20410","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","AA/AO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","AA/AO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","EO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","EO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","EO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","EO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","EO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","G6/G7","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","G6/G7","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","G6/G7","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","AA/AO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","AA/AO","20-29","80","70","21710","21840"
"New entrant CS","2022","Driver and Vehicle Standards Agency","AA/AO","30-39","50","50","22510","21840"
"New entrant CS","2022","Driver and Vehicle Standards Agency","AA/AO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","AA/AO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","AA/AO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","AA/AO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","EO","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","EO","30-39","70","70","26480","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","EO","40-49","90","90","26590","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","EO","50-59","150","150","26730","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","EO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","EO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","G6/G7","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","G6/G7","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","G6/G7","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","AA/AO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","AA/AO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","AA/AO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","EO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","EO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","EO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","EO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","EO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","G6/G7","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","G6/G7","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","G6/G7","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","G6/G7","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","SCS","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","SEO/HEO","20-29","50","50","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","SEO/HEO","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","AA/AO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","AA/AO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","EO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","EO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","G6/G7","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","G6/G7","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","G6/G7","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","G6/G7","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","G6/G7","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","EO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","SCS","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","AA/AO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","AA/AO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SCS","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","30-39","50","50","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
