"Status","Year","Sexual_orientation","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Undeclared","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","70","60","57280","55270"
"Leaver Dept.","2022","Undeclared","G6/G7","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Inner London - East","90","80","60320","55130"
"Leaver Dept.","2022","Undeclared","G6/G7","Inner London - West","320","110","58410","55860"
"Leaver Dept.","2022","Undeclared","G6/G7","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","West Yorkshire","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","Inner London - West","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","90","80","35780","36330"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Inner London - East","110","100","36120","35350"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Inner London - West","400","200","37390","36800"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Outer London - West and North West","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Unknown","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","West Yorkshire","160","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Inner London - West","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","East Wales","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Eastern Scotland","130","120","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Greater Manchester","80","80","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Inner London - West","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Lancashire","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Merseyside","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Northumberland, and Tyne and Wear","120","120","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Outer London - West and North West","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Southern Scotland","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Tees Valley and Durham","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","West Central Scotland","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","West Midlands","90","80","20840","20970"
"Leaver Dept.","2022","Unknown","AA/AO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","West Yorkshire","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","East Wales","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Eastern Scotland","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Greater Manchester","70","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Inner London - East","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Inner London - West","140","120","28940","28650"
"Leaver Dept.","2022","Unknown","EO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Merseyside","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Northumberland, and Tyne and Wear","80","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Outer London - West and North West","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","West Central Scotland","60","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","West Midlands","70","70","26380","27570"
"Leaver Dept.","2022","Unknown","EO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","West Yorkshire","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","70","60","56490","53500"
"Leaver Dept.","2022","Unknown","G6/G7","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Inner London - East","190","180","60990","58220"
"Leaver Dept.","2022","Unknown","G6/G7","Inner London - West","440","330","58240","54800"
"Leaver Dept.","2022","Unknown","G6/G7","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Outer London - West and North West","80","80","60310","57950"
"Leaver Dept.","2022","Unknown","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Inner London - East","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Inner London - West","80","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","East Anglia","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","East Wales","70","70","33370","31990"
"Leaver Dept.","2022","Unknown","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Eastern Scotland","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","110","110","36700","37300"
"Leaver Dept.","2022","Unknown","SEO/HEO","Greater Manchester","80","80","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Inner London - East","160","150","36750","35400"
"Leaver Dept.","2022","Unknown","SEO/HEO","Inner London - West","880","750","34570","33100"
"Leaver Dept.","2022","Unknown","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Merseyside","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Northumberland, and Tyne and Wear","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Outer London - South","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Outer London - West and North West","90","80","40060","40570"
"Leaver Dept.","2022","Unknown","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Unknown","150","150","32010","32000"
"Leaver Dept.","2022","Unknown","SEO/HEO","West Central Scotland","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","West Midlands","80","80","35910","35570"
"Leaver Dept.","2022","Unknown","SEO/HEO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","West Yorkshire","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
