"Status","Year","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Digital, Data & Technology","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Driver and Vehicle Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Driver and Vehicle Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Government Internal Audit Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Government Legal Department","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Health and Safety Executive","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Insolvency Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Maritime and Coastguard Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Maritime and Coastguard Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Public Health England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Serious Fraud Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","UK Intellectual Property Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Welsh Revenue Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Defence Science and Technology Laboratory","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Digital, Culture, Media and Sport","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for International Development","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Government Internal Audit Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","HM Courts and Tribunals Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Institute for Apprenticeships and Technical Education","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Ministry of Justice (excl. agencies)","Finance","50","50","47440","47210"
"Leaver Dept.","2021","Finance","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","National Savings and Investments","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Submarine Delivery Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","UK Intellectual Property Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Vehicle Certification Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Rural Payments Agency","Operational Delivery","50","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Cabinet Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Cabinet Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Cabinet Office (excl. agencies)","Unknown","170","170","38050","32910"
"Leaver Dept.","2021","Human Resources","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Department for International Development","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","60","60","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Public Health England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Queen Elizabeth II Centre","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Registers of Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Submarine Delivery Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","UK Intellectual Property Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","UK Space Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","United Kingdom Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","UK Hydrographic Office","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Attorney General's Office","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Attorney General's Office","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Attorney General's Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Crown Prosecution Service","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Legal","Crown Prosecution Service Inspectorate","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Crown Prosecution Service Inspectorate","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Government Legal Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Government Legal Department","Legal","50","40","[c]","[c]"
"Leaver Dept.","2021","Legal","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Health and Safety Executive","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","HM Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Insolvency Service","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal Aid Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Ministry of Defence (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Office of the Public Guardian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Office of the Public Guardian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Scottish Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Serious Fraud Office","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Advisory, Conciliation and Arbitration Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Animal and Plant Health Agency","Operational Delivery","50","40","[c]","[c]"
"Leaver Dept.","2021","No function","Animal and Plant Health Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Cabinet Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Cabinet Office (excl. agencies)","Unknown","960","950","38840","32000"
"Leaver Dept.","2021","No function","Companies House","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Companies House","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Criminal Injuries Compensation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Crown Commercial Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Crown Office and Procurator Fiscal Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Defence Science and Technology Laboratory","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Defence Science and Technology Laboratory","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","50","40","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","290","270","45870","40220"
"Leaver Dept.","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Digital, Culture, Media and Sport","Policy","150","150","47110","49600"
"Leaver Dept.","2021","No function","Department for Education (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","330","320","40900","36030"
"Leaver Dept.","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for International Trade","International Trade","130","130","45780","42030"
"Leaver Dept.","2021","No function","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for International Trade","Policy","30","30","[c]","[c]"
"Leaver Dept.","2021","No function","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Transport (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Transport (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Transport (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Driver and Vehicle Licensing Agency","Operational Delivery","50","50","21720","21170"
"Leaver Dept.","2021","No function","Driver and Vehicle Licensing Agency","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Driver and Vehicle Licensing Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Driver and Vehicle Standards Agency","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","No function","Driver and Vehicle Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Government Internal Audit Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Health and Safety Executive","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Health and Safety Executive","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Health and Safety Executive","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","HM Courts and Tribunals Service","Operational Delivery","300","290","22260","20420"
"Leaver Dept.","2021","No function","HM Courts and Tribunals Service","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","HM Prison and Probation Service","Operational Delivery","270","260","[c]","[c]"
"Leaver Dept.","2021","No function","HM Prison and Probation Service","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","HM Prison and Probation Service","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","HM Prison and Probation Service","Unknown","80","80","[c]","[c]"
"Leaver Dept.","2021","No function","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","HM Treasury (excl. agencies)","Policy","100","90","[c]","[c]"
"Leaver Dept.","2021","No function","Insolvency Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
