"Status","Year","Function_of_post","Sexual_orientation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Property","Undeclared","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Brent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Durham CC","50","50","[c]","[c]"
"New entrant CS","2021","Property","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Berkshire","40","40","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Dorset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","30","30","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Isle of Anglesey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Portsmouth","30","30","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Shropshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","South Ayrshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Wandsworth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Westminster","40","40","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Heterosexual / straight","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Dorset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Shropshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","South Ayrshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Wandsworth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Dorset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Berkshire","40","40","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Herefordshire, County of","[c]","[c]","[c]","[c]"
