"Status","Year","Parent_department","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","G6/G7","York","200","170","58230","55610"
"In post","2021","Attorney General's Departments","SCS","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SCS","Westminster","260","240","87180","81420"
"In post","2021","Attorney General's Departments","SCS","York","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Birmingham","70","70","35040","34480"
"In post","2021","Attorney General's Departments","SEO/HEO","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Cardiff and Vale of Glamorgan","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Leeds","60","50","35620","34480"
"In post","2021","Attorney General's Departments","SEO/HEO","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Liverpool","60","60","34930","34480"
"In post","2021","Attorney General's Departments","SEO/HEO","Manchester","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Nottingham","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Tyneside","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","Westminster","680","660","37600","38910"
"In post","2021","Attorney General's Departments","SEO/HEO","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","SEO/HEO","York","50","50","35230","38180"
"In post","2021","Attorney General's Departments","Unknown","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","AA/AO","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","AA/AO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","AA/AO","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","AA/AO","Milton Keynes","30","30","[c]","[c]"
"In post","2021","Cabinet Office","AA/AO","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","AA/AO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","AA/AO","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","AA/AO","Tyneside","160","140","20800","20800"
"In post","2021","Cabinet Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","AA/AO","Westminster","130","130","24470","24490"
"In post","2021","Cabinet Office","AA/AO","York","170","160","20910","20920"
"In post","2021","Cabinet Office","EO","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","EO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","EO","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","EO","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","EO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","EO","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","EO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","EO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","EO","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","EO","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","EO","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","EO","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","EO","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","EO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","EO","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","EO","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","EO","Tower Hamlets","60","60","27870","27500"
"In post","2021","Cabinet Office","EO","Tyneside","100","90","24800","23850"
"In post","2021","Cabinet Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","EO","Westminster","540","530","27970","27500"
"In post","2021","Cabinet Office","EO","York","90","90","26700","26670"
"In post","2021","Cabinet Office","G6/G7","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Camden and City of London","70","70","58310","56340"
"In post","2021","Cabinet Office","G6/G7","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Greater Manchester South West","60","60","55590","52580"
"In post","2021","Cabinet Office","G6/G7","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Leeds","60","60","57050","53170"
"In post","2021","Cabinet Office","G6/G7","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Liverpool","60","60","59980","54800"
"In post","2021","Cabinet Office","G6/G7","Manchester","30","30","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Norwich and East Norfolk","30","30","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Sheffield","50","40","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","G6/G7","Tower Hamlets","520","510","58860","56670"
"In post","2021","Cabinet Office","G6/G7","Tyneside","[c]","[c]","[c]","[c]"
