"Status","Year","Region_ITL1","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","60-64","North Nottinghamshire","70","50","28400","27570"
"In post","2021","East Midlands (England)","60-64","Nottingham","510","410","30630","27570"
"In post","2021","East Midlands (England)","60-64","South and West Derbyshire","120","90","32640","27570"
"In post","2021","East Midlands (England)","60-64","South Nottinghamshire","80","60","29880","27160"
"In post","2021","East Midlands (England)","60-64","West Northamptonshire","100","90","24510","22020"
"In post","2021","East Midlands (England)","65+","Derby","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","65+","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","65+","Leicester","50","40","[c]","[c]"
"In post","2021","East Midlands (England)","65+","Leicestershire CC and Rutland","40","30","[c]","[c]"
"In post","2021","East Midlands (England)","65+","Lincolnshire","100","80","25830","22080"
"In post","2021","East Midlands (England)","65+","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","65+","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","65+","Nottingham","140","100","30940","27570"
"In post","2021","East Midlands (England)","65+","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","65+","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","65+","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","East of England","16-19","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","East of England","16-19","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","East of England","16-19","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","East of England","16-19","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","East of England","16-19","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","East of England","16-19","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","East of England","16-19","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","East of England","16-19","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","East of England","16-19","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","East of England","16-19","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","East of England","16-19","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","East of England","16-19","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","East of England","16-19","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","East of England","20-29","Bedford","160","160","27230","27850"
"In post","2021","East of England","20-29","Breckland and South Norfolk","110","110","24310","23970"
"In post","2021","East of England","20-29","Cambridgeshire CC","450","440","27160","26910"
"In post","2021","East of England","20-29","Central Bedfordshire","40","40","[c]","[c]"
"In post","2021","East of England","20-29","Essex Haven Gateway","90","90","25320","24890"
"In post","2021","East of England","20-29","Essex Thames Gateway","130","120","25680","24180"
"In post","2021","East of England","20-29","Heart of Essex","220","220","28030","28610"
"In post","2021","East of England","20-29","Hertfordshire","410","400","30020","29290"
"In post","2021","East of England","20-29","Luton","100","90","23950","22920"
"In post","2021","East of England","20-29","North and West Norfolk","60","60","24350","24620"
"In post","2021","East of England","20-29","Norwich and East Norfolk","220","210","25100","23970"
"In post","2021","East of England","20-29","Peterborough","170","150","24380","22350"
"In post","2021","East of England","20-29","Southend-on-Sea","100","100","28820","29290"
"In post","2021","East of England","20-29","Suffolk","500","500","25490","25380"
"In post","2021","East of England","20-29","Thurrock","60","60","22850","21430"
"In post","2021","East of England","20-29","West Essex","80","70","25870","25040"
"In post","2021","East of England","30-39","Bedford","170","160","28950","27850"
"In post","2021","East of England","30-39","Breckland and South Norfolk","120","120","28560","26810"
"In post","2021","East of England","30-39","Cambridgeshire CC","680","650","32710","31220"
"In post","2021","East of England","30-39","Central Bedfordshire","60","60","30120","26780"
"In post","2021","East of England","30-39","Essex Haven Gateway","180","170","30190","29040"
"In post","2021","East of England","30-39","Essex Thames Gateway","140","120","27350","29290"
"In post","2021","East of England","30-39","Heart of Essex","230","210","31380","30210"
"In post","2021","East of England","30-39","Hertfordshire","570","550","35080","31810"
"In post","2021","East of England","30-39","Luton","100","100","25790","25160"
"In post","2021","East of England","30-39","North and West Norfolk","150","140","26900","26810"
"In post","2021","East of England","30-39","Norwich and East Norfolk","340","310","28930","26810"
"In post","2021","East of England","30-39","Peterborough","270","240","27540","24890"
"In post","2021","East of England","30-39","Southend-on-Sea","140","130","31030","29290"
"In post","2021","East of England","30-39","Suffolk","730","690","28620","27570"
"In post","2021","East of England","30-39","Thurrock","70","70","26220","25310"
"In post","2021","East of England","30-39","West Essex","100","100","29190","29070"
"In post","2021","East of England","40-49","Bedford","180","170","31000","29530"
"In post","2021","East of England","40-49","Breckland and South Norfolk","100","100","30040","27570"
"In post","2021","East of England","40-49","Cambridgeshire CC","780","740","35740","33100"
"In post","2021","East of England","40-49","Central Bedfordshire","90","80","31570","28370"
"In post","2021","East of England","40-49","Essex Haven Gateway","270","250","32240","29390"
"In post","2021","East of England","40-49","Essex Thames Gateway","210","180","27930","29290"
"In post","2021","East of England","40-49","Heart of Essex","270","250","33910","29570"
"In post","2021","East of England","40-49","Hertfordshire","620","580","37630","32690"
"In post","2021","East of England","40-49","Luton","130","110","26290","27200"
"In post","2021","East of England","40-49","North and West Norfolk","200","190","29140","27570"
"In post","2021","East of England","40-49","Norwich and East Norfolk","460","420","31340","27570"
"In post","2021","East of England","40-49","Peterborough","370","330","29380","26110"
"In post","2021","East of England","40-49","Southend-on-Sea","310","280","32980","31810"
"In post","2021","East of England","40-49","Suffolk","1030","960","29690","27570"
"In post","2021","East of England","40-49","Thurrock","80","80","27110","25310"
"In post","2021","East of England","40-49","West Essex","190","170","29500","27770"
"In post","2021","East of England","50-59","Bedford","250","230","32970","28550"
"In post","2021","East of England","50-59","Breckland and South Norfolk","140","130","30740","27570"
"In post","2021","East of England","50-59","Cambridgeshire CC","1050","1010","37130","32820"
"In post","2021","East of England","50-59","Central Bedfordshire","170","160","31190","27680"
"In post","2021","East of England","50-59","Essex Haven Gateway","430","410","35420","31160"
"In post","2021","East of England","50-59","Essex Thames Gateway","330","300","28200","29290"
"In post","2021","East of England","50-59","Heart of Essex","300","280","34400","30110"
"In post","2021","East of England","50-59","Hertfordshire","790","740","35740","31880"
"In post","2021","East of England","50-59","Luton","170","150","27600","27370"
"In post","2021","East of England","50-59","North and West Norfolk","370","350","28480","27570"
"In post","2021","East of England","50-59","Norwich and East Norfolk","560","520","30530","27570"
"In post","2021","East of England","50-59","Peterborough","620","580","29110","27130"
"In post","2021","East of England","50-59","Southend-on-Sea","580","530","33360","31810"
"In post","2021","East of England","50-59","Suffolk","1380","1320","29560","27570"
"In post","2021","East of England","50-59","Thurrock","120","110","27670","27370"
"In post","2021","East of England","50-59","West Essex","260","230","32560","29290"
"In post","2021","East of England","60-64","Bedford","70","50","28680","27570"
"In post","2021","East of England","60-64","Breckland and South Norfolk","50","40","[c]","[c]"
"In post","2021","East of England","60-64","Cambridgeshire CC","300","260","32520","31130"
"In post","2021","East of England","60-64","Central Bedfordshire","70","60","28210","26780"
"In post","2021","East of England","60-64","Essex Haven Gateway","130","110","30360","29050"
"In post","2021","East of England","60-64","Essex Thames Gateway","100","80","28360","26050"
"In post","2021","East of England","60-64","Heart of Essex","70","60","31470","29090"
"In post","2021","East of England","60-64","Hertfordshire","230","200","33380","29800"
"In post","2021","East of England","60-64","Luton","50","30","[c]","[c]"
"In post","2021","East of England","60-64","North and West Norfolk","110","90","28560","27040"
"In post","2021","East of England","60-64","Norwich and East Norfolk","160","130","28680","27570"
"In post","2021","East of England","60-64","Peterborough","170","150","27750","25310"
"In post","2021","East of England","60-64","Southend-on-Sea","160","120","30960","29290"
"In post","2021","East of England","60-64","Suffolk","390","340","28010","26320"
"In post","2021","East of England","60-64","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","East of England","60-64","West Essex","60","40","32190","29290"
"In post","2021","East of England","65+","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","East of England","65+","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","East of England","65+","Cambridgeshire CC","110","90","31990","27570"
"In post","2021","East of England","65+","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","East of England","65+","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","East of England","65+","Essex Thames Gateway","30","20","[c]","[c]"
"In post","2021","East of England","65+","Heart of Essex","30","20","[c]","[c]"
"In post","2021","East of England","65+","Hertfordshire","90","70","31140","29290"
"In post","2021","East of England","65+","Luton","[c]","[c]","[c]","[c]"
"In post","2021","East of England","65+","North and West Norfolk","40","30","[c]","[c]"
"In post","2021","East of England","65+","Norwich and East Norfolk","50","30","29320","27570"
"In post","2021","East of England","65+","Peterborough","60","40","26540","21430"
"In post","2021","East of England","65+","Southend-on-Sea","70","50","27110","27000"
"In post","2021","East of England","65+","Suffolk","120","90","27030","22420"
"In post","2021","East of England","65+","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","East of England","65+","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","London","16-19","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","London","16-19","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","London","16-19","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","London","16-19","Brent","[c]","[c]","[c]","[c]"
"In post","2021","London","16-19","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","London","16-19","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","London","16-19","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","London","16-19","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","London","16-19","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","London","16-19","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","London","16-19","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","London","16-19","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","London","16-19","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","London","16-19","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","London","16-19","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","London","16-19","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","London","16-19","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","London","16-19","Westminster","100","100","25700","25170"
"In post","2021","London","20-29","Barking & Dagenham and Havering","90","90","29550","31060"
"In post","2021","London","20-29","Barnet","340","320","30480","31060"
"In post","2021","London","20-29","Bexley and Greenwich","330","320","29640","31060"
"In post","2021","London","20-29","Brent","110","110","29580","31060"
"In post","2021","London","20-29","Bromley","60","60","27720","31060"
"In post","2021","London","20-29","Camden and City of London","570","570","31910","29570"
"In post","2021","London","20-29","Croydon","1240","1240","32560","29570"
"In post","2021","London","20-29","Ealing","80","80","30740","31060"
"In post","2021","London","20-29","Enfield","70","70","30000","31060"
"In post","2021","London","20-29","Hackney and Newham","350","340","32060","31060"
"In post","2021","London","20-29","Haringey and Islington","300","290","28760","30850"
"In post","2021","London","20-29","Harrow and Hillingdon","320","320","28790","28670"
"In post","2021","London","20-29","Hounslow and Richmond upon Thames","550","550","29550","29250"
"In post","2021","London","20-29","Kensington & Chelsea and Hammersmith & Fulham","190","190","30820","31060"
"In post","2021","London","20-29","Lambeth","840","820","33230","32260"
"In post","2021","London","20-29","Lewisham and Southwark","210","210","28310","28760"
"In post","2021","London","20-29","Merton, Kingston upon Thames and Sutton","100","100","29300","31060"
"In post","2021","London","20-29","Redbridge and Waltham Forest","190","190","28250","31060"
"In post","2021","London","20-29","Tower Hamlets","1350","1350","35710","33460"
"In post","2021","London","20-29","Wandsworth","200","200","31180","31060"
"In post","2021","London","20-29","Westminster","15520","15460","37740","34550"
"In post","2021","London","30-39","Barking & Dagenham and Havering","100","90","30190","31060"
"In post","2021","London","30-39","Barnet","350","330","38810","34150"
"In post","2021","London","30-39","Bexley and Greenwich","390","380","32230","31930"
"In post","2021","London","30-39","Brent","90","90","29950","31060"
"In post","2021","London","30-39","Bromley","60","50","28020","31060"
"In post","2021","London","30-39","Camden and City of London","730","710","39170","35200"
"In post","2021","London","30-39","Croydon","1780","1700","38800","35200"
"In post","2021","London","30-39","Ealing","80","70","30640","31060"
"In post","2021","London","30-39","Enfield","60","60","30930","31060"
"In post","2021","London","30-39","Hackney and Newham","460","430","36160","31060"
"In post","2021","London","30-39","Haringey and Islington","330","310","31070","31060"
"In post","2021","London","30-39","Harrow and Hillingdon","630","600","30340","29080"
"In post","2021","London","30-39","Hounslow and Richmond upon Thames","620","600","32490","31060"
"In post","2021","London","30-39","Kensington & Chelsea and Hammersmith & Fulham","210","200","32770","32520"
"In post","2021","London","30-39","Lambeth","1090","1040","42270","40070"
"In post","2021","London","30-39","Lewisham and Southwark","330","330","32000","31060"
"In post","2021","London","30-39","Merton, Kingston upon Thames and Sutton","110","110","30170","31060"
"In post","2021","London","30-39","Redbridge and Waltham Forest","180","170","29290","31060"
"In post","2021","London","30-39","Tower Hamlets","1820","1770","49490","50520"
"In post","2021","London","30-39","Wandsworth","200","190","33090","33260"
"In post","2021","London","30-39","Westminster","14720","14340","50400","52850"
"In post","2021","London","40-49","Barking & Dagenham and Havering","130","120","30470","31060"
"In post","2021","London","40-49","Barnet","370","350","44770","41350"
"In post","2021","London","40-49","Bexley and Greenwich","350","340","32240","31060"
"In post","2021","London","40-49","Brent","110","100","31710","31060"
"In post","2021","London","40-49","Bromley","90","80","29830","31060"
"In post","2021","London","40-49","Camden and City of London","800","760","42820","36160"
"In post","2021","London","40-49","Croydon","2330","2210","40970","36160"
"In post","2021","London","40-49","Ealing","100","90","31960","31060"
"In post","2021","London","40-49","Enfield","60","60","30320","31060"
"In post","2021","London","40-49","Hackney and Newham","630","570","34010","31060"
"In post","2021","London","40-49","Haringey and Islington","340","330","32260","31060"
"In post","2021","London","40-49","Harrow and Hillingdon","840","780","31930","29170"
"In post","2021","London","40-49","Hounslow and Richmond upon Thames","630","590","34390","31800"
"In post","2021","London","40-49","Kensington & Chelsea and Hammersmith & Fulham","170","160","33900","31550"
"In post","2021","London","40-49","Lambeth","1030","960","47040","43630"
"In post","2021","London","40-49","Lewisham and Southwark","300","290","35280","31060"
"In post","2021","London","40-49","Merton, Kingston upon Thames and Sutton","130","120","32390","31060"
"In post","2021","London","40-49","Redbridge and Waltham Forest","220","190","29350","31060"
"In post","2021","London","40-49","Tower Hamlets","1690","1620","54470","54270"
"In post","2021","London","40-49","Wandsworth","200","190","32890","33260"
"In post","2021","London","40-49","Westminster","11780","11260","55240","54700"
"In post","2021","London","50-59","Barking & Dagenham and Havering","210","190","30920","31060"
"In post","2021","London","50-59","Barnet","440","420","41650","36580"
"In post","2021","London","50-59","Bexley and Greenwich","520","500","32830","31880"
"In post","2021","London","50-59","Brent","210","190","33610","31060"
"In post","2021","London","50-59","Bromley","190","180","29980","31060"
"In post","2021","London","50-59","Camden and City of London","1100","1060","38740","35200"
"In post","2021","London","50-59","Croydon","3170","3040","39680","35200"
"In post","2021","London","50-59","Ealing","180","170","31740","31060"
"In post","2021","London","50-59","Enfield","120","120","30210","31060"
"In post","2021","London","50-59","Hackney and Newham","1160","1100","35450","31880"
"In post","2021","London","50-59","Haringey and Islington","380","370","32120","31180"
"In post","2021","London","50-59","Harrow and Hillingdon","1090","990","32210","30500"
"In post","2021","London","50-59","Hounslow and Richmond upon Thames","720","680","34590","31870"
"In post","2021","London","50-59","Kensington & Chelsea and Hammersmith & Fulham","200","200","33550","31880"
"In post","2021","London","50-59","Lambeth","1060","1010","48550","41310"
"In post","2021","London","50-59","Lewisham and Southwark","380","370","36910","31130"
"In post","2021","London","50-59","Merton, Kingston upon Thames and Sutton","240","230","32370","31060"
"In post","2021","London","50-59","Redbridge and Waltham Forest","330","300","29580","30330"
"In post","2021","London","50-59","Tower Hamlets","1540","1500","51380","45740"
"In post","2021","London","50-59","Wandsworth","250","240","32470","31060"
"In post","2021","London","50-59","Westminster","10730","10490","52220","48830"
"In post","2021","London","60-64","Barking & Dagenham and Havering","50","40","[c]","[c]"
"In post","2021","London","60-64","Barnet","130","120","46320","32120"
"In post","2021","London","60-64","Bexley and Greenwich","130","110","31500","31060"
"In post","2021","London","60-64","Brent","50","40","31470","30100"
"In post","2021","London","60-64","Bromley","50","40","[c]","[c]"
"In post","2021","London","60-64","Camden and City of London","320","280","36420","31520"
"In post","2021","London","60-64","Croydon","770","680","36180","30860"
"In post","2021","London","60-64","Ealing","60","50","31140","31280"
"In post","2021","London","60-64","Enfield","30","20","[c]","[c]"
"In post","2021","London","60-64","Hackney and Newham","320","270","33930","31090"
"In post","2021","London","60-64","Haringey and Islington","100","90","32030","31060"
"In post","2021","London","60-64","Harrow and Hillingdon","350","270","30400","30370"
"In post","2021","London","60-64","Hounslow and Richmond upon Thames","240","210","31090","29080"
"In post","2021","London","60-64","Kensington & Chelsea and Hammersmith & Fulham","50","50","31740","31060"
"In post","2021","London","60-64","Lambeth","240","220","49620","40170"
"In post","2021","London","60-64","Lewisham and Southwark","110","100","36060","31060"
"In post","2021","London","60-64","Merton, Kingston upon Thames and Sutton","40","40","[c]","[c]"
"In post","2021","London","60-64","Redbridge and Waltham Forest","90","70","28670","28070"
"In post","2021","London","60-64","Tower Hamlets","330","300","49090","43430"
"In post","2021","London","60-64","Wandsworth","80","60","29220","27490"
"In post","2021","London","60-64","Westminster","2150","2010","48630","42630"
"In post","2021","London","65+","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","London","65+","Barnet","50","50","43240","31880"
"In post","2021","London","65+","Bexley and Greenwich","40","30","[c]","[c]"
"In post","2021","London","65+","Brent","30","20","[c]","[c]"
"In post","2021","London","65+","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","London","65+","Camden and City of London","110","90","33440","29570"
"In post","2021","London","65+","Croydon","320","260","31820","29080"
"In post","2021","London","65+","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","London","65+","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","London","65+","Hackney and Newham","140","100","32790","29570"
"In post","2021","London","65+","Haringey and Islington","50","40","[c]","[c]"
"In post","2021","London","65+","Harrow and Hillingdon","170","120","30060","29080"
"In post","2021","London","65+","Hounslow and Richmond upon Thames","90","70","29330","25760"
"In post","2021","London","65+","Kensington & Chelsea and Hammersmith & Fulham","30","30","[c]","[c]"
"In post","2021","London","65+","Lambeth","110","90","46030","35700"
"In post","2021","London","65+","Lewisham and Southwark","50","40","[c]","[c]"
"In post","2021","London","65+","Merton, Kingston upon Thames and Sutton","40","30","[c]","[c]"
"In post","2021","London","65+","Redbridge and Waltham Forest","60","40","26380","25110"
"In post","2021","London","65+","Tower Hamlets","130","110","48810","40550"
"In post","2021","London","65+","Wandsworth","30","20","[c]","[c]"
"In post","2021","London","65+","Westminster","690","610","45460","39060"
"In post","2021","London","Unknown","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","London","Unknown","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","16-19","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","16-19","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","16-19","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","16-19","Tyneside","60","60","21200","21010"
"In post","2021","North East (England)","20-29","Darlington","110","110","29480","29250"
"In post","2021","North East (England)","20-29","Durham CC","860","830","23540","22350"
"In post","2021","North East (England)","20-29","Hartlepool and Stockton-on-Tees","170","160","24680","24440"
"In post","2021","North East (England)","20-29","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","20-29","South Teesside","110","110","22920","21010"
"In post","2021","North East (England)","20-29","Sunderland","400","380","23810","21010"
"In post","2021","North East (England)","20-29","Tyneside","2270","2220","25540","25560"
"In post","2021","North East (England)","30-39","Darlington","190","180","34750","30730"
"In post","2021","North East (England)","30-39","Durham CC","1090","1010","26150","24920"
"In post","2021","North East (England)","30-39","Hartlepool and Stockton-on-Tees","330","310","26730","27570"
"In post","2021","North East (England)","30-39","Northumberland","70","60","27620","27570"
"In post","2021","North East (England)","30-39","South Teesside","190","170","25910","23840"
"In post","2021","North East (England)","30-39","Sunderland","760","690","25110","25560"
"In post","2021","North East (England)","30-39","Tyneside","3590","3360","29280","25560"
"In post","2021","North East (England)","40-49","Darlington","280","260","37590","36500"
"In post","2021","North East (England)","40-49","Durham CC","1250","1150","27950","25790"
"In post","2021","North East (England)","40-49","Hartlepool and Stockton-on-Tees","340","310","28140","27570"
"In post","2021","North East (England)","40-49","Northumberland","100","90","29430","27570"
"In post","2021","North East (England)","40-49","South Teesside","280","250","26790","25480"
"In post","2021","North East (England)","40-49","Sunderland","1080","950","25730","21440"
"In post","2021","North East (England)","40-49","Tyneside","4160","3840","31190","27570"
"In post","2021","North East (England)","50-59","Darlington","340","330","37570","36500"
"In post","2021","North East (England)","50-59","Durham CC","1740","1570","28900","27380"
"In post","2021","North East (England)","50-59","Hartlepool and Stockton-on-Tees","550","500","28070","27570"
"In post","2021","North East (England)","50-59","Northumberland","150","130","28000","27570"
"In post","2021","North East (England)","50-59","South Teesside","430","390","27490","27370"
"In post","2021","North East (England)","50-59","Sunderland","1480","1230","25390","21440"
"In post","2021","North East (England)","50-59","Tyneside","4650","4180","30330","26580"
"In post","2021","North East (England)","60-64","Darlington","50","40","[c]","[c]"
"In post","2021","North East (England)","60-64","Durham CC","520","370","26500","22350"
"In post","2021","North East (England)","60-64","Hartlepool and Stockton-on-Tees","130","100","26330","26350"
"In post","2021","North East (England)","60-64","Northumberland","50","30","[c]","[c]"
"In post","2021","North East (England)","60-64","South Teesside","90","70","26660","27570"
"In post","2021","North East (England)","60-64","Sunderland","580","420","24380","21440"
"In post","2021","North East (England)","60-64","Tyneside","1460","1100","26520","21440"
"In post","2021","North East (England)","65+","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","65+","Durham CC","130","90","25990","22350"
"In post","2021","North East (England)","65+","Hartlepool and Stockton-on-Tees","40","30","[c]","[c]"
"In post","2021","North East (England)","65+","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","65+","South Teesside","30","20","[c]","[c]"
"In post","2021","North East (England)","65+","Sunderland","110","80","23180","21400"
"In post","2021","North East (England)","65+","Tyneside","360","250","24440","21440"
"In post","2021","North East (England)","Unknown","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Tyneside","[c]","[c]","[c]","[c]"
