"Status","Year","Sex","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Charity Commission","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Charity Commission","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Charity Commission","No function","[c]","[c]","[c]","[c]"
"In post","2021","Female","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Charity Commission","Unknown","150","140","31930","29160"
"In post","2021","Female","Companies House","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Companies House","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Companies House","Digital, Data & Technology","80","70","36690","36440"
"In post","2021","Female","Companies House","Finance","40","30","[c]","[c]"
"In post","2021","Female","Companies House","Human Resources","60","60","33220","30530"
"In post","2021","Female","Companies House","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Companies House","No function","390","330","25170","22490"
"In post","2021","Female","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Companies House","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Companies House","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Competition and Markets Authority","Analysis","60","50","57500","56360"
"In post","2021","Female","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Competition and Markets Authority","Legal","90","80","67170","71370"
"In post","2021","Female","Competition and Markets Authority","Project Delivery","200","190","58920","55860"
"In post","2021","Female","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Criminal Injuries Compensation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Criminal Injuries Compensation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Criminal Injuries Compensation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Criminal Injuries Compensation Authority","No function","160","140","25820","22570"
"In post","2021","Female","Crown Commercial Service","Commercial","190","180","33620","33340"
"In post","2021","Female","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Commercial Service","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Female","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Commercial Service","No function","100","100","39290","36740"
"In post","2021","Female","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Legal","430","390","54110","52490"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","No function","980","890","26370","22220"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Communications","30","30","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Digital, Data & Technology","60","60","38250","38180"
"In post","2021","Female","Crown Prosecution Service","Finance","50","50","30600","30110"
"In post","2021","Female","Crown Prosecution Service","Human Resources","110","110","41450","38180"
"In post","2021","Female","Crown Prosecution Service","Legal","4170","3760","39610","32490"
"In post","2021","Female","Crown Prosecution Service","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service Inspectorate","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt Management Office","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt Management Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt Management Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt Management Office","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt Management Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt Management Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt Management Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt Management Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt Management Office","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt Management Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt Management Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Electronics and Components Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Electronics and Components Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Electronics and Components Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Electronics and Components Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Electronics and Components Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Electronics and Components Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Electronics and Components Agency","Project Delivery","50","40","[c]","[c]"
"In post","2021","Female","Defence Electronics and Components Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Commercial","80","80","40860","35530"
"In post","2021","Female","Defence Equipment and Support","Communications","90","80","30200","27220"
"In post","2021","Female","Defence Equipment and Support","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Finance","230","210","35510","31800"
"In post","2021","Female","Defence Equipment and Support","Human Resources","150","140","37270","32540"
"In post","2021","Female","Defence Equipment and Support","Project Delivery","2870","2690","33700","31600"
"In post","2021","Female","Defence Equipment and Support","Property","100","100","36620","34180"
"In post","2021","Female","Defence Equipment and Support","Unknown","110","100","34290","33380"
"In post","2021","Female","Defence Science and Technology Laboratory","Analysis","140","130","37880","37320"
"In post","2021","Female","Defence Science and Technology Laboratory","Commercial","40","30","[c]","[c]"
"In post","2021","Female","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Science and Technology Laboratory","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Science and Technology Laboratory","Finance","40","40","[c]","[c]"
"In post","2021","Female","Defence Science and Technology Laboratory","Human Resources","60","60","34470","28650"
"In post","2021","Female","Defence Science and Technology Laboratory","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Science and Technology Laboratory","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Science and Technology Laboratory","No function","680","640","38640","37320"
"In post","2021","Female","Defence Science and Technology Laboratory","Project Delivery","540","500","37190","37320"
"In post","2021","Female","Defence Science and Technology Laboratory","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Analysis","100","100","42610","35640"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","60","60","50360","47380"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","60","60","53480","57870"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","80","80","46040","45970"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","2170","2090","47610","44300"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","50","50","51450","53380"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Analysis","50","50","53780","59730"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Human Resources","40","40","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","No function","670","650","47170","47060"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Project Delivery","110","110","46160","51730"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Education (excl. agencies)","Analysis","220","200","43850","42580"
"In post","2021","Female","Department for Education (excl. agencies)","Commercial","100","90","39720","38000"
"In post","2021","Female","Department for Education (excl. agencies)","Communications","150","150","37570","33500"
"In post","2021","Female","Department for Education (excl. agencies)","Digital, Data & Technology","170","160","41000","36960"
"In post","2021","Female","Department for Education (excl. agencies)","Finance","200","190","42010","40670"
"In post","2021","Female","Department for Education (excl. agencies)","Human Resources","110","100","33960","29500"
"In post","2021","Female","Department for Education (excl. agencies)","Legal","40","30","[c]","[c]"
"In post","2021","Female","Department for Education (excl. agencies)","No function","1660","1570","43510","40230"
"In post","2021","Female","Department for Education (excl. agencies)","Project Delivery","260","250","47240","49860"
"In post","2021","Female","Department for Education (excl. agencies)","Property","110","110","45000","49860"
"In post","2021","Female","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Education (excl. agencies)","Unknown","340","320","49920","42010"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Analysis","40","40","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","90","80","37580","36970"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","170","160","41020","37360"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","280","260","42320","39810"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","200","190","40290","36970"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","200","180","42910","38710"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","1650","1560","42780","38750"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","130","120","42720","38750"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","210","200","34030","30040"
"In post","2021","Female","Department for International Trade","Analysis","100","100","41910","38160"
"In post","2021","Female","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Communications","60","60","39600","38470"
"In post","2021","Female","Department for International Trade","Digital, Data & Technology","70","70","44510","43000"
"In post","2021","Female","Department for International Trade","Finance","40","40","[c]","[c]"
"In post","2021","Female","Department for International Trade","Human Resources","90","80","43770","38540"
"In post","2021","Female","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","No function","850","840","45180","39280"
"In post","2021","Female","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport (excl. agencies)","Analysis","180","170","47630","44030"
"In post","2021","Female","Department for Transport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport (excl. agencies)","Communications","60","60","46740","43270"
"In post","2021","Female","Department for Transport (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport (excl. agencies)","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Female","Department for Transport (excl. agencies)","Finance","70","60","44120","40080"
"In post","2021","Female","Department for Transport (excl. agencies)","Human Resources","80","80","45910","42470"
"In post","2021","Female","Department for Transport (excl. agencies)","No function","900","860","44780","42470"
"In post","2021","Female","Department for Transport (excl. agencies)","Project Delivery","200","190","50380","44480"
"In post","2021","Female","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Work and Pensions (excl. agencies)","Unknown","59540","51290","27230","27570"
"In post","2021","Female","Department of Health and Social Care (excl. agencies)","Analysis","150","130","52140","53360"
"In post","2021","Female","Department of Health and Social Care (excl. agencies)","Commercial","120","110","47050","40650"
"In post","2021","Female","Department of Health and Social Care (excl. agencies)","Communications","110","110","43120","36070"
"In post","2021","Female","Department of Health and Social Care (excl. agencies)","Digital, Data & Technology","90","90","42970","36820"
"In post","2021","Female","Department of Health and Social Care (excl. agencies)","Finance","240","230","38660","34000"
"In post","2021","Female","Department of Health and Social Care (excl. agencies)","Human Resources","100","100","40610","32790"
"In post","2021","Female","Department of Health and Social Care (excl. agencies)","No function","1240","1200","46380","40650"
"In post","2021","Female","Department of Health and Social Care (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department of Health and Social Care (excl. agencies)","Unknown","40","30","[c]","[c]"
"In post","2021","Female","Disclosure Scotland","Unknown","160","140","28010","24110"
"In post","2021","Female","Driver and Vehicle Licensing Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Driver and Vehicle Licensing Agency","Commercial","80","70","31320","31040"
"In post","2021","Female","Driver and Vehicle Licensing Agency","Communications","40","40","[c]","[c]"
"In post","2021","Female","Driver and Vehicle Licensing Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Driver and Vehicle Licensing Agency","Digital, Data & Technology","200","190","34850","32180"
"In post","2021","Female","Driver and Vehicle Licensing Agency","Finance","80","80","31300","26780"
"In post","2021","Female","Driver and Vehicle Licensing Agency","Human Resources","140","120","32290","31380"
"In post","2021","Female","Driver and Vehicle Licensing Agency","No function","3120","2520","22460","21590"
"In post","2021","Female","Driver and Vehicle Licensing Agency","Project Delivery","40","40","[c]","[c]"
"In post","2021","Female","Driver and Vehicle Licensing Agency","Property","30","30","[c]","[c]"
"In post","2021","Female","Driver and Vehicle Licensing Agency","Security","30","30","[c]","[c]"
"In post","2021","Female","Driver and Vehicle Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Driver and Vehicle Standards Agency","Communications","50","50","30590","26780"
"In post","2021","Female","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Driver and Vehicle Standards Agency","Digital, Data & Technology","80","70","35750","33350"
"In post","2021","Female","Driver and Vehicle Standards Agency","Finance","50","50","[c]","[c]"
"In post","2021","Female","Driver and Vehicle Standards Agency","Human Resources","50","50","36730","33600"
"In post","2021","Female","Driver and Vehicle Standards Agency","No function","1050","950","27070","26700"
"In post","2021","Female","Driver and Vehicle Standards Agency","Project Delivery","50","50","[c]","[c]"
"In post","2021","Female","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Driver and Vehicle Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Education and Skills Funding Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Education and Skills Funding Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Education and Skills Funding Agency","Communications","60","50","41660","39840"
"In post","2021","Female","Education and Skills Funding Agency","Digital, Data & Technology","100","90","39660","36780"
"In post","2021","Female","Education and Skills Funding Agency","Finance","70","70","43430","41730"
"In post","2021","Female","Education and Skills Funding Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Education and Skills Funding Agency","No function","720","690","40810","36960"
"In post","2021","Female","Education and Skills Funding Agency","Project Delivery","40","40","[c]","[c]"
"In post","2021","Female","Education and Skills Funding Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Education Scotland","Unknown","230","220","54330","56120"
"In post","2021","Female","ESTYN","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","ESTYN","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","ESTYN","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","ESTYN","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","ESTYN","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","ESTYN","No function","50","50","56620","74730"
"In post","2021","Female","ESTYN","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","ESTYN","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","ESTYN","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","FCDO Services","Commercial","40","40","[c]","[c]"
"In post","2021","Female","FCDO Services","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","FCDO Services","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Female","FCDO Services","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","FCDO Services","Human Resources","30","30","[c]","[c]"
"In post","2021","Female","FCDO Services","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","FCDO Services","Project Delivery","40","40","[c]","[c]"
"In post","2021","Female","FCDO Services","Property","60","50","35880","31420"
"In post","2021","Female","FCDO Services","Security","40","40","[c]","[c]"
"In post","2021","Female","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","No function","340","340","38090","37350"
"In post","2021","Female","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Scotland","Unknown","110","110","35010","32140"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","50","50","[c]","[c]"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","80","70","48590","44560"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data & Technology","80","80","37910","33930"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","130","120","43540","39630"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","170","160","42250","37560"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","40","40","[c]","[c]"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","30","30","[c]","[c]"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","No function","1760","1720","45720","38860"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","1140","1100","50600","53000"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Property","30","30","[c]","[c]"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Security","130","130","42030","37560"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","180","180","49840","44880"
"In post","2021","Female","Forestry and Land Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Forestry and Land Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Forestry and Land Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Forestry and Land Scotland","Finance","30","30","[c]","[c]"
"In post","2021","Female","Forestry and Land Scotland","Human Resources","40","40","[c]","[c]"
"In post","2021","Female","Forestry and Land Scotland","Project Delivery","50","50","[c]","[c]"
"In post","2021","Female","Forestry and Land Scotland","Property","190","180","29560","28120"
"In post","2021","Female","Government Actuary's Department","Analysis","60","50","67910","65470"
"In post","2021","Female","Government Actuary's Department","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Actuary's Department","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Actuary's Department","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Actuary's Department","No function","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Actuary's Department","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Actuary's Department","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Internal Audit Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Internal Audit Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Internal Audit Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Internal Audit Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Internal Audit Agency","Finance","[c]","[c]","[c]","[c]"
