"Status","Year","Organisation","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Transport (excl. agencies)","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Declared disabled","110","100","26450","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Declared non-disabled","590","580","25890","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Unknown","100","100","26170","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","East of England","Declared disabled","160","160","27340","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","East of England","Declared non-disabled","940","920","27320","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","East of England","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","East of England","Unknown","110","110","27590","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","London","Declared disabled","310","290","31000","31060"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","London","Declared non-disabled","2390","2360","30320","31060"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","London","Undeclared","130","130","30500","31060"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","London","Unknown","410","400","31690","31060"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North East (England)","Declared disabled","180","180","24000","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North East (England)","Declared non-disabled","1020","1010","24000","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North East (England)","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North East (England)","Unknown","160","160","25160","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","Declared disabled","310","300","24810","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","Declared non-disabled","1780","1760","25490","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","Undeclared","90","90","25720","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","Unknown","310","310","25170","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Scotland","Declared disabled","110","110","25380","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Scotland","Declared non-disabled","750","740","24560","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Scotland","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Scotland","Unknown","100","100","25760","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South East (England)","Declared disabled","230","220","27140","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South East (England)","Declared non-disabled","1520","1480","26900","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South East (England)","Undeclared","100","90","26660","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South East (England)","Unknown","190","180","27010","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South West (England)","Declared disabled","140","130","25810","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South West (England)","Declared non-disabled","840","810","25490","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South West (England)","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South West (England)","Unknown","120","120","26550","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Declared non-disabled","220","210","28210","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Wales","Declared disabled","60","60","24960","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Wales","Declared non-disabled","480","470","24450","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Wales","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Declared disabled","150","140","26670","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Declared non-disabled","740","730","25840","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Unknown","90","90","27250","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Declared disabled","200","200","25810","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Declared non-disabled","1200","1180","26440","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Undeclared","80","80","26000","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Unknown","180","180","27760","27570"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","London","Unknown","760","750","40770","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Unknown","280","270","37880","31130"
"New entrant CS","2021","Disclosure Scotland","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Wales","Declared non-disabled","180","170","25100","21590"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Wales","Unknown","150","130","21990","21590"
"New entrant CS","2021","Driver and Vehicle Standards Agency","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","East Midlands (England)","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","West Midlands (England)","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Scotland","Declared non-disabled","90","90","27700","25140"
"New entrant CS","2021","Forestry and Land Scotland","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","London","Declared non-disabled","200","190","42370","43920"
"New entrant CS","2021","Government Legal Department","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","London","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","North West (England)","Declared non-disabled","60","60","30180","26370"
"New entrant CS","2021","Health and Safety Executive","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Yorkshire and The Humber","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","East Midlands (England)","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","East Midlands (England)","Unknown","70","70","19000","18880"
"New entrant CS","2021","HM Courts and Tribunals Service","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","East of England","Declared non-disabled","70","70","20570","18880"
"New entrant CS","2021","HM Courts and Tribunals Service","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","East of England","Unknown","60","50","20450","19930"
