"Status","Year","Parent_department","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Declared non-disabled","Croydon","60","60","39350","32390"
"In post","2021","Attorney General's Departments","Declared non-disabled","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","Devon CC","70","60","41760","40560"
"In post","2021","Attorney General's Departments","Declared non-disabled","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","East Kent","70","60","40180","30110"
"In post","2021","Attorney General's Departments","Declared non-disabled","Flintshire and Wrexham","50","50","41160","37780"
"In post","2021","Attorney General's Departments","Declared non-disabled","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","Heart of Essex","130","110","43240","36240"
"In post","2021","Attorney General's Departments","Declared non-disabled","Hertfordshire","130","110","43930","40800"
"In post","2021","Attorney General's Departments","Declared non-disabled","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","Kingston upon Hull, City of","50","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","Leeds","280","250","43110","48080"
"In post","2021","Attorney General's Departments","Declared non-disabled","Leicester","90","80","41930","48830"
"In post","2021","Attorney General's Departments","Declared non-disabled","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","Liverpool","240","230","38500","30930"
"In post","2021","Attorney General's Departments","Declared non-disabled","Manchester","270","240","41510","34480"
"In post","2021","Attorney General's Departments","Declared non-disabled","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","Mid Lancashire","120","110","40230","34480"
"In post","2021","Attorney General's Departments","Declared non-disabled","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","Norwich and East Norfolk","50","50","36310","28430"
"In post","2021","Attorney General's Departments","Declared non-disabled","Nottingham","160","150","39350","32050"
"In post","2021","Attorney General's Departments","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","Portsmouth","60","60","43120","37280"
"In post","2021","Attorney General's Departments","Declared non-disabled","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","Sheffield","90","80","36270","28430"
"In post","2021","Attorney General's Departments","Declared non-disabled","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","South Hampshire","100","90","46010","50520"
"In post","2021","Attorney General's Departments","Declared non-disabled","South Teesside","70","60","40360","38000"
"In post","2021","Attorney General's Departments","Declared non-disabled","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","Stoke-on-Trent","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","Swansea","50","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","Tyneside","160","140","39630","34480"
"In post","2021","Attorney General's Departments","Declared non-disabled","Wakefield","60","50","36880","30130"
"In post","2021","Attorney General's Departments","Declared non-disabled","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","Westminster","3170","2980","50770","51250"
"In post","2021","Attorney General's Departments","Declared non-disabled","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Declared non-disabled","York","230","210","48770","54770"
"In post","2021","Attorney General's Departments","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Westminster","130","120","55830","58310"
"In post","2021","Attorney General's Departments","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Berkshire","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Birmingham","130","120","36900","31210"
"In post","2021","Attorney General's Departments","Unknown","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Bristol, City of","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Cardiff and Vale of Glamorgan","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","East Kent","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Heart of Essex","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Hertfordshire","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Leeds","70","70","37110","38000"
"In post","2021","Attorney General's Departments","Unknown","Leicester","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Liverpool","80","80","34080","29280"
"In post","2021","Attorney General's Departments","Unknown","Manchester","60","60","39270","38180"
"In post","2021","Attorney General's Departments","Unknown","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Mid Lancashire","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Nottingham","70","70","32310","25480"
"In post","2021","Attorney General's Departments","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Portsmouth","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Sheffield","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","South Hampshire","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Tyneside","50","50","35080","30130"
"In post","2021","Attorney General's Departments","Unknown","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Westminster","850","800","48990","51250"
"In post","2021","Attorney General's Departments","Unknown","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","York","50","50","39050","30130"
"In post","2021","Cabinet Office","Declared disabled","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Tower Hamlets","90","90","50900","54700"
"In post","2021","Cabinet Office","Declared disabled","Tyneside","60","50","28220","23850"
"In post","2021","Cabinet Office","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","Westminster","390","380","47260","41820"
"In post","2021","Cabinet Office","Declared disabled","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared disabled","York","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Bristol, City of","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Camden and City of London","80","70","57150","55520"
"In post","2021","Cabinet Office","Declared non-disabled","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Greater Manchester South West","80","70","41630","37300"
"In post","2021","Cabinet Office","Declared non-disabled","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Declared non-disabled","Leeds","70","60","45130","39210"
"In post","2021","Cabinet Office","Declared non-disabled","Lewisham and Southwark","[c]","[c]","[c]","[c]"
