"Status","Year","Parent_department","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","The National Archives","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Female","SEO/HEO","170","160","34880","34290"
"In post","2022","The National Archives","Male","AA/AO","60","50","21380","20900"
"In post","2022","The National Archives","Male","EO","40","40","[c]","[c]"
"In post","2022","The National Archives","Male","G6/G7","50","50","[c]","[c]"
"In post","2022","The National Archives","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Male","SEO/HEO","130","130","37290","35530"
"In post","2022","UK Export Finance","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Female","EO","40","40","[c]","[c]"
"In post","2022","UK Export Finance","Female","G6/G7","60","60","66140","65630"
"In post","2022","UK Export Finance","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Female","SEO/HEO","110","100","40860","41000"
"In post","2022","UK Export Finance","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","G6/G7","110","110","65950","63300"
"In post","2022","UK Export Finance","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","SEO/HEO","130","120","42340","41400"
"In post","2022","UK Statistics Authority","Female","AA/AO","900","630","20240","19860"
"In post","2022","UK Statistics Authority","Female","EO","470","430","24590","23880"
"In post","2022","UK Statistics Authority","Female","G6/G7","540","520","53110","51210"
"In post","2022","UK Statistics Authority","Female","SCS","30","30","[c]","[c]"
"In post","2022","UK Statistics Authority","Female","SEO/HEO","1420","1330","34260","33710"
"In post","2022","UK Statistics Authority","Male","AA/AO","630","450","20480","20350"
"In post","2022","UK Statistics Authority","Male","EO","260","250","24640","23880"
"In post","2022","UK Statistics Authority","Male","G6/G7","540","530","54520","51210"
"In post","2022","UK Statistics Authority","Male","SCS","50","50","[c]","[c]"
"In post","2022","UK Statistics Authority","Male","SEO/HEO","1040","1030","34490","34020"
"In post","2022","UK Statistics Authority","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Female","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Female","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Male","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Male","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","EO","30","30","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Female","SEO/HEO","70","70","46340","44420"
"In post","2022","Water Services Regulation Authority","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","EO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","G6/G7","40","40","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Male","SEO/HEO","60","60","47950","46420"
"In post","2022","Welsh Government","Female","AA/AO","550","500","24210","24630"
"In post","2022","Welsh Government","Female","EO","640","590","28820","29430"
"In post","2022","Welsh Government","Female","G6/G7","590","550","61820","61440"
"In post","2022","Welsh Government","Female","SCS","90","80","83770","78470"
"In post","2022","Welsh Government","Female","SEO/HEO","1680","1570","41250","38160"
"In post","2022","Welsh Government","Male","AA/AO","320","300","24330","24630"
"In post","2022","Welsh Government","Male","EO","460","450","28840","29430"
"In post","2022","Welsh Government","Male","G6/G7","520","500","63180","61440"
"In post","2022","Welsh Government","Male","SCS","110","100","89610","81760"
"In post","2022","Welsh Government","Male","SEO/HEO","1010","990","41640","38160"
"Leaver CS","2021","Attorney General's Departments","Female","AA/AO","60","60","22250","21950"
"Leaver CS","2021","Attorney General's Departments","Female","EO","30","30","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Female","G6/G7","120","100","58940","55610"
"Leaver CS","2021","Attorney General's Departments","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Male","G6/G7","100","90","59340","55610"
"Leaver CS","2021","Attorney General's Departments","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Female","AA/AO","50","50","20720","20370"
"Leaver CS","2021","Cabinet Office","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Female","G6/G7","50","40","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Female","SEO/HEO","50","50","34170","33630"
"Leaver CS","2021","Cabinet Office","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Male","G6/G7","70","60","61520","58250"
"Leaver CS","2021","Cabinet Office","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Male","SEO/HEO","60","60","34290","33680"
"Leaver CS","2021","Chancellor's other departments","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","AA/AO","50","50","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","EO","50","40","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","G6/G7","40","40","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","SEO/HEO","60","50","35860","34500"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","EO","40","40","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","G6/G7","70","60","58850","56870"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","SEO/HEO","120","110","36580","37830"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Female","EO","40","40","[c]","[c]"
"Leaver CS","2021","Department for Education","Female","G6/G7","60","50","58410","54400"
"Leaver CS","2021","Department for Education","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Female","SEO/HEO","80","70","36790","36780"
"Leaver CS","2021","Department for Education","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Male","G6/G7","50","50","56050","54160"
"Leaver CS","2021","Department for Education","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Male","SEO/HEO","70","60","37130","37030"
"Leaver CS","2021","Department for Education","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","AA/AO","100","90","21780","21050"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","EO","70","70","23730","24920"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","G6/G7","40","40","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Female","SEO/HEO","90","80","35910","35900"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","AA/AO","70","70","21630","21050"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","EO","50","50","24730","25260"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","G6/G7","50","50","56990","57450"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Male","SEO/HEO","70","70","36470","36520"
"Leaver CS","2021","Department for International Trade","Female","AA/AO","30","30","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Female","AA/AO","190","140","20850","21590"
"Leaver CS","2021","Department for Transport","Female","EO","60","50","27170","26700"
"Leaver CS","2021","Department for Transport","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Female","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Department for Transport","Male","AA/AO","140","130","21620","21590"
"Leaver CS","2021","Department for Transport","Male","EO","120","100","27750","26780"
"Leaver CS","2021","Department for Transport","Male","G6/G7","50","50","[c]","[c]"
"Leaver CS","2021","Department for Transport","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Male","SEO/HEO","100","90","38410","35490"
"Leaver CS","2021","Department for Work and Pensions","Female","AA/AO","1310","1040","21150","21010"
"Leaver CS","2021","Department for Work and Pensions","Female","EO","1200","970","28040","27570"
"Leaver CS","2021","Department for Work and Pensions","Female","G6/G7","70","70","56970","56050"
"Leaver CS","2021","Department for Work and Pensions","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Female","SEO/HEO","240","210","35660","34290"
"Leaver CS","2021","Department for Work and Pensions","Male","AA/AO","770","720","21300","21010"
"Leaver CS","2021","Department for Work and Pensions","Male","EO","680","610","28110","27570"
"Leaver CS","2021","Department for Work and Pensions","Male","G6/G7","70","60","60450","58140"
"Leaver CS","2021","Department for Work and Pensions","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Male","SEO/HEO","160","150","38740","35380"
"Leaver CS","2021","Department of Health and Social Care","Female","AA/AO","140","120","20710","20150"
"Leaver CS","2021","Department of Health and Social Care","Female","EO","100","70","25790","25260"
"Leaver CS","2021","Department of Health and Social Care","Female","G6/G7","120","80","55650","52680"
"Leaver CS","2021","Department of Health and Social Care","Female","SCS","30","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Female","SEO/HEO","220","170","36270","36180"
"Leaver CS","2021","Department of Health and Social Care","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Male","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Male","EO","40","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Male","G6/G7","80","50","58860","55130"
"Leaver CS","2021","Department of Health and Social Care","Male","SCS","40","30","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Male","SEO/HEO","110","90","35440","35540"
"Leaver CS","2021","Department of Health and Social Care","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","G6/G7","60","40","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","SEO/HEO","50","30","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","EO","60","40","27320","27130"
"Leaver CS","2021","HM Land Registry","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","EO","30","30","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Female","AA/AO","1690","1280","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Female","EO","780","620","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Female","G6/G7","150","140","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Female","SEO/HEO","590","510","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Female","Unknown","230","220","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Male","AA/AO","820","740","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Male","EO","510","440","25730","25500"
"Leaver CS","2021","HM Revenue and Customs","Male","G6/G7","200","180","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Male","SEO/HEO","590","520","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Male","Unknown","110","110","[c]","[c]"
"Leaver CS","2021","HM Treasury","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Female","AA/AO","270","200","21490","21430"
"Leaver CS","2021","Home Office","Female","EO","230","200","26900","27240"
"Leaver CS","2021","Home Office","Female","G6/G7","40","40","[c]","[c]"
"Leaver CS","2021","Home Office","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Female","SEO/HEO","120","110","36860","36450"
"Leaver CS","2021","Home Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Male","AA/AO","180","150","21430","21430"
"Leaver CS","2021","Home Office","Male","EO","260","240","26980","27240"
"Leaver CS","2021","Home Office","Male","G6/G7","60","60","[c]","[c]"
"Leaver CS","2021","Home Office","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Male","SEO/HEO","150","140","37670","36700"
"Leaver CS","2021","Home Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Female","AA/AO","460","410","21180","20920"
"Leaver CS","2021","Ministry of Defence","Female","EO","230","210","25800","26670"
"Leaver CS","2021","Ministry of Defence","Female","G6/G7","70","60","62210","58240"
"Leaver CS","2021","Ministry of Defence","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Female","SEO/HEO","340","310","35870","35480"
"Leaver CS","2021","Ministry of Defence","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Male","AA/AO","610","590","23320","20520"
"Leaver CS","2021","Ministry of Defence","Male","EO","470","460","27240","26940"
"Leaver CS","2021","Ministry of Defence","Male","G6/G7","140","130","61520","58240"
"Leaver CS","2021","Ministry of Defence","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Male","SEO/HEO","650","610","37260","36730"
"Leaver CS","2021","Ministry of Defence","Male","Unknown","200","200","36780","33790"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Female","AA/AO","1850","1640","19740","19830"
"Leaver CS","2021","Ministry of Justice","Female","EO","270","250","24420","24440"
"Leaver CS","2021","Ministry of Justice","Female","G6/G7","50","50","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Female","SEO/HEO","300","260","36150","34820"
"Leaver CS","2021","Ministry of Justice","Female","Unknown","490","420","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Male","AA/AO","2120","1970","20340","19930"
"Leaver CS","2021","Ministry of Justice","Male","EO","250","240","24860","26410"
"Leaver CS","2021","Ministry of Justice","Male","G6/G7","80","80","63090","59690"
"Leaver CS","2021","Ministry of Justice","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Male","SEO/HEO","260","230","35570","32800"
"Leaver CS","2021","Ministry of Justice","Male","Unknown","170","150","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","EO","40","40","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","SCS","[c]","[c]","[c]","[c]"
