"Status","Year","Region_ITL1","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","East of England","30-39","White","410","390","28350","26140"
"New entrant CS","2022","East of England","40-49","Asian","30","30","[c]","[c]"
"New entrant CS","2022","East of England","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","40-49","Unknown","150","140","30110","26350"
"New entrant CS","2022","East of England","40-49","White","380","360","30700","27570"
"New entrant CS","2022","East of England","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","50-59","Unknown","160","130","29530","27570"
"New entrant CS","2022","East of England","50-59","White","360","340","29340","27570"
"New entrant CS","2022","East of England","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","60-64","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","East of England","60-64","White","90","80","27000","24250"
"New entrant CS","2022","East of England","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","16-19","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","London","16-19","White","40","40","[c]","[c]"
"New entrant CS","2022","London","20-29","Asian","860","840","30620","31020"
"New entrant CS","2022","London","20-29","Black","530","520","30040","29970"
"New entrant CS","2022","London","20-29","Mixed","330","320","31600","30750"
"New entrant CS","2022","London","20-29","Other ethnicity","110","110","30180","28650"
"New entrant CS","2022","London","20-29","Undeclared","90","90","32670","31060"
"New entrant CS","2022","London","20-29","Unknown","2450","2380","31080","28650"
"New entrant CS","2022","London","20-29","White","2640","2610","32930","32260"
"New entrant CS","2022","London","30-39","Asian","420","410","37660","32960"
"New entrant CS","2022","London","30-39","Black","310","300","34620","31060"
"New entrant CS","2022","London","30-39","Mixed","130","130","39200","34550"
"New entrant CS","2022","London","30-39","Other ethnicity","50","40","[c]","[c]"
"New entrant CS","2022","London","30-39","Undeclared","80","80","39920","36820"
"New entrant CS","2022","London","30-39","Unknown","930","860","40040","34710"
"New entrant CS","2022","London","30-39","White","1210","1170","41930","40000"
"New entrant CS","2022","London","40-49","Asian","260","250","40140","34550"
"New entrant CS","2022","London","40-49","Black","210","210","35540","32260"
"New entrant CS","2022","London","40-49","Mixed","50","50","40950","37610"
"New entrant CS","2022","London","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","40-49","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","London","40-49","Unknown","570","520","42770","36580"
"New entrant CS","2022","London","40-49","White","710","680","47170","42170"
"New entrant CS","2022","London","50-59","Asian","110","110","39270","32440"
"New entrant CS","2022","London","50-59","Black","210","210","34190","31060"
"New entrant CS","2022","London","50-59","Mixed","30","30","[c]","[c]"
"New entrant CS","2022","London","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","50-59","Unknown","400","350","43980","35050"
"New entrant CS","2022","London","50-59","White","510","490","46320","40060"
"New entrant CS","2022","London","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","60-64","Black","60","60","34850","33700"
"New entrant CS","2022","London","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","60-64","Unknown","100","90","39340","34630"
"New entrant CS","2022","London","60-64","White","90","90","46520","38540"
"New entrant CS","2022","London","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","16-19","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","20-29","Asian","70","70","24380","21260"
"New entrant CS","2022","North East (England)","20-29","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","20-29","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","20-29","Unknown","470","460","23850","21840"
"New entrant CS","2022","North East (England)","20-29","White","1000","990","24520","23140"
"New entrant CS","2022","North East (England)","30-39","Asian","40","40","[c]","[c]"
"New entrant CS","2022","North East (England)","30-39","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","30-39","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","30-39","Unknown","290","280","26550","23170"
"New entrant CS","2022","North East (England)","30-39","White","690","670","27530","25500"
"New entrant CS","2022","North East (England)","40-49","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","40-49","Unknown","180","170","28810","24900"
"New entrant CS","2022","North East (England)","40-49","White","500","490","28600","25870"
"New entrant CS","2022","North East (England)","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","50-59","Unknown","170","160","26470","22870"
"New entrant CS","2022","North East (England)","50-59","White","450","430","28080","26130"
"New entrant CS","2022","North East (England)","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","60-64","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","North East (England)","60-64","White","90","80","25850","23420"
"New entrant CS","2022","North East (England)","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","16-19","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","16-19","White","70","70","22440","21260"
"New entrant CS","2022","North West (England)","20-29","Asian","290","290","25010","23170"
"New entrant CS","2022","North West (England)","20-29","Black","80","80","26020","24880"
"New entrant CS","2022","North West (England)","20-29","Mixed","80","70","24380","23170"
"New entrant CS","2022","North West (England)","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","20-29","Unknown","1110","1090","24390","23170"
"New entrant CS","2022","North West (England)","20-29","White","1870","1850","24880","23140"
"New entrant CS","2022","North West (England)","30-39","Asian","170","160","28270","26590"
"New entrant CS","2022","North West (England)","30-39","Black","80","80","27590","26590"
"New entrant CS","2022","North West (England)","30-39","Mixed","60","50","29260","26590"
"New entrant CS","2022","North West (England)","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","30-39","Unknown","700","670","27830","24880"
"New entrant CS","2022","North West (England)","30-39","White","1290","1250","27990","26310"
"New entrant CS","2022","North West (England)","40-49","Asian","100","90","29890","27570"
"New entrant CS","2022","North West (England)","40-49","Black","50","50","[c]","[c]"
"New entrant CS","2022","North West (England)","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","40-49","Unknown","410","380","29350","24920"
"New entrant CS","2022","North West (England)","40-49","White","820","790","31120","27570"
"New entrant CS","2022","North West (England)","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","50-59","Unknown","380","360","28310","24880"
"New entrant CS","2022","North West (England)","50-59","White","700","670","29940","27250"
"New entrant CS","2022","North West (England)","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","60-64","Unknown","90","80","27520","26130"
"New entrant CS","2022","North West (England)","60-64","White","180","160","27540","23170"
"New entrant CS","2022","North West (England)","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","65+","Unknown","30","20","[c]","[c]"
"New entrant CS","2022","North West (England)","65+","White","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","16-19","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","20-29","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","20-29","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","20-29","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","20-29","Unknown","100","100","23720","21250"
"New entrant CS","2022","Northern Ireland","20-29","White","140","140","26480","26590"
"New entrant CS","2022","Northern Ireland","30-39","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","30-39","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","30-39","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","30-39","Unknown","80","80","26220","21250"
"New entrant CS","2022","Northern Ireland","30-39","White","110","110","31820","32500"
"New entrant CS","2022","Northern Ireland","40-49","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","40-49","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Northern Ireland","40-49","White","60","60","31200","26590"
"New entrant CS","2022","Northern Ireland","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","50-59","White","30","30","[c]","[c]"
"New entrant CS","2022","Northern Ireland","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","60-64","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","20-29","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","20-29","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","20-29","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","20-29","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","30-39","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","30-39","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","30-39","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","30-39","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","40-49","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","40-49","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","50-59","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","60-64","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","16-19","Unknown","50","50","21430","21050"
"New entrant CS","2022","Scotland","16-19","White","50","50","21190","21050"
"New entrant CS","2022","Scotland","20-29","Asian","70","70","26070","24400"
"New entrant CS","2022","Scotland","20-29","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","20-29","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","20-29","Unknown","970","950","25130","22000"
"New entrant CS","2022","Scotland","20-29","White","1650","1630","25810","24120"
"New entrant CS","2022","Scotland","30-39","Asian","80","80","29010","27230"
"New entrant CS","2022","Scotland","30-39","Black","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","30-39","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","30-39","Unknown","730","710","29510","27230"
"New entrant CS","2022","Scotland","30-39","White","1250","1230","30200","27570"
"New entrant CS","2022","Scotland","40-49","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","40-49","Black","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","40-49","Unknown","430","420","32490","27230"
"New entrant CS","2022","Scotland","40-49","White","790","770","32490","27570"
"New entrant CS","2022","Scotland","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","50-59","Unknown","380","360","31740","27230"
"New entrant CS","2022","Scotland","50-59","White","620","600","31150","27230"
"New entrant CS","2022","Scotland","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","60-64","Unknown","70","60","28780","24020"
"New entrant CS","2022","Scotland","60-64","White","90","90","28630","24400"
"New entrant CS","2022","Scotland","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","16-19","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","South East (England)","16-19","White","50","50","[c]","[c]"
"New entrant CS","2022","South East (England)","20-29","Asian","80","70","26800","26350"
"New entrant CS","2022","South East (England)","20-29","Black","40","40","[c]","[c]"
"New entrant CS","2022","South East (England)","20-29","Mixed","60","60","26620","26130"
"New entrant CS","2022","South East (England)","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","20-29","Unknown","600","590","24960","24800"
"New entrant CS","2022","South East (England)","20-29","White","1150","1140","25750","24920"
"New entrant CS","2022","South East (England)","30-39","Asian","60","60","30510","27630"
"New entrant CS","2022","South East (England)","30-39","Black","50","50","[c]","[c]"
"New entrant CS","2022","South East (England)","30-39","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","South East (England)","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","30-39","Unknown","360","350","28710","26310"
"New entrant CS","2022","South East (England)","30-39","White","670","640","29820","27570"
"New entrant CS","2022","South East (England)","40-49","Asian","60","60","32690","29230"
"New entrant CS","2022","South East (England)","40-49","Black","40","40","[c]","[c]"
"New entrant CS","2022","South East (England)","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","40-49","Unknown","260","250","31160","26330"
"New entrant CS","2022","South East (England)","40-49","White","550","520","31830","28140"
"New entrant CS","2022","South East (England)","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","50-59","Black","40","30","[c]","[c]"
"New entrant CS","2022","South East (England)","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","50-59","Unknown","300","260","30180","26740"
"New entrant CS","2022","South East (England)","50-59","White","580","540","30600","26330"
"New entrant CS","2022","South East (England)","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","60-64","Unknown","90","70","29600","28200"
"New entrant CS","2022","South East (England)","60-64","White","140","120","28570","25790"
"New entrant CS","2022","South East (England)","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","65+","Mixed","[c]","[c]","[c]","[c]"
