"Status","Year","Function_of_post","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","Westminster","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Westminster","20-29","470","470","35970","33120"
"In post","2022","Human Resources","Westminster","30-39","490","480","46710","42450"
"In post","2022","Human Resources","Westminster","40-49","520","500","51100","50430"
"In post","2022","Human Resources","Westminster","50-59","500","490","50240","44640"
"In post","2022","Human Resources","Westminster","60-64","100","90","48460","43870"
"In post","2022","Human Resources","Westminster","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wiltshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wiltshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wiltshire","30-39","40","40","[c]","[c]"
"In post","2022","Human Resources","Wiltshire","40-49","40","40","[c]","[c]"
"In post","2022","Human Resources","Wiltshire","50-59","60","50","40240","34610"
"In post","2022","Human Resources","Wiltshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wiltshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wirral","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wirral","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wirral","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wirral","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wirral","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wirral","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wirral","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wolverhampton","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wolverhampton","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wolverhampton","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wolverhampton","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wolverhampton","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wolverhampton","65+","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Worcestershire CC","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Worcestershire CC","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Worcestershire CC","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Worcestershire CC","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Worcestershire CC","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","York","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","York","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","York","40-49","40","40","[c]","[c]"
"In post","2022","Human Resources","York","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","York","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","York","65+","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Antrim and Newtownabbey","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Barking & Dagenham and Havering","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bath and North East Somerset, North Somerset and South Gloucestershire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bath and North East Somerset, North Somerset and South Gloucestershire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bath and North East Somerset, North Somerset and South Gloucestershire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bath and North East Somerset, North Somerset and South Gloucestershire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bath and North East Somerset, North Somerset and South Gloucestershire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Berkshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Berkshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Berkshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Berkshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bexley and Greenwich","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Birmingham","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Birmingham","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Birmingham","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Birmingham","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Birmingham","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Blackpool","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Blackpool","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Blackpool","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Blackpool","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bournemouth, Christchurch and Poole","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bournemouth, Christchurch and Poole","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bradford","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Breckland and South Norfolk","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bristol, City of","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bristol, City of","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bristol, City of","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bristol, City of","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Bristol, City of","65+","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Buckinghamshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Cambridgeshire CC","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Cambridgeshire CC","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Cambridgeshire CC","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Camden and City of London","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Camden and City of London","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Camden and City of London","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Cardiff and Vale of Glamorgan","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Cardiff and Vale of Glamorgan","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Cardiff and Vale of Glamorgan","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Central Hampshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Central Hampshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Central Hampshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Central Hampshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Central Hampshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Central Hampshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Central Valleys","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Cheshire East","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Cheshire West and Chester","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Chorley and West Lancashire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Chorley and West Lancashire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","City of Edinburgh","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","City of Edinburgh","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","City of Edinburgh","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","City of Edinburgh","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","City of Edinburgh","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","City of Edinburgh","65+","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Clackmannanshire and Fife","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Cornwall and Isles of Scilly","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Coventry","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Coventry","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Croydon","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Croydon","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Croydon","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Croydon","65+","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Darlington","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Darlington","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Darlington","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Darlington","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Devon CC","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Devon CC","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Devon CC","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Dorset","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Dorset","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Dudley","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Durham","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East Derbyshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East Kent","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East Riding of Yorkshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East Sussex CC","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Essex Haven Gateway","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Essex Haven Gateway","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Essex Thames Gateway","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Glasgow City","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Glasgow City","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Glasgow City","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Glasgow City","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Glasgow City","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Greater Manchester North East","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Greater Manchester North West","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Greater Manchester South West","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Greater Manchester South West","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Greater Manchester South West","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Greater Manchester South West","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Greater Manchester South West","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Hackney and Newham","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Hackney and Newham","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Hackney and Newham","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Harrow and Hillingdon","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Hertfordshire CC","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Hounslow and Richmond upon Thames","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Isle of Anglesey","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Kensington & Chelsea and Hammersmith & Fulham","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Kensington & Chelsea and Hammersmith & Fulham","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Kensington & Chelsea and Hammersmith & Fulham","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Lancaster and Wyre","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Leeds","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Leeds","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Leeds","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Leeds","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Leicester","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Leicester","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Leicester","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Leicestershire CC and Rutland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Liverpool","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Liverpool","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Liverpool","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Liverpool","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Liverpool","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Manchester","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Manchester","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Manchester","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Manchester","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Mid Lancashire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Milton Keynes","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Milton Keynes","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Milton Keynes","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Milton Keynes","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Monmouthshire and Newport","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Monmouthshire and Newport","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Monmouthshire and Newport","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","North and North East Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","North Northamptonshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","North Yorkshire CC","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Norwich and East Norfolk","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Norwich and East Norfolk","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Norwich and East Norfolk","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Nottingham","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Nottingham","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Nottingham","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Nottingham","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Nottingham","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Oxfordshire CC","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Plymouth","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Plymouth","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Plymouth","65+","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Portsmouth","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Portsmouth","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Portsmouth","65+","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Redbridge and Waltham Forest","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Sefton","40-49","[c]","[c]","[c]","[c]"
