"Status","Year","Parent_department","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Attorney General's Departments","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Legal","AA/AO","310","310","20440","20120"
"New entrant CS","2021","Attorney General's Departments","Legal","EO","170","160","27230","26970"
"New entrant CS","2021","Attorney General's Departments","Legal","G6/G7","320","300","52390","50520"
"New entrant CS","2021","Attorney General's Departments","Legal","SEO/HEO","150","150","40410","40000"
"New entrant CS","2021","Attorney General's Departments","No function","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Commercial","G6/G7","60","60","79430","85000"
"New entrant CS","2021","Cabinet Office","Commercial","SCS","150","150","80850","71000"
"New entrant CS","2021","Cabinet Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Communications","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Communications","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Digital, Data & Technology","G6/G7","80","80","56670","54700"
"New entrant CS","2021","Cabinet Office","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Digital, Data & Technology","SEO/HEO","70","70","36190","34550"
"New entrant CS","2021","Cabinet Office","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Human Resources","EO","40","30","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Human Resources","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Cabinet Office","No function","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Cabinet Office","No function","EO","120","110","27480","27500"
"New entrant CS","2021","Cabinet Office","No function","G6/G7","70","70","57520","54700"
"New entrant CS","2021","Cabinet Office","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","No function","SEO/HEO","660","660","29340","28000"
"New entrant CS","2021","Cabinet Office","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Security","AA/AO","60","60","20640","20800"
"New entrant CS","2021","Cabinet Office","Security","EO","40","40","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Security","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Communications","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Legal","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Analysis","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","EO","50","50","26240","25270"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","SEO/HEO","70","70","37490","37420"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","No function","AA/AO","230","220","21350","20880"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","No function","EO","310","310","25480","24250"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","No function","G6/G7","90","90","57830","53380"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","No function","SEO/HEO","460","450","35150","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","No function","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","No function","EO","50","40","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","No function","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","No function","SEO/HEO","160","160","34990","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Communications","EO","30","30","[c]","[c]"
"New entrant CS","2021","Department for Education","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Digital, Data & Technology","SEO/HEO","50","50","34940","36500"
"New entrant CS","2021","Department for Education","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","No function","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","No function","EO","110","110","26200","25000"
"New entrant CS","2021","Department for Education","No function","G6/G7","60","60","53950","53420"
"New entrant CS","2021","Department for Education","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","No function","SEO/HEO","190","180","33800","32940"
"New entrant CS","2021","Department for Education","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","EO","40","40","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","G6/G7","50","50","50990","49320"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","SEO/HEO","70","70","33520","34230"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","SEO/HEO","40","30","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Grants Management","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
