"Status","Year","Function_of_post","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Security","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2022","Security","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Department for Work and Pensions (excl. agencies)","130","120","34190","27570"
"Leaver Dept.","2022","Unknown","Female","Department of Health and Social Care (excl. agencies)","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Foreign, Commonwealth and Development Office (excl. agencies)","160","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","HM Revenue and Customs (excl. agencies)","700","670","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Home Office","740","700","35410","28850"
"Leaver Dept.","2022","Unknown","Female","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Ministry of Defence (excl. agencies)","130","120","30900","26670"
"Leaver Dept.","2022","Unknown","Female","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Department for Work and Pensions (excl. agencies)","90","90","35420","31060"
"Leaver Dept.","2022","Unknown","Male","Department of Health and Social Care (excl. agencies)","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Foreign, Commonwealth and Development Office (excl. agencies)","150","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","HM Revenue and Customs (excl. agencies)","620","610","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Home Office","660","660","35710","29610"
"Leaver Dept.","2022","Unknown","Male","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Ministry of Defence (excl. agencies)","90","90","37930","33300"
"Leaver Dept.","2022","Unknown","Male","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Welsh Government (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Department for International Trade","30","30","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Department for Transport (excl. agencies)","50","40","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Department of Health and Social Care (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","HM Revenue and Customs (excl. agencies)","50","40","[c]","[c]"
"New entrant CS","2021","Analysis","Female","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","United Kingdom Statistics Authority","240","230","31890","32540"
"New entrant CS","2021","Analysis","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Department for International Trade","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Department for Transport (excl. agencies)","60","60","33380","30120"
"New entrant CS","2021","Analysis","Male","Department of Health and Social Care (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","HM Revenue and Customs (excl. agencies)","70","70","33170","36160"
"New entrant CS","2021","Analysis","Male","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","Male","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","United Kingdom Statistics Authority","170","160","30270","29540"
"New entrant CS","2021","Analysis","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","United Kingdom Statistics Authority","30","30","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Cabinet Office (excl. agencies)","110","100","70620","70000"
"New entrant CS","2021","Commercial","Female","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Department of Health and Social Care (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Ministry of Defence (excl. agencies)","70","70","27520","26510"
"New entrant CS","2021","Commercial","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Cabinet Office (excl. agencies)","130","130","78830","72000"
"New entrant CS","2021","Commercial","Male","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Ministry of Defence (excl. agencies)","60","60","29230","26670"
"New entrant CS","2021","Commercial","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Cabinet Office (excl. agencies)","50","50","34110","34550"
"New entrant CS","2021","Communications","Female","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Department for Education (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Communications","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","HM Revenue and Customs (excl. agencies)","320","320","26560","25560"
"New entrant CS","2021","Communications","Female","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Communications","Male","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Charity Commission","[c]","[c]","[c]","[c]"
