"Status","Year","Function_of_post","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","Male","HM Land Registry","440","420","38350","38450"
"In post","2021","Digital, Data & Technology","Male","HM Revenue and Customs (excl. agencies)","1650","1600","39710","38630"
"In post","2021","Digital, Data & Technology","Male","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Insolvency Service","40","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Maritime and Coastguard Agency","70","70","39580","34540"
"In post","2021","Digital, Data & Technology","Male","Medicines and Healthcare Products Regulatory Agency","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Met Office","620","600","41290","39750"
"In post","2021","Digital, Data & Technology","Male","Ministry of Defence (excl. agencies)","420","420","33760","33000"
"In post","2021","Digital, Data & Technology","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","60","60","48100","46120"
"In post","2021","Digital, Data & Technology","Male","Ministry of Justice (excl. agencies)","540","540","49320","47590"
"In post","2021","Digital, Data & Technology","Male","National Crime Agency","150","150","43230","40810"
"In post","2021","Digital, Data & Technology","Male","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Office for Standards in Education, Children's Services and Skills","50","50","45020","39850"
"In post","2021","Digital, Data & Technology","Male","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Public Health England","90","90","45450","42440"
"In post","2021","Digital, Data & Technology","Male","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Registers of Scotland","50","50","41320","36780"
"In post","2021","Digital, Data & Technology","Male","Scottish Courts and Tribunals Service","50","50","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Serious Fraud Office","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Submarine Delivery Agency","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","The National Archives","60","60","40820","40130"
"In post","2021","Digital, Data & Technology","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","UK Hydrographic Office","150","150","38900","35340"
"In post","2021","Digital, Data & Technology","Male","UK Intellectual Property Office","140","140","44370","42860"
"In post","2021","Digital, Data & Technology","Male","United Kingdom Statistics Authority","390","390","41230","36840"
"In post","2021","Digital, Data & Technology","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Male","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Finance","Female","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Companies House","40","30","[c]","[c]"
"In post","2021","Finance","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Crown Prosecution Service","50","50","30600","30110"
"In post","2021","Finance","Female","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Defence Equipment and Support","230","210","35510","31800"
"In post","2021","Finance","Female","Defence Science and Technology Laboratory","40","40","[c]","[c]"
"In post","2021","Finance","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","60","60","53480","57870"
"In post","2021","Finance","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Department for Education (excl. agencies)","200","190","42010","40670"
"In post","2021","Finance","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","200","190","40290","36970"
"In post","2021","Finance","Female","Department for International Trade","40","40","[c]","[c]"
"In post","2021","Finance","Female","Department for Transport (excl. agencies)","70","60","44120","40080"
"In post","2021","Finance","Female","Department of Health and Social Care (excl. agencies)","240","230","38660","34000"
"In post","2021","Finance","Female","Driver and Vehicle Licensing Agency","80","80","31300","26780"
"In post","2021","Finance","Female","Driver and Vehicle Standards Agency","50","50","[c]","[c]"
"In post","2021","Finance","Female","Education and Skills Funding Agency","70","70","43430","41730"
"In post","2021","Finance","Female","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Foreign, Commonwealth and Development Office (excl. agencies)","130","120","43540","39630"
"In post","2021","Finance","Female","Forestry and Land Scotland","30","30","[c]","[c]"
"In post","2021","Finance","Female","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","HM Courts and Tribunals Service","150","140","35200","30990"
"In post","2021","Finance","Female","HM Land Registry","30","30","[c]","[c]"
"In post","2021","Finance","Female","HM Revenue and Customs (excl. agencies)","1430","1220","30710","25560"
"In post","2021","Finance","Female","HM Treasury (excl. agencies)","50","40","[c]","[c]"
"In post","2021","Finance","Female","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Ministry of Defence (excl. agencies)","960","910","35840","33280"
"In post","2021","Finance","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","70","60","51710","53130"
"In post","2021","Finance","Female","Ministry of Justice (excl. agencies)","270","270","42120","38860"
"In post","2021","Finance","Female","National Crime Agency","30","30","[c]","[c]"
"In post","2021","Finance","Female","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Public Health England","80","80","39430","34240"
"In post","2021","Finance","Female","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Scottish Prison Service","60","50","32480","25870"
"In post","2021","Finance","Female","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","United Kingdom Statistics Authority","40","30","[c]","[c]"
"In post","2021","Finance","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Cabinet Office (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Finance","Male","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Crown Prosecution Service","40","40","[c]","[c]"
"In post","2021","Finance","Male","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Defence Equipment and Support","200","190","39320","31500"
"In post","2021","Finance","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","60","60","52640","53330"
"In post","2021","Finance","Male","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2021","Finance","Male","Department for Education (excl. agencies)","190","190","43260","40300"
"In post","2021","Finance","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","200","200","46240","43000"
"In post","2021","Finance","Male","Department for International Trade","50","50","[c]","[c]"
"In post","2021","Finance","Male","Department for Transport (excl. agencies)","90","80","50630","49240"
"In post","2021","Finance","Male","Department of Health and Social Care (excl. agencies)","190","180","41970","36820"
"In post","2021","Finance","Male","Driver and Vehicle Licensing Agency","60","60","35160","32180"
"In post","2021","Finance","Male","Driver and Vehicle Standards Agency","40","40","[c]","[c]"
"In post","2021","Finance","Male","Education and Skills Funding Agency","60","60","45940","45210"
"In post","2021","Finance","Male","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","FCDO Services","30","30","[c]","[c]"
"In post","2021","Finance","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Foreign, Commonwealth and Development Office (excl. agencies)","110","100","44690","39630"
"In post","2021","Finance","Male","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","HM Courts and Tribunals Service","110","110","41570","36800"
"In post","2021","Finance","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","HM Revenue and Customs (excl. agencies)","1010","960","35360","31810"
"In post","2021","Finance","Male","HM Treasury (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Finance","Male","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Ministry of Defence (excl. agencies)","640","630","41370","37000"
"In post","2021","Finance","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","50","40","[c]","[c]"
"In post","2021","Finance","Male","Ministry of Justice (excl. agencies)","230","220","48280","46350"
"In post","2021","Finance","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Public Health England","70","70","48030","41730"
"In post","2021","Finance","Male","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Female","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Female","Rural Payments Agency","1090","950","25070","21050"
"In post","2021","Grants Management","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Male","Rural Payments Agency","800","780","26120","24920"
"In post","2021","Human Resources","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Cabinet Office (excl. agencies)","740","690","39170","35590"
"In post","2021","Human Resources","Female","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Companies House","60","60","33220","30530"
"In post","2021","Human Resources","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Crown Prosecution Service","110","110","41450","38180"
"In post","2021","Human Resources","Female","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Defence Equipment and Support","150","140","37270","32540"
"In post","2021","Human Resources","Female","Defence Science and Technology Laboratory","60","60","34470","28650"
"In post","2021","Human Resources","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","80","80","46040","45970"
"In post","2021","Human Resources","Female","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2021","Human Resources","Female","Department for Education (excl. agencies)","110","100","33960","29500"
"In post","2021","Human Resources","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","200","180","42910","38710"
"In post","2021","Human Resources","Female","Department for International Trade","90","80","43770","38540"
"In post","2021","Human Resources","Female","Department for Transport (excl. agencies)","80","80","45910","42470"
"In post","2021","Human Resources","Female","Department of Health and Social Care (excl. agencies)","100","100","40610","32790"
"In post","2021","Human Resources","Female","Driver and Vehicle Licensing Agency","140","120","32290","31380"
"In post","2021","Human Resources","Female","Driver and Vehicle Standards Agency","50","50","36730","33600"
"In post","2021","Human Resources","Female","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","FCDO Services","30","30","[c]","[c]"
"In post","2021","Human Resources","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Foreign, Commonwealth and Development Office (excl. agencies)","170","160","42250","37560"
"In post","2021","Human Resources","Female","Forestry and Land Scotland","40","40","[c]","[c]"
"In post","2021","Human Resources","Female","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Government Legal Department","40","40","[c]","[c]"
"In post","2021","Human Resources","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Health and Safety Executive","60","60","36990","31710"
"In post","2021","Human Resources","Female","HM Courts and Tribunals Service","70","70","38710","32000"
"In post","2021","Human Resources","Female","HM Land Registry","70","60","38190","33840"
"In post","2021","Human Resources","Female","HM Prison and Probation Service","70","70","45610","44760"
"In post","2021","Human Resources","Female","HM Revenue and Customs (excl. agencies)","1030","930","35870","31810"
"In post","2021","Human Resources","Female","HM Treasury (excl. agencies)","70","70","40980","37500"
"In post","2021","Human Resources","Female","Insolvency Service","40","40","[c]","[c]"
"In post","2021","Human Resources","Female","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Met Office","50","40","[c]","[c]"
"In post","2021","Human Resources","Female","Ministry of Defence (excl. agencies)","1160","1070","29920","26670"
"In post","2021","Human Resources","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","50","50","41220","33620"
"In post","2021","Human Resources","Female","Ministry of Justice (excl. agencies)","530","510","41180","36800"
"In post","2021","Human Resources","Female","National Crime Agency","110","100","40250","40060"
"In post","2021","Human Resources","Female","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"In post","2021","Human Resources","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Public Health England","100","100","43590","38550"
"In post","2021","Human Resources","Female","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Registers of Scotland","30","30","[c]","[c]"
"In post","2021","Human Resources","Female","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Scottish Prison Service","90","80","32840","30930"
"In post","2021","Human Resources","Female","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Submarine Delivery Agency","160","150","34570","32320"
"In post","2021","Human Resources","Female","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","UK Intellectual Property Office","40","40","[c]","[c]"
"In post","2021","Human Resources","Female","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","United Kingdom Statistics Authority","160","150","36200","31270"
"In post","2021","Human Resources","Female","Valuation Office Agency","60","50","39370","33250"
"In post","2021","Human Resources","Female","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Cabinet Office (excl. agencies)","390","380","39200","35320"
"In post","2021","Human Resources","Male","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2021","Human Resources","Male","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2021","Human Resources","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Human Resources","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","70","60","42610","39370"
"In post","2021","Human Resources","Male","Department for International Trade","40","40","[c]","[c]"
"In post","2021","Human Resources","Male","Department for Transport (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Human Resources","Male","Department of Health and Social Care (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Human Resources","Male","Driver and Vehicle Licensing Agency","40","40","[c]","[c]"
"In post","2021","Human Resources","Male","Driver and Vehicle Standards Agency","50","40","[c]","[c]"
"In post","2021","Human Resources","Male","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Foreign, Commonwealth and Development Office (excl. agencies)","70","70","47610","44880"
"In post","2021","Human Resources","Male","Forestry and Land Scotland","30","30","[c]","[c]"
"In post","2021","Human Resources","Male","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","HM Prison and Probation Service","60","60","49080","51150"
"In post","2021","Human Resources","Male","HM Revenue and Customs (excl. agencies)","550","530","34470","31810"
"In post","2021","Human Resources","Male","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Ministry of Defence (excl. agencies)","510","500","32730","27720"
"In post","2021","Human Resources","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
