"Status","Year","Region_ITL1","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Scotland","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Education Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Education Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Education Scotland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Food Standards Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Food Standards Scotland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Food Standards Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Forestry and Land Scotland","AA/AO","50","50","21640","21710"
"New entrant CS","2021","Scotland","Forestry and Land Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Forestry and Land Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Forestry and Land Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Courts and Tribunals Service","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Revenue and Customs (excl. agencies)","AA/AO","620","610","20140","20140"
"New entrant CS","2021","Scotland","HM Revenue and Customs (excl. agencies)","EO","40","30","[c]","[c]"
"New entrant CS","2021","Scotland","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Revenue and Customs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Revenue and Customs (excl. agencies)","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Scotland","Home Office (incl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Home Office (incl. agencies)","EO","30","30","[c]","[c]"
"New entrant CS","2021","Scotland","Home Office (incl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Home Office (incl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Insolvency Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Met Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Ministry of Defence (excl. agencies)","AA/AO","160","150","21810","20920"
"New entrant CS","2021","Scotland","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Ministry of Defence (excl. agencies)","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","National Records of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","National Records of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","National Records of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of Gas and Electricity Markets","EO","80","80","23950","23450"
"New entrant CS","2021","Scotland","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of Gas and Electricity Markets","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2021","Scotland","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of the Scottish Charity Regulator","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of the Scottish Charity Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Public Health England","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Revenue Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Revenue Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Revenue Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Courts and Tribunals Service","AA/AO","80","80","20650","20850"
"New entrant CS","2021","Scotland","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Forestry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Forestry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Government (excl. agencies)","AA/AO","100","100","22450","23340"
"New entrant CS","2021","Scotland","Scottish Government (excl. agencies)","EO","140","130","26380","26160"
"New entrant CS","2021","Scotland","Scottish Government (excl. agencies)","G6/G7","180","170","55290","48930"
"New entrant CS","2021","Scotland","Scottish Government (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Government (excl. agencies)","SEO/HEO","360","350","35040","32140"
"New entrant CS","2021","Scotland","Scottish Housing Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Prison Service","AA/AO","240","240","20980","20810"
"New entrant CS","2021","Scotland","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Public Pensions Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Public Pensions Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Social Security Scotland","AA/AO","230","220","20290","20060"
"New entrant CS","2021","Scotland","Social Security Scotland","EO","80","70","26490","26160"
"New entrant CS","2021","Scotland","Social Security Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Social Security Scotland","SEO/HEO","60","60","33750","30650"
"New entrant CS","2021","Scotland","Student Awards Agency for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Student Awards Agency for Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Student Awards Agency for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Transport Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Transport Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Transport Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Animal and Plant Health Agency","AA/AO","60","60","24320","24370"
"New entrant CS","2021","South East (England)","Animal and Plant Health Agency","EO","50","50","[c]","[c]"
"New entrant CS","2021","South East (England)","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Cabinet Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Crown Prosecution Service","AA/AO","50","50","20880","20120"
"New entrant CS","2021","South East (England)","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Crown Prosecution Service","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","South East (England)","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Work and Pensions (excl. agencies)","AA/AO","470","460","22140","21010"
"New entrant CS","2021","South East (England)","Department for Work and Pensions (excl. agencies)","EO","1550","1510","28360","27570"
"New entrant CS","2021","South East (England)","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
