"Status","Year","Parent_department","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","200","180","29180","27380"
"In post","2021","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","190","180","23740","22850"
"In post","2021","Ministry of Justice","Greater Manchester","Declared disabled","390","360","28140","24440"
"In post","2021","Ministry of Justice","Greater Manchester","Declared non-disabled","2230","2090","28090","24550"
"In post","2021","Ministry of Justice","Greater Manchester","Undeclared","450","410","28380","27380"
"In post","2021","Ministry of Justice","Greater Manchester","Unknown","290","280","22480","22850"
"In post","2021","Ministry of Justice","Hampshire and Isle of Wight","Declared disabled","210","190","28050","25830"
"In post","2021","Ministry of Justice","Hampshire and Isle of Wight","Declared non-disabled","1070","990","27790","25790"
"In post","2021","Ministry of Justice","Hampshire and Isle of Wight","Undeclared","300","280","29990","31650"
"In post","2021","Ministry of Justice","Hampshire and Isle of Wight","Unknown","100","90","25840","24120"
"In post","2021","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","Declared disabled","200","190","28760","27380"
"In post","2021","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","1220","1160","29010","25400"
"In post","2021","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","Undeclared","290","270","30800","31650"
"In post","2021","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","Unknown","110","100","24000","22920"
"In post","2021","Ministry of Justice","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Inner London - East","Declared disabled","360","350","35150","32090"
"In post","2021","Ministry of Justice","Inner London - East","Declared non-disabled","2170","2090","36230","33930"
"In post","2021","Ministry of Justice","Inner London - East","Undeclared","360","340","35410","34940"
"In post","2021","Ministry of Justice","Inner London - East","Unknown","490","480","31750","30220"
"In post","2021","Ministry of Justice","Inner London - West","Declared disabled","690","660","36270","31780"
"In post","2021","Ministry of Justice","Inner London - West","Declared non-disabled","4610","4450","39280","33710"
"In post","2021","Ministry of Justice","Inner London - West","Undeclared","650","620","38780","35320"
"In post","2021","Ministry of Justice","Inner London - West","Unknown","1000","990","36190","30850"
"In post","2021","Ministry of Justice","Kent","Declared disabled","320","300","29610","28200"
"In post","2021","Ministry of Justice","Kent","Declared non-disabled","1850","1750","29980","30300"
"In post","2021","Ministry of Justice","Kent","Undeclared","400","370","30800","31650"
"In post","2021","Ministry of Justice","Kent","Unknown","290","290","26820","27850"
"In post","2021","Ministry of Justice","Lancashire","Declared disabled","300","270","28850","26970"
"In post","2021","Ministry of Justice","Lancashire","Declared non-disabled","1880","1730","29530","26850"
"In post","2021","Ministry of Justice","Lancashire","Undeclared","390","350","30170","31650"
"In post","2021","Ministry of Justice","Lancashire","Unknown","230","220","23710","23970"
"In post","2021","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","Declared disabled","330","300","26500","22920"
"In post","2021","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","1930","1770","27200","24440"
"In post","2021","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","Undeclared","270","250","28390","29990"
"In post","2021","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","Unknown","230","220","22880","22850"
"In post","2021","Ministry of Justice","Lincolnshire","Declared disabled","120","110","30370","28200"
"In post","2021","Ministry of Justice","Lincolnshire","Declared non-disabled","620","590","28030","26300"
"In post","2021","Ministry of Justice","Lincolnshire","Undeclared","130","120","29970","31650"
"In post","2021","Ministry of Justice","Lincolnshire","Unknown","60","60","23270","21500"
"In post","2021","Ministry of Justice","Merseyside","Declared disabled","250","220","27160","23840"
"In post","2021","Ministry of Justice","Merseyside","Declared non-disabled","1200","1100","27990","24920"
"In post","2021","Ministry of Justice","Merseyside","Undeclared","200","180","28400","27380"
"In post","2021","Ministry of Justice","Merseyside","Unknown","120","120","23030","22850"
"In post","2021","Ministry of Justice","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","North Yorkshire","Declared disabled","60","50","30360","28200"
"In post","2021","Ministry of Justice","North Yorkshire","Declared non-disabled","280","250","29130","25600"
"In post","2021","Ministry of Justice","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Northumberland and Tyne and Wear","Declared disabled","180","170","25990","22900"
"In post","2021","Ministry of Justice","Northumberland and Tyne and Wear","Declared non-disabled","750","680","26360","22920"
"In post","2021","Ministry of Justice","Northumberland and Tyne and Wear","Undeclared","80","70","25590","21170"
"In post","2021","Ministry of Justice","Northumberland and Tyne and Wear","Unknown","50","50","21620","18890"
"In post","2021","Ministry of Justice","Outer London - East and North East","Declared disabled","160","150","30240","27730"
"In post","2021","Ministry of Justice","Outer London - East and North East","Declared non-disabled","980","920","31410","31590"
"In post","2021","Ministry of Justice","Outer London - East and North East","Undeclared","190","180","32060","33180"
"In post","2021","Ministry of Justice","Outer London - East and North East","Unknown","220","220","27860","28720"
"In post","2021","Ministry of Justice","Outer London - South","Declared disabled","160","150","35020","30110"
"In post","2021","Ministry of Justice","Outer London - South","Declared non-disabled","920","870","34490","30110"
"In post","2021","Ministry of Justice","Outer London - South","Undeclared","100","90","36880","31180"
"In post","2021","Ministry of Justice","Outer London - South","Unknown","180","170","27380","23510"
"In post","2021","Ministry of Justice","Outer London - West and North West","Declared disabled","160","150","32250","32090"
"In post","2021","Ministry of Justice","Outer London - West and North West","Declared non-disabled","890","840","30750","28690"
"In post","2021","Ministry of Justice","Outer London - West and North West","Undeclared","140","140","32090","32630"
"In post","2021","Ministry of Justice","Outer London - West and North West","Unknown","190","190","27960","28400"
"In post","2021","Ministry of Justice","Shropshire and Staffordshire","Declared disabled","400","380","28140","25290"
"In post","2021","Ministry of Justice","Shropshire and Staffordshire","Declared non-disabled","2290","2160","28050","25790"
"In post","2021","Ministry of Justice","Shropshire and Staffordshire","Undeclared","360","330","29370","29740"
"In post","2021","Ministry of Justice","Shropshire and Staffordshire","Unknown","330","320","23320","22850"
"In post","2021","Ministry of Justice","South Yorkshire","Declared disabled","220","200","29230","26720"
"In post","2021","Ministry of Justice","South Yorkshire","Declared non-disabled","1320","1210","29140","26350"
"In post","2021","Ministry of Justice","South Yorkshire","Undeclared","220","210","30830","31180"
"In post","2021","Ministry of Justice","South Yorkshire","Unknown","200","190","28230","22920"
"In post","2021","Ministry of Justice","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Southern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Surrey, East and West Sussex","Declared disabled","240","220","28940","25980"
"In post","2021","Ministry of Justice","Surrey, East and West Sussex","Declared non-disabled","1620","1510","31140","30400"
"In post","2021","Ministry of Justice","Surrey, East and West Sussex","Undeclared","360","340","31630","31650"
"In post","2021","Ministry of Justice","Surrey, East and West Sussex","Unknown","240","230","27510","27410"
"In post","2021","Ministry of Justice","Tees Valley and Durham","Declared disabled","310","280","29470","28200"
"In post","2021","Ministry of Justice","Tees Valley and Durham","Declared non-disabled","2290","2130","29170","26850"
"In post","2021","Ministry of Justice","Tees Valley and Durham","Undeclared","550","490","30430","31650"
"In post","2021","Ministry of Justice","Tees Valley and Durham","Unknown","250","250","24230","23970"
"In post","2021","Ministry of Justice","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","West Central Scotland","Declared disabled","70","70","22850","21330"
"In post","2021","Ministry of Justice","West Central Scotland","Declared non-disabled","320","300","26150","22570"
"In post","2021","Ministry of Justice","West Central Scotland","Undeclared","80","80","23330","21490"
"In post","2021","Ministry of Justice","West Central Scotland","Unknown","60","60","25340","22570"
"In post","2021","Ministry of Justice","West Midlands","Declared disabled","480","440","26150","22570"
"In post","2021","Ministry of Justice","West Midlands","Declared non-disabled","2560","2370","26260","22570"
"In post","2021","Ministry of Justice","West Midlands","Undeclared","240","230","25620","21690"
"In post","2021","Ministry of Justice","West Midlands","Unknown","430","400","24310","19930"
"In post","2021","Ministry of Justice","West Wales and The Valleys","Declared disabled","220","200","26850","23840"
"In post","2021","Ministry of Justice","West Wales and The Valleys","Declared non-disabled","930","860","27660","24580"
"In post","2021","Ministry of Justice","West Wales and The Valleys","Undeclared","150","120","28510","31420"
"In post","2021","Ministry of Justice","West Wales and The Valleys","Unknown","130","130","24870","23840"
"In post","2021","Ministry of Justice","West Yorkshire","Declared disabled","450","420","29430","27160"
"In post","2021","Ministry of Justice","West Yorkshire","Declared non-disabled","2720","2520","28830","26300"
"In post","2021","Ministry of Justice","West Yorkshire","Undeclared","440","400","29960","31650"
"In post","2021","Ministry of Justice","West Yorkshire","Unknown","390","380","24310","22850"
"In post","2021","National Crime Agency","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Bedfordshire and Hertfordshire","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","National Crime Agency","Bedfordshire and Hertfordshire","Unknown","70","70","37570","37040"
"In post","2021","National Crime Agency","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Berkshire, Buckinghamshire and Oxfordshire","Unknown","80","70","38260","37750"
"In post","2021","National Crime Agency","Cheshire","Declared disabled","40","40","[c]","[c]"
"In post","2021","National Crime Agency","Cheshire","Declared non-disabled","380","370","39230","36740"
"In post","2021","National Crime Agency","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Cheshire","Unknown","770","760","35050","34140"
"In post","2021","National Crime Agency","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Derbyshire and Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Derbyshire and Nottinghamshire","Unknown","40","40","[c]","[c]"
"In post","2021","National Crime Agency","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Devon","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Devon","Unknown","40","40","[c]","[c]"
"In post","2021","National Crime Agency","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","East Anglia","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Essex","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","120","110","38910","36740"
"In post","2021","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","290","290","34790","34140"
"In post","2021","National Crime Agency","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Greater Manchester","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Hampshire and Isle of Wight","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Hampshire and Isle of Wight","Unknown","50","50","[c]","[c]"
"In post","2021","National Crime Agency","Inner London - East","Declared disabled","60","60","40150","36540"
"In post","2021","National Crime Agency","Inner London - East","Declared non-disabled","480","470","47320","45230"
"In post","2021","National Crime Agency","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Inner London - East","Unknown","1020","1000","42590","40170"
"In post","2021","National Crime Agency","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Kent","Declared non-disabled","80","80","42690","41410"
"In post","2021","National Crime Agency","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Kent","Unknown","110","110","39130","38390"
"In post","2021","National Crime Agency","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Lancashire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Lancashire","Unknown","60","60","35890","36410"
"In post","2021","National Crime Agency","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","National Crime Agency","Leicestershire, Rutland and Northamptonshire","Unknown","50","50","[c]","[c]"
"In post","2021","National Crime Agency","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Merseyside","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","North Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Northern Ireland","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","National Crime Agency","Northern Ireland","Unknown","70","70","40360","40210"
"In post","2021","National Crime Agency","Northumberland and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Northumberland and Tyne and Wear","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","National Crime Agency","Northumberland and Tyne and Wear","Unknown","70","70","34430","34140"
"In post","2021","National Crime Agency","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Outer London - South","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Outer London - South","Unknown","60","60","40520","39840"
"In post","2021","National Crime Agency","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","Declared non-disabled","80","80","64770","62470"
"In post","2021","National Crime Agency","Overseas","Unknown","50","50","68210","65960"
"In post","2021","National Crime Agency","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Shropshire and Staffordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Shropshire and Staffordshire","Unknown","30","30","[c]","[c]"
"In post","2021","National Crime Agency","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","South Yorkshire","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","National Crime Agency","South Yorkshire","Unknown","60","50","34040","32780"
"In post","2021","National Crime Agency","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Surrey, East and West Sussex","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Surrey, East and West Sussex","Unknown","40","40","[c]","[c]"
"In post","2021","National Crime Agency","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Tees Valley and Durham","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Unknown","60","50","44560","43710"
"In post","2021","National Crime Agency","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","West Central Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","West Central Scotland","Unknown","30","30","[c]","[c]"
"In post","2021","National Crime Agency","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","West Midlands","Declared non-disabled","140","140","40980","38480"
"In post","2021","National Crime Agency","West Midlands","Unknown","290","290","36270","36410"
"In post","2021","National Crime Agency","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","West Wales and The Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","West Wales and The Valleys","Unknown","40","40","[c]","[c]"
"In post","2021","National Crime Agency","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","West Yorkshire","Declared non-disabled","60","50","38680","37370"
"In post","2021","National Crime Agency","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","West Yorkshire","Unknown","100","100","36190","36410"
"In post","2021","Northern Ireland Office","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Inner London - West","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Northern Ireland Office","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Inner London - West","Unknown","30","30","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Derbyshire and Nottinghamshire","Declared non-disabled","140","140","45990","39850"
"In post","2021","Office for Standards in Education","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","East Anglia","Declared non-disabled","80","80","62110","64500"
"In post","2021","Office for Standards in Education","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","230","210","45260","39850"
"In post","2021","Office for Standards in Education","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education","Greater Manchester","Declared disabled","40","40","[c]","[c]"
"In post","2021","Office for Standards in Education","Greater Manchester","Declared non-disabled","420","410","40530","32010"
"In post","2021","Office for Standards in Education","Greater Manchester","Unknown","40","40","[c]","[c]"
"In post","2021","Office for Standards in Education","Inner London - West","Declared disabled","40","40","[c]","[c]"
"In post","2021","Office for Standards in Education","Inner London - West","Declared non-disabled","360","350","57980","51360"
"In post","2021","Office for Standards in Education","Inner London - West","Unknown","50","50","[c]","[c]"
"In post","2021","Office for Standards in Education","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","North Yorkshire","Declared non-disabled","110","110","65060","70500"
"In post","2021","Office for Standards in Education","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","West Midlands","Declared non-disabled","130","130","56240","51360"
"In post","2021","Office for Standards in Education","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","East Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Inner London - East","Declared non-disabled","590","570","51150","46590"
"In post","2021","Office of Gas and Electricity Markets","Inner London - East","Unknown","70","60","52720","48810"
"In post","2021","Office of Gas and Electricity Markets","West Central Scotland","Declared disabled","30","30","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","West Central Scotland","Declared non-disabled","430","430","36320","31720"
"In post","2021","Office of Gas and Electricity Markets","West Central Scotland","Unknown","40","40","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","West Midlands","Declared non-disabled","160","150","44400","38760"
"In post","2021","Office of Qualifications and Examinations Regulation","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","West Midlands","Unknown","70","60","50580","46660"
"In post","2021","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Greater Manchester","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Inner London - East","Declared non-disabled","180","180","56260","55430"
"In post","2021","Office of Rail and Road","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","North Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","West Central Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","West Midlands","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Derbyshire and Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","East Anglia","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","East Anglia","Unknown","110","100","33760","31670"
"In post","2021","Other Cabinet Office Agencies","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","East Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","East Wales","Unknown","80","70","33290","29900"
"In post","2021","Other Cabinet Office Agencies","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Greater Manchester","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Inner London - East","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Inner London - East","Unknown","40","40","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Inner London - West","Declared non-disabled","60","50","53380","54700"
"In post","2021","Other Cabinet Office Agencies","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Merseyside","Declared non-disabled","110","110","40100","35290"
"In post","2021","Other Cabinet Office Agencies","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Merseyside","Unknown","260","260","37280","34800"
"In post","2021","Other Cabinet Office Agencies","Northumberland and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Northumberland and Tyne and Wear","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","South Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
