"Status","Year","Responsibility_level","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Bath and North East Somerset, North Somerset and South Gloucestershire","60-64","60","50","22210","21070"
"In post","2021","AA/AO","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bedford","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bedford","20-29","110","110","27580","29920"
"In post","2021","AA/AO","Bedford","30-39","60","60","25370","23490"
"In post","2021","AA/AO","Bedford","40-49","40","40","[c]","[c]"
"In post","2021","AA/AO","Bedford","50-59","60","50","24530","22430"
"In post","2021","AA/AO","Bedford","60-64","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bedford","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Belfast","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Belfast","20-29","240","220","20360","20140"
"In post","2021","AA/AO","Belfast","30-39","250","220","20520","20140"
"In post","2021","AA/AO","Belfast","40-49","230","210","20930","21430"
"In post","2021","AA/AO","Belfast","50-59","190","160","20860","21430"
"In post","2021","AA/AO","Belfast","60-64","70","60","20810","21430"
"In post","2021","AA/AO","Belfast","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Belfast","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Berkshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Berkshire","20-29","210","210","26640","26610"
"In post","2021","AA/AO","Berkshire","30-39","210","210","30310","27680"
"In post","2021","AA/AO","Berkshire","40-49","210","190","28440","24180"
"In post","2021","AA/AO","Berkshire","50-59","250","240","26700","22450"
"In post","2021","AA/AO","Berkshire","60-64","80","70","25000","21580"
"In post","2021","AA/AO","Berkshire","65+","40","30","[c]","[c]"
"In post","2021","AA/AO","Bexley and Greenwich","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bexley and Greenwich","20-29","210","200","28730","30150"
"In post","2021","AA/AO","Bexley and Greenwich","30-39","210","210","29550","31050"
"In post","2021","AA/AO","Bexley and Greenwich","40-49","150","150","28560","28720"
"In post","2021","AA/AO","Bexley and Greenwich","50-59","210","210","28110","24890"
"In post","2021","AA/AO","Bexley and Greenwich","60-64","70","50","26570","24890"
"In post","2021","AA/AO","Bexley and Greenwich","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Birmingham","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Birmingham","20-29","800","770","20610","20140"
"In post","2021","AA/AO","Birmingham","30-39","770","700","20620","20140"
"In post","2021","AA/AO","Birmingham","40-49","660","580","21310","20650"
"In post","2021","AA/AO","Birmingham","50-59","930","840","21480","20880"
"In post","2021","AA/AO","Birmingham","60-64","310","260","20980","20910"
"In post","2021","AA/AO","Birmingham","65+","80","70","21050","21010"
"In post","2021","AA/AO","Blackburn with Darwen","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Blackburn with Darwen","20-29","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Blackburn with Darwen","30-39","40","30","[c]","[c]"
"In post","2021","AA/AO","Blackburn with Darwen","40-49","50","40","[c]","[c]"
"In post","2021","AA/AO","Blackburn with Darwen","50-59","40","40","[c]","[c]"
"In post","2021","AA/AO","Blackburn with Darwen","60-64","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Blackburn with Darwen","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Blackpool","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Blackpool","20-29","310","310","21010","21010"
"In post","2021","AA/AO","Blackpool","30-39","240","230","20920","21010"
"In post","2021","AA/AO","Blackpool","40-49","380","330","20830","21010"
"In post","2021","AA/AO","Blackpool","50-59","550","480","20740","21010"
"In post","2021","AA/AO","Blackpool","60-64","190","160","20800","21010"
"In post","2021","AA/AO","Blackpool","65+","70","50","20690","21010"
"In post","2021","AA/AO","Bournemouth and Poole","20-29","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bournemouth and Poole","30-39","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bournemouth and Poole","40-49","30","30","[c]","[c]"
"In post","2021","AA/AO","Bournemouth and Poole","50-59","80","70","20720","20520"
"In post","2021","AA/AO","Bournemouth and Poole","60-64","40","30","[c]","[c]"
"In post","2021","AA/AO","Bournemouth and Poole","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bradford","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bradford","20-29","270","260","20200","20140"
"In post","2021","AA/AO","Bradford","30-39","250","210","20310","20140"
"In post","2021","AA/AO","Bradford","40-49","280","220","20560","20180"
"In post","2021","AA/AO","Bradford","50-59","370","310","20770","21010"
"In post","2021","AA/AO","Bradford","60-64","140","100","20560","20180"
"In post","2021","AA/AO","Bradford","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Breckland and South Norfolk","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Breckland and South Norfolk","20-29","80","80","23350","23970"
"In post","2021","AA/AO","Breckland and South Norfolk","30-39","70","70","24960","25110"
"In post","2021","AA/AO","Breckland and South Norfolk","40-49","50","50","25480","24440"
"In post","2021","AA/AO","Breckland and South Norfolk","50-59","60","60","23940","21710"
"In post","2021","AA/AO","Breckland and South Norfolk","60-64","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Breckland and South Norfolk","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brent","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brent","20-29","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brent","30-39","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brent","40-49","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brent","50-59","50","50","23850","23500"
"In post","2021","AA/AO","Brent","60-64","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brent","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bridgend and Neath Port Talbot","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bridgend and Neath Port Talbot","20-29","40","40","[c]","[c]"
"In post","2021","AA/AO","Bridgend and Neath Port Talbot","30-39","60","50","20230","21010"
"In post","2021","AA/AO","Bridgend and Neath Port Talbot","40-49","60","50","20510","21010"
"In post","2021","AA/AO","Bridgend and Neath Port Talbot","50-59","70","60","20580","21010"
"In post","2021","AA/AO","Bridgend and Neath Port Talbot","60-64","40","30","[c]","[c]"
"In post","2021","AA/AO","Bridgend and Neath Port Talbot","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brighton and Hove","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brighton and Hove","20-29","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brighton and Hove","30-39","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brighton and Hove","40-49","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brighton and Hove","50-59","40","30","[c]","[c]"
"In post","2021","AA/AO","Brighton and Hove","60-64","30","30","[c]","[c]"
"In post","2021","AA/AO","Brighton and Hove","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bristol, City of","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bristol, City of","20-29","360","350","21400","21050"
"In post","2021","AA/AO","Bristol, City of","30-39","260","230","21990","21050"
"In post","2021","AA/AO","Bristol, City of","40-49","240","210","21470","21010"
"In post","2021","AA/AO","Bristol, City of","50-59","340","300","21590","21010"
"In post","2021","AA/AO","Bristol, City of","60-64","80","70","21150","21010"
"In post","2021","AA/AO","Bristol, City of","65+","50","40","[c]","[c]"
"In post","2021","AA/AO","Bromley","20-29","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bromley","30-39","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bromley","40-49","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bromley","50-59","60","50","22770","22910"
"In post","2021","AA/AO","Bromley","60-64","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bromley","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Buckinghamshire CC","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Buckinghamshire CC","20-29","120","120","25590","27850"
"In post","2021","AA/AO","Buckinghamshire CC","30-39","120","110","26200","25840"
"In post","2021","AA/AO","Buckinghamshire CC","40-49","90","90","25880","23130"
"In post","2021","AA/AO","Buckinghamshire CC","50-59","140","130","25130","23130"
"In post","2021","AA/AO","Buckinghamshire CC","60-64","50","50","24060","22920"
"In post","2021","AA/AO","Buckinghamshire CC","65+","30","30","[c]","[c]"
"In post","2021","AA/AO","Caithness and Sutherland and Ross and Cromarty","20-29","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Caithness and Sutherland and Ross and Cromarty","30-39","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Caithness and Sutherland and Ross and Cromarty","40-49","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Caithness and Sutherland and Ross and Cromarty","50-59","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Caithness and Sutherland and Ross and Cromarty","60-64","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Caithness and Sutherland and Ross and Cromarty","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Calderdale and Kirklees","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Calderdale and Kirklees","20-29","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Calderdale and Kirklees","30-39","40","30","[c]","[c]"
"In post","2021","AA/AO","Calderdale and Kirklees","40-49","50","40","20410","21010"
"In post","2021","AA/AO","Calderdale and Kirklees","50-59","80","70","20500","21010"
"In post","2021","AA/AO","Calderdale and Kirklees","60-64","30","30","[c]","[c]"
"In post","2021","AA/AO","Calderdale and Kirklees","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cambridgeshire CC","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cambridgeshire CC","20-29","230","220","25060","25850"
"In post","2021","AA/AO","Cambridgeshire CC","30-39","240","230","26570","28400"
"In post","2021","AA/AO","Cambridgeshire CC","40-49","210","190","26040","26580"
"In post","2021","AA/AO","Cambridgeshire CC","50-59","290","280","25380","22080"
"In post","2021","AA/AO","Cambridgeshire CC","60-64","120","100","23640","21550"
"In post","2021","AA/AO","Cambridgeshire CC","65+","40","30","[c]","[c]"
"In post","2021","AA/AO","Camden and City of London","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Camden and City of London","20-29","170","170","22670","22680"
"In post","2021","AA/AO","Camden and City of London","30-39","120","110","23060","22680"
"In post","2021","AA/AO","Camden and City of London","40-49","140","130","24000","23500"
"In post","2021","AA/AO","Camden and City of London","50-59","270","260","24040","23500"
"In post","2021","AA/AO","Camden and City of London","60-64","110","100","23890","23500"
"In post","2021","AA/AO","Camden and City of London","65+","50","40","23530","23500"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","16-19","30","30","[c]","[c]"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","20-29","850","830","21020","20140"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","30-39","650","600","21240","20140"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","40-49","510","450","21360","21010"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","50-59","880","770","21600","21440"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","60-64","340","260","21670","21440"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","65+","130","100","21440","21440"
"In post","2021","AA/AO","Causeway Coast and Glens","20-29","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Causeway Coast and Glens","30-39","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Causeway Coast and Glens","40-49","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Causeway Coast and Glens","50-59","30","30","[c]","[c]"
"In post","2021","AA/AO","Causeway Coast and Glens","60-64","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Causeway Coast and Glens","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Bedfordshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Bedfordshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Bedfordshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Bedfordshire","50-59","50","50","[c]","[c]"
"In post","2021","AA/AO","Central Bedfordshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Bedfordshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Hampshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Hampshire","20-29","150","150","24450","20920"
"In post","2021","AA/AO","Central Hampshire","30-39","120","120","24790","21150"
"In post","2021","AA/AO","Central Hampshire","40-49","150","140","22880","20920"
"In post","2021","AA/AO","Central Hampshire","50-59","240","240","23070","21130"
"In post","2021","AA/AO","Central Hampshire","60-64","90","90","21610","21130"
"In post","2021","AA/AO","Central Hampshire","65+","50","40","[c]","[c]"
"In post","2021","AA/AO","Central Valleys","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Valleys","20-29","70","70","22360","22160"
"In post","2021","AA/AO","Central Valleys","30-39","50","50","22240","23250"
"In post","2021","AA/AO","Central Valleys","40-49","80","70","21430","21010"
"In post","2021","AA/AO","Central Valleys","50-59","120","100","21240","21010"
"In post","2021","AA/AO","Central Valleys","60-64","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Valleys","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cheshire East","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cheshire East","20-29","70","70","23070","22850"
"In post","2021","AA/AO","Cheshire East","30-39","60","50","24510","24120"
"In post","2021","AA/AO","Cheshire East","40-49","50","40","[c]","[c]"
"In post","2021","AA/AO","Cheshire East","50-59","70","70","24330","21300"
"In post","2021","AA/AO","Cheshire East","60-64","30","30","[c]","[c]"
"In post","2021","AA/AO","Cheshire East","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cheshire West and Chester","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cheshire West and Chester","20-29","40","40","[c]","[c]"
"In post","2021","AA/AO","Cheshire West and Chester","30-39","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cheshire West and Chester","40-49","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cheshire West and Chester","50-59","50","40","[c]","[c]"
"In post","2021","AA/AO","Cheshire West and Chester","60-64","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cheshire West and Chester","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chorley and West Lancashire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chorley and West Lancashire","20-29","160","160","23950","24120"
"In post","2021","AA/AO","Chorley and West Lancashire","30-39","170","160","25030","25300"
"In post","2021","AA/AO","Chorley and West Lancashire","40-49","130","130","26530","26300"
"In post","2021","AA/AO","Chorley and West Lancashire","50-59","200","170","26560","26580"
"In post","2021","AA/AO","Chorley and West Lancashire","60-64","50","40","25920","24350"
"In post","2021","AA/AO","Chorley and West Lancashire","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","16-19","80","80","20940","20850"
"In post","2021","AA/AO","City of Edinburgh","20-29","910","900","21740","20940"
"In post","2021","AA/AO","City of Edinburgh","30-39","560","530","22160","21150"
"In post","2021","AA/AO","City of Edinburgh","40-49","520","490","22410","22220"
"In post","2021","AA/AO","City of Edinburgh","50-59","710","670","22450","22230"
"In post","2021","AA/AO","City of Edinburgh","60-64","260","230","22690","22230"
"In post","2021","AA/AO","City of Edinburgh","65+","100","90","22780","22230"
"In post","2021","AA/AO","Clackmannanshire and Fife","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Clackmannanshire and Fife","20-29","60","60","22490","22190"
"In post","2021","AA/AO","Clackmannanshire and Fife","30-39","70","60","22640","22190"
"In post","2021","AA/AO","Clackmannanshire and Fife","40-49","90","80","22470","21010"
"In post","2021","AA/AO","Clackmannanshire and Fife","50-59","180","160","22330","21010"
"In post","2021","AA/AO","Clackmannanshire and Fife","60-64","60","50","22130","21010"
"In post","2021","AA/AO","Clackmannanshire and Fife","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Conwy and Denbighshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Conwy and Denbighshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Conwy and Denbighshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Conwy and Denbighshire","50-59","30","30","[c]","[c]"
"In post","2021","AA/AO","Conwy and Denbighshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Conwy and Denbighshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","20-29","70","70","20830","21010"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","30-39","120","100","21060","21010"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","40-49","140","130","21120","21010"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","50-59","250","230","20710","21010"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","60-64","100","80","20830","21010"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Coventry","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Coventry","20-29","50","50","21170","21010"
"In post","2021","AA/AO","Coventry","30-39","50","40","[c]","[c]"
"In post","2021","AA/AO","Coventry","40-49","60","50","21160","21010"
"In post","2021","AA/AO","Coventry","50-59","80","70","20750","21010"
"In post","2021","AA/AO","Coventry","60-64","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Coventry","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Croydon","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Croydon","20-29","280","270","23930","24120"
"In post","2021","AA/AO","Croydon","30-39","240","210","24450","25060"
"In post","2021","AA/AO","Croydon","40-49","320","280","24690","25630"
"In post","2021","AA/AO","Croydon","50-59","530","490","24740","25630"
"In post","2021","AA/AO","Croydon","60-64","220","200","24650","25630"
"In post","2021","AA/AO","Croydon","65+","150","120","24330","25630"
"In post","2021","AA/AO","Darlington","20-29","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","30-39","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","40-49","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","50-59","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","60-64","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Derby","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Derby","20-29","60","50","22240","21010"
"In post","2021","AA/AO","Derby","30-39","90","80","22540","21010"
"In post","2021","AA/AO","Derby","40-49","110","100","21380","21010"
"In post","2021","AA/AO","Derby","50-59","160","140","20970","21010"
"In post","2021","AA/AO","Derby","60-64","50","40","20680","21010"
"In post","2021","AA/AO","Derby","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Derry City and Strabane","40-49","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Derry City and Strabane","50-59","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Derry City and Strabane","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","20-29","340","330","22350","21050"
"In post","2021","AA/AO","Devon CC","30-39","360","320","22410","21030"
"In post","2021","AA/AO","Devon CC","40-49","390","350","22290","21010"
"In post","2021","AA/AO","Devon CC","50-59","560","500","22150","21010"
"In post","2021","AA/AO","Devon CC","60-64","230","170","21870","21010"
"In post","2021","AA/AO","Devon CC","65+","70","50","21620","21010"
"In post","2021","AA/AO","Dorset CC","20-29","200","190","23850","22850"
"In post","2021","AA/AO","Dorset CC","30-39","210","200","24110","22850"
"In post","2021","AA/AO","Dorset CC","40-49","170","160","24080","22350"
"In post","2021","AA/AO","Dorset CC","50-59","290","270","23970","21710"
"In post","2021","AA/AO","Dorset CC","60-64","100","90","23230","21550"
"In post","2021","AA/AO","Dorset CC","65+","30","20","[c]","[c]"
"In post","2021","AA/AO","Dudley","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dudley","20-29","60","50","20880","21010"
"In post","2021","AA/AO","Dudley","30-39","90","80","20830","21010"
"In post","2021","AA/AO","Dudley","40-49","140","110","20790","21010"
"In post","2021","AA/AO","Dudley","50-59","160","140","20650","21010"
"In post","2021","AA/AO","Dudley","60-64","60","50","20740","21010"
"In post","2021","AA/AO","Dudley","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","20-29","40","40","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","30-39","40","40","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","40-49","40","40","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","50-59","70","60","23920","22920"
"In post","2021","AA/AO","Dumfries and Galloway","60-64","40","40","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","65+","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Durham CC","16-19","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Durham CC","20-29","660","630","22290","21430"
"In post","2021","AA/AO","Durham CC","30-39","690","630","22960","21430"
"In post","2021","AA/AO","Durham CC","40-49","670","600","23220","21430"
"In post","2021","AA/AO","Durham CC","50-59","900","790","24250","21430"
"In post","2021","AA/AO","Durham CC","60-64","330","230","23030","21430"
"In post","2021","AA/AO","Durham CC","65+","90","60","22240","21430"
"In post","2021","AA/AO","Ealing","20-29","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ealing","30-39","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ealing","40-49","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ealing","50-59","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ealing","60-64","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ealing","65+","[c]","[c]","[c]","[c]"
