"Status","Year","Region_ITL3","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Norwich and East Norfolk","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Crown Prosecution Service","Female","40","30","[c]","[c]"
"New entrant CS","2022","Nottingham","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Department for Work and Pensions (excl. agencies)","Female","50","50","23600","21260"
"New entrant CS","2022","Nottingham","Department for Work and Pensions (excl. agencies)","Male","50","50","23600","21260"
"New entrant CS","2022","Nottingham","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","HM Courts and Tribunals Service","Female","30","30","[c]","[c]"
"New entrant CS","2022","Nottingham","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","HM Land Registry","Female","40","40","[c]","[c]"
"New entrant CS","2022","Nottingham","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","HM Prison and Probation Service","Female","120","110","26000","24090"
"New entrant CS","2022","Nottingham","HM Prison and Probation Service","Male","70","70","25850","23140"
"New entrant CS","2022","Nottingham","HM Revenue and Customs (excl. agencies)","Female","260","250","26910","26590"
"New entrant CS","2022","Nottingham","HM Revenue and Customs (excl. agencies)","Male","290","280","27240","26590"
"New entrant CS","2022","Nottingham","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Office of the Public Guardian","Female","30","30","[c]","[c]"
"New entrant CS","2022","Nottingham","Office of the Public Guardian","Male","30","30","[c]","[c]"
"New entrant CS","2022","Nottingham","Public Health England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Public Health England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","UK Health Security Agency","Female","50","50","33810","28590"
"New entrant CS","2022","Nottingham","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Orkney Islands","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Orkney Islands","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Orkney Islands","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Orkney Islands","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Met Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Met Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Companies House","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Companies House","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","HM Prison and Probation Service","Female","140","130","28090","26000"
"New entrant CS","2022","Oxfordshire CC","HM Prison and Probation Service","Male","70","70","28570","28140"
"New entrant CS","2022","Oxfordshire CC","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Met Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Met Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Ministry of Defence (excl. agencies)","Female","60","60","28310","26350"
"New entrant CS","2022","Oxfordshire CC","Ministry of Defence (excl. agencies)","Male","50","40","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Public Health England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Public Health England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Scottish Prison Service","Female","30","30","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Scottish Prison Service","Male","40","40","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
