"Status","Year","Region_ITL2","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","East Wales","Home Office (incl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Home Office (incl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Home Office (incl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Home Office (incl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Home Office (incl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Insolvency Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Maritime and Coastguard Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Planning Inspectorate","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Public Health England","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","UK Intellectual Property Office","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2021","East Wales","UK Intellectual Property Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","UK Intellectual Property Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","UK Intellectual Property Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","UK Intellectual Property Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","UK Intellectual Property Office","Operational Delivery","120","120","24460","23320"
"New entrant CS","2021","East Wales","UK Intellectual Property Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","UK Intellectual Property Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","UK Intellectual Property Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Digital, Data and Technology","80","80","34140","30220"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Economics","40","40","[c]","[c]"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Operational Delivery","140","130","27020","23050"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Social Research","60","60","31410","29540"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Statistics","60","60","31480","29540"
"New entrant CS","2021","East Wales","Valuation Office Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Wales Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Wales Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Wales Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government (excl. agencies)","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Revenue Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Revenue Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Crown Prosecution Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions (excl. agencies)","Unknown","130","120","26460","27570"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Driver and Vehicle Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","HM Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","HM Land Registry","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","HM Prison and Probation Service","Operational Delivery","120","120","22250","22850"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","HM Prison and Probation Service","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Home Office (incl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Home Office (incl. agencies)","Operational Delivery","70","70","22920","21430"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Home Office (incl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Maritime and Coastguard Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Defence (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Defence (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Companies House","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Crown Office and Procurator Fiscal Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Crown Office and Procurator Fiscal Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Crown Office and Procurator Fiscal Service","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Crown Office and Procurator Fiscal Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Work and Pensions (excl. agencies)","Unknown","430","420","24200","21010"
"New entrant CS","2021","Eastern Scotland","Driver and Vehicle Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Forestry and Land Scotland","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","HM Revenue and Customs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","HM Revenue and Customs (excl. agencies)","Tax","350","340","20930","20140"
"New entrant CS","2021","Eastern Scotland","HM Revenue and Customs (excl. agencies)","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Home Office (incl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Home Office (incl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Home Office (incl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Insolvency Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Insolvency Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Met Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Ministry of Defence (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Ministry of Defence (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Ministry of Defence (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Ministry of Defence (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Ministry of Defence (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","National Records of Scotland","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Registers of Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Registers of Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Registers of Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Registers of Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Registers of Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Registers of Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Registers of Scotland","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Courts and Tribunals Service","Operational Delivery","70","60","22150","20850"
"New entrant CS","2021","Eastern Scotland","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Government (excl. agencies)","Unknown","600","580","37950","30650"
"New entrant CS","2021","Eastern Scotland","Scottish Prison Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Prison Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Prison Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Prison Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Prison Service","Operational Delivery","90","90","21390","20810"
"New entrant CS","2021","Eastern Scotland","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Prison Service","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Social Security Scotland","Unknown","60","50","28420","26160"
"New entrant CS","2021","Eastern Scotland","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Submarine Delivery Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Submarine Delivery Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","United Kingdom Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","United Kingdom Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Crown Prosecution Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Department for Work and Pensions (excl. agencies)","Unknown","410","400","28060","29290"
"New entrant CS","2021","Essex","Driver and Vehicle Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","HM Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","HM Prison and Probation Service","Operational Delivery","120","110","23110","22920"
"New entrant CS","2021","Essex","HM Prison and Probation Service","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","HM Revenue and Customs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","HM Revenue and Customs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","HM Revenue and Customs (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Home Office (incl. agencies)","Operational Delivery","50","50","22610","21430"
"New entrant CS","2021","Essex","Home Office (incl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Home Office (incl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Maritime and Coastguard Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Ministry of Defence (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Ministry of Defence (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Ministry of Defence (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Public Health England","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Public Health England","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Public Health England","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Advisory, Conciliation and Arbitration Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Animal and Plant Health Agency","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Crown Prosecution Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","Digital, Data and Technology","50","50","42040","46500"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","Finance","60","60","26370","24000"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","Other","120","120","29540","23900"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","Project Delivery","100","100","36240","32000"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","Science and Engineering","150","150","30450","27540"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
