"Status","Year","Sexual_orientation","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Inner London - East","70","60","56770","51060"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Rail and Road","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Rail and Road","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Rail and Road","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Public Guardian","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Public Guardian","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Public Guardian","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Scottish Charity Regulator","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectorate","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectorate","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","Inner London - East","50","50","56000","53220"
"Leaver CS","2022","Unknown","Public Health England","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","West Yorkshire","50","40","31520","29250"
"Leaver CS","2022","Unknown","Queen Elizabeth II Centre","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Registers of Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Registers of Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Revenue Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Royal Fleet Auxiliary","Unknown","240","240","36010","33270"
"Leaver CS","2022","Unknown","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Rural Payments Agency","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Rural Payments Agency","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Rural Payments Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Rural Payments Agency","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Rural Payments Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Rural Payments Agency","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Rural Payments Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Rural Payments Agency","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Rural Payments Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Rural Payments Agency","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Rural Payments Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Courts and Tribunals Service","Eastern Scotland","70","60","30150","23780"
"Leaver CS","2022","Unknown","Scottish Courts and Tribunals Service","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Courts and Tribunals Service","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Courts and Tribunals Service","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Courts and Tribunals Service","West Central Scotland","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Forestry","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Forestry","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Forestry","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Forestry","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","Eastern Scotland","170","150","38410","31950"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Housing Regulator","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Prison Service","Eastern Scotland","120","110","32190","33590"
"Leaver CS","2022","Unknown","Scottish Prison Service","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Prison Service","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Prison Service","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Prison Service","West Central Scotland","80","70","30700","32170"
"Leaver CS","2022","Unknown","Scottish Public Pensions Agency","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Serious Fraud Office","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Security Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Security Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Submarine Delivery Agency","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Submarine Delivery Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Teaching Regulation Agency","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The National Archives","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Debt Management Office","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Export Finance","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","Inner London - West","160","150","49840","40650"
"Leaver CS","2022","Unknown","UK Health Security Agency","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Hydrographic Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Hydrographic Office","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Inner London - West","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","East Wales","80","80","27790","23860"
"Leaver CS","2022","Unknown","UK Statistics Authority","Hampshire and Isle of Wight","80","60","26900","22610"
"Leaver CS","2022","Unknown","UK Statistics Authority","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Supreme Court","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","West Yorkshire","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Water Services Regulation Authority","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Water Services Regulation Authority","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Animal and Plant Health Agency","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Animal and Plant Health Agency","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Animal and Plant Health Agency","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Animal and Plant Health Agency","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Animal and Plant Health Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Animal and Plant Health Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Animal and Plant Health Agency","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Animal and Plant Health Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Animal and Plant Health Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Attorney General's Office","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","Inner London - East","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","Inner London - West","350","350","46140","38640"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","Unknown","200","200","36590","32000"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Cabinet Office (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Charity Commission","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Charity Commission","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Charity Commission","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Companies House","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Companies House","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Companies House","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Competition and Markets Authority","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Competition and Markets Authority","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Criminal Injuries Compensation Authority","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Commercial Service","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Commercial Service","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Commercial Service","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Commercial Service","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Office and Procurator Fiscal Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Office and Procurator Fiscal Service","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Office and Procurator Fiscal Service","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service Inspectorate","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Crown Prosecution Service Inspectorate","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","260","260","34650","31950"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Equipment and Support","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Defence Science and Technology Laboratory","Kent","[c]","[c]","[c]","[c]"
