"Status","Year","Age","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","20-29","Animal and Plant Health Agency","Operational Delivery","210","200","24550","24370"
"New entrant CS","2021","20-29","Animal and Plant Health Agency","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","20-29","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Animal and Plant Health Agency","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","Unknown","1040","1030","29670","28000"
"New entrant CS","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Companies House","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Companies House","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Companies House","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Companies House","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Criminal Injuries Compensation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Commercial Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Commercial Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Office and Procurator Fiscal Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Office and Procurator Fiscal Service","Operational Delivery","70","60","22200","20760"
"New entrant CS","2021","20-29","Crown Office and Procurator Fiscal Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Prosecution Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Prosecution Service","Legal","70","70","36270","30850"
"New entrant CS","2021","20-29","Crown Prosecution Service","Operational Delivery","250","250","21170","20120"
"New entrant CS","2021","20-29","Debt Management Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Debt Management Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","Finance","30","30","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","Other","50","50","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","Science and Engineering","70","70","25300","27540"
"New entrant CS","2021","20-29","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Science and Technology Laboratory","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Science and Technology Laboratory","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Science and Technology Laboratory","Science and Engineering","80","80","23990","22950"
"New entrant CS","2021","20-29","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","30","30","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","50","50","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","370","360","34520","33570"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Policy","160","160","34800","34020"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Communications","60","50","27990","28500"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Policy","150","140","32260","29360"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","40","40","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","320","320","31840","32560"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","Economics","50","50","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","International Trade","90","90","29290","31800"
"New entrant CS","2021","20-29","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","Policy","30","30","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","Economics","40","40","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","Other","40","40","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","Policy","100","100","33430","34710"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","20-29","Department for Work and Pensions (excl. agencies)","Unknown","6040","5990","26340","27570"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Finance","60","60","30810","32790"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Policy","330","320","32550","32790"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Licensing Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Licensing Agency","Operational Delivery","100","90","19910","19830"
"New entrant CS","2021","20-29","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Standards Agency","Operational Delivery","50","50","23830","21590"
"New entrant CS","2021","20-29","Driver and Vehicle Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","ESTYN","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Internal Audit Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Internal Audit Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Internal Audit Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Legal Department","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Legal Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Legal Department","Legal","70","70","39140","43920"
"New entrant CS","2021","20-29","Government Legal Department","Other","50","40","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Health and Safety Executive","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Health and Safety Executive","Operational Delivery","50","50","27540","26370"
"New entrant CS","2021","20-29","Health and Safety Executive","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Health and Safety Executive","Science and Engineering","50","50","[c]","[c]"
"New entrant CS","2021","20-29","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Courts and Tribunals Service","Legal","80","80","26570","24820"
"New entrant CS","2021","20-29","HM Courts and Tribunals Service","Operational Delivery","970","950","21010","19930"
"New entrant CS","2021","20-29","HM Courts and Tribunals Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Courts and Tribunals Service","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","Operational Delivery","230","230","22490","22350"
"New entrant CS","2021","20-29","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Prison and Probation Service","Operational Delivery","2610","2580","23610","22850"
"New entrant CS","2021","20-29","HM Prison and Probation Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Prison and Probation Service","Psychology","80","80","25170","24620"
"New entrant CS","2021","20-29","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","90","90","29960","31810"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Legal","50","50","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Operational Delivery","210","210","21980","20140"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Statistics","40","40","[c]","[c]"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Tax","1550","1520","22420","20140"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","Unknown","330","320","22550","20140"
"New entrant CS","2021","20-29","HM Treasury (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","HM Treasury (excl. agencies)","Economics","40","40","[c]","[c]"
