"Status","Year","Sex","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","ESTYN","ESTYN","70","60","53760","63880"
"In post","2021","Female","FCDO Services","Foreign, Commonwealth and Development Office","310","290","38480","31800"
"In post","2021","Female","Food Standards Agency","Food Standards Agency","530","510","39290","37910"
"In post","2021","Female","Food Standards Scotland","Scottish Government","110","110","35010","32140"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","3850","3740","46990","41810"
"In post","2021","Female","Forestry and Land Scotland","Scottish Government","330","310","31430","29140"
"In post","2021","Female","Government Actuary's Department","Chancellor's other departments","80","70","60570","62730"
"In post","2021","Female","Government Internal Audit Agency","HM Treasury","240","220","46000","43160"
"In post","2021","Female","Government Legal Department","Attorney General's Departments","1640","1480","54340","52040"
"In post","2021","Female","Government Property Agency","Other Cabinet Office Agencies","90","90","45580","42050"
"In post","2021","Female","Health and Safety Executive","Department for Work and Pensions","1300","1180","38460","35910"
"In post","2021","Female","HM Courts and Tribunals Service","Ministry of Justice","11740","10320","24390","21170"
"In post","2021","Female","HM Land Registry","HM Land Registry","3810","3360","30140","27130"
"In post","2021","Female","HM Prison and Probation Service","Ministry of Justice","26970","25060","29450","27370"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","33230","29280","30100","25560"
"In post","2021","Female","HM Treasury (excl. agencies)","HM Treasury","990","950","45840","41270"
"In post","2021","Female","Home Office (incl. agencies)","Home Office","18320","16540","31370","27370"
"In post","2021","Female","Insolvency Service","Department for Business, Energy and Industrial Strategy","1030","960","31260","26410"
"In post","2021","Female","Institute for Apprenticeships and Technical Education","Department for Education","130","130","47190","49960"
"In post","2021","Female","Legal Aid Agency","Ministry of Justice","710","650","27190","22570"
"In post","2021","Female","Maritime and Coastguard Agency","Department for Transport","480","440","32430","30730"
"In post","2021","Female","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","790","760","46740","41010"
"In post","2021","Female","Met Office","Department for Business, Energy and Industrial Strategy","790","730","38220","38200"
"In post","2021","Female","Ministry of Defence (excl. agencies)","Ministry of Defence","16540","15630","31090","26670"
"In post","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","1290","1240","45380","40190"
"In post","2021","Female","Ministry of Justice (excl. agencies)","Ministry of Justice","3060","2940","40570","36800"
"In post","2021","Female","National Crime Agency","National Crime Agency","2450","2340","37450","36410"
"In post","2021","Female","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Records of Scotland","Scottish Government","240","220","34740","32140"
"In post","2021","Female","National Savings and Investments","Chancellor's other departments","100","100","47700","43760"
"In post","2021","Female","Northern Ireland Office","Northern Ireland Office","90","90","42530","36800"
"In post","2021","Female","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","1190","1130","48570","51360"
"In post","2021","Female","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","540","520","43060","37300"
"In post","2021","Female","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","150","150","43160","39250"
"In post","2021","Female","Office of Rail and Road","Office of Rail and Road","140","130","49310","49580"
"In post","2021","Female","Office of the Public Guardian","Ministry of Justice","800","720","22070","19930"
"In post","2021","Female","Office of the Scottish Charity Regulator","Scottish Government","30","30","[c]","[c]"
"In post","2021","Female","Planning Inspectorate","Ministry of Housing, Communities and Local Government","380","340","40110","34860"
"In post","2021","Female","Public Health England","Department of Health and Social Care","4790","4310","41900","36690"
"In post","2021","Female","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Female","Registers of Scotland","Scottish Government","580","540","32830","30080"
"In post","2021","Female","Revenue Scotland","Scottish Government","30","30","[c]","[c]"
"In post","2021","Female","Royal Fleet Auxiliary","Ministry of Defence","160","160","33120","32700"
"In post","2021","Female","Rural Payments Agency","Department for Environment, Food and Rural Affairs","1240","1080","26110","24920"
"In post","2021","Female","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","70","70","48330","48930"
"In post","2021","Female","Scottish Courts and Tribunals Service","Scottish Government","1210","1070","27580","22820"
"In post","2021","Female","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Female","Scottish Forestry","Scottish Government","100","90","30690","29650"
"In post","2021","Female","Scottish Government (excl. agencies)","Scottish Government","4300","4040","42560","38540"
"In post","2021","Female","Scottish Housing Regulator","Scottish Government","30","30","[c]","[c]"
"In post","2021","Female","Scottish Prison Service","Scottish Government","1520","1440","30120","28410"
"In post","2021","Female","Scottish Public Pensions Agency","Scottish Government","160","130","28590","26160"
"In post","2021","Female","Serious Fraud Office","Attorney General's Departments","220","210","45630","40170"
"In post","2021","Female","Social Security Scotland","Scottish Government","660","620","30650","26160"
"In post","2021","Female","Standards and Testing Agency","Department for Education","90","80","43820","41400"
"In post","2021","Female","Student Awards Agency for Scotland","Scottish Government","130","120","28540","24910"
"In post","2021","Female","Submarine Delivery Agency","Ministry of Defence","560","540","37990","34550"
"In post","2021","Female","Teaching Regulation Agency","Department for Education","50","40","[c]","[c]"
"In post","2021","Female","The National Archives","The National Archives","290","270","35110","32290"
"In post","2021","Female","Transport Scotland","Scottish Government","210","200","40780","38060"
"In post","2021","Female","UK Export Finance","UK Export Finance","150","150","49040","43000"
"In post","2021","Female","UK Hydrographic Office","Ministry of Defence","290","270","33920","33290"
"In post","2021","Female","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","700","650","33730","28240"
"In post","2021","Female","UK Space Agency","Department for Business, Energy and Industrial Strategy","130","130","44310","40050"
"In post","2021","Female","UK Supreme Court","UK Supreme Court","30","30","[c]","[c]"
"In post","2021","Female","United Kingdom Statistics Authority","United Kingdom Statistics Authority","3110","2730","31370","29540"
"In post","2021","Female","Valuation Office Agency","HM Revenue and Customs","1820","1630","31610","26500"
"In post","2021","Female","Vehicle Certification Agency","Department for Transport","70","60","28900","27250"
"In post","2021","Female","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","100","100","39100","36590"
"In post","2021","Female","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","Water Services Regulation Authority","130","120","55630","48850"
"In post","2021","Female","Welsh Government (excl. agencies)","Welsh Government","3380","3120","39780","37410"
"In post","2021","Female","Welsh Revenue Authority","Welsh Government","40","40","[c]","[c]"
"In post","2021","Female","Wilton Park","Foreign, Commonwealth and Development Office","60","50","33030","28640"
"In post","2021","Male","Accountant in Bankruptcy","Scottish Government","40","40","[c]","[c]"
"In post","2021","Male","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","440","420","34540","31040"
"In post","2021","Male","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","1070","1040","32290","29180"
"In post","2021","Male","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cabinet Office (excl. agencies)","Cabinet Office","4420","4380","49300","40600"
"In post","2021","Male","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","330","320","36330","30660"
"In post","2021","Male","Charity Commission","Charity Commission","190","180","35510","29550"
"In post","2021","Male","Companies House","Department for Business, Energy and Industrial Strategy","490","490","32800","30660"
"In post","2021","Male","Competition and Markets Authority","Competition and Markets Authority","410","400","62650","59140"
"In post","2021","Male","Criminal Injuries Compensation Authority","Ministry of Justice","140","140","25680","22860"
"In post","2021","Male","Crown Commercial Service","Other Cabinet Office Agencies","380","380","39050","34800"
"In post","2021","Male","Crown Office and Procurator Fiscal Service","Scottish Government","560","550","37880","32930"
"In post","2021","Male","Crown Prosecution Service","Attorney General's Departments","2260","2210","44650","48080"
"In post","2021","Male","Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Male","Debt Management Office","HM Treasury","80","70","63150","58810"
"In post","2021","Male","Defence Electronics and Components Agency","Ministry of Defence","370","350","28480","28750"
"In post","2021","Male","Defence Equipment and Support","Ministry of Defence","7050","6920","37570","35610"
"In post","2021","Male","Defence Science and Technology Laboratory","Ministry of Defence","2840","2780","41880","41200"
"In post","2021","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","2720","2700","50170","53380"
"In post","2021","Male","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","820","810","50260","51730"
"In post","2021","Male","Department for Education (excl. agencies)","Department for Education","2330","2310","45310","40940"
"In post","2021","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","2450","2420","43480","38750"
"In post","2021","Male","Department for International Trade","Department for International Trade","1420","1420","46910","41180"
"In post","2021","Male","Department for Transport (excl. agencies)","Department for Transport","1980","1940","49280","44030"
"In post","2021","Male","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","31410","30130","28440","27570"
"In post","2021","Male","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","1420","1410","48550","45550"
"In post","2021","Male","Disclosure Scotland","Scottish Government","160","150","28210","22230"
"In post","2021","Male","Driver and Vehicle Licensing Agency","Department for Transport","2460","2380","28950","21590"
"In post","2021","Male","Driver and Vehicle Standards Agency","Department for Transport","3360","3210","29930","27680"
"In post","2021","Male","Education and Skills Funding Agency","Department for Education","800","790","42880","37100"
"In post","2021","Male","Education Scotland","Scottish Government","80","80","60070","66290"
"In post","2021","Male","ESTYN","ESTYN","50","50","[c]","[c]"
"In post","2021","Male","FCDO Services","Foreign, Commonwealth and Development Office","770","750","41120","39410"
"In post","2021","Male","Food Standards Agency","Food Standards Agency","780","760","35880","30810"
"In post","2021","Male","Food Standards Scotland","Scottish Government","140","140","35170","30650"
"In post","2021","Male","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","3620","3600","50260","49920"
"In post","2021","Male","Forestry and Land Scotland","Scottish Government","660","650","31520","30160"
"In post","2021","Male","Government Actuary's Department","Chancellor's other departments","130","120","68570","57250"
"In post","2021","Male","Government Internal Audit Agency","HM Treasury","220","220","51410","49750"
"In post","2021","Male","Government Legal Department","Attorney General's Departments","890","870","54980","52730"
"In post","2021","Male","Government Property Agency","Other Cabinet Office Agencies","120","120","51910","49700"
"In post","2021","Male","Health and Safety Executive","Department for Work and Pensions","1280","1240","48180","45870"
"In post","2021","Male","HM Courts and Tribunals Service","Ministry of Justice","4870","4690","25550","21300"
"In post","2021","Male","HM Land Registry","HM Land Registry","2540","2410","32510","27130"
"In post","2021","Male","HM Prison and Probation Service","Ministry of Justice","27070","25970","30990","30720"
"In post","2021","Male","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","29720","28540","32380","29570"
"In post","2021","Male","HM Treasury (excl. agencies)","HM Treasury","1030","1030","48580","52500"
"In post","2021","Male","Home Office (incl. agencies)","Home Office","17060","16340","32630","28060"
"In post","2021","Male","Insolvency Service","Department for Business, Energy and Industrial Strategy","780","770","34540","32060"
"In post","2021","Male","Institute for Apprenticeships and Technical Education","Department for Education","80","80","52500","50630"
"In post","2021","Male","Legal Aid Agency","Ministry of Justice","480","470","30350","22970"
"In post","2021","Male","Maritime and Coastguard Agency","Department for Transport","760","740","39980","36180"
"In post","2021","Male","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","540","530","50140","44230"
"In post","2021","Male","Met Office","Department for Business, Energy and Industrial Strategy","1310","1270","41220","39750"
"In post","2021","Male","Ministry of Defence (excl. agencies)","Ministry of Defence","21160","20810","33090","30750"
"In post","2021","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","1210","1200","46630","42870"
"In post","2021","Male","Ministry of Justice (excl. agencies)","Ministry of Justice","2290","2260","43860","39870"
"In post","2021","Male","National Crime Agency","National Crime Agency","3040","3010","42180","40170"
"In post","2021","Male","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Records of Scotland","Scottish Government","200","190","34260","31150"
"In post","2021","Male","National Savings and Investments","Chancellor's other departments","100","100","55380","48960"
"In post","2021","Male","Northern Ireland Office","Northern Ireland Office","70","70","45720","38870"
"In post","2021","Male","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","590","590","50840","42850"
"In post","2021","Male","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","640","640","46290","39550"
"In post","2021","Male","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","110","100","48970","46660"
"In post","2021","Male","Office of Rail and Road","Office of Rail and Road","190","190","57610","58450"
"In post","2021","Male","Office of the Public Guardian","Ministry of Justice","620","590","22080","19930"
"In post","2021","Male","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Male","Planning Inspectorate","Ministry of Housing, Communities and Local Government","470","440","46130","47660"
"In post","2021","Male","Public Health England","Department of Health and Social Care","2110","2010","48440","41170"
"In post","2021","Male","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Male","Registers of Scotland","Scottish Government","580","570","32930","30080"
"In post","2021","Male","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Male","Royal Fleet Auxiliary","Ministry of Defence","1670","1670","38060","34460"
"In post","2021","Male","Rural Payments Agency","Department for Environment, Food and Rural Affairs","940","910","27230","24920"
"In post","2021","Male","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","40","40","[c]","[c]"
"In post","2021","Male","Scottish Courts and Tribunals Service","Scottish Government","590","560","28630","22820"
"In post","2021","Male","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scottish Forestry","Scottish Government","100","90","39880","37530"
"In post","2021","Male","Scottish Government (excl. agencies)","Scottish Government","3520","3450","43750","39110"
"In post","2021","Male","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scottish Prison Service","Scottish Government","2970","2770","32590","33650"
"In post","2021","Male","Scottish Public Pensions Agency","Scottish Government","130","130","30910","26160"
"In post","2021","Male","Serious Fraud Office","Attorney General's Departments","270","270","46720","41200"
"In post","2021","Male","Social Security Scotland","Scottish Government","480","480","32930","28170"
"In post","2021","Male","Standards and Testing Agency","Department for Education","40","40","[c]","[c]"
"In post","2021","Male","Student Awards Agency for Scotland","Scottish Government","110","110","31230","27150"
"In post","2021","Male","Submarine Delivery Agency","Ministry of Defence","1230","1210","43170","41000"
"In post","2021","Male","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Male","The National Archives","The National Archives","250","250","36130","34260"
"In post","2021","Male","Transport Scotland","Scottish Government","280","280","46830","46600"
"In post","2021","Male","UK Export Finance","UK Export Finance","250","240","56280","50530"
"In post","2021","Male","UK Hydrographic Office","Ministry of Defence","550","540","35200","33290"
"In post","2021","Male","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","810","780","41280","40640"
"In post","2021","Male","UK Space Agency","Department for Business, Energy and Industrial Strategy","120","120","49660","49100"
"In post","2021","Male","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Male","United Kingdom Statistics Authority","United Kingdom Statistics Authority","2380","2170","33990","30130"
"In post","2021","Male","Valuation Office Agency","HM Revenue and Customs","1710","1650","35940","32100"
"In post","2021","Male","Vehicle Certification Agency","Department for Transport","140","140","39480","37790"
"In post","2021","Male","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","70","70","47750","52290"
"In post","2021","Male","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Male","Water Services Regulation Authority","Water Services Regulation Authority","120","120","56660","51630"
"In post","2021","Male","Welsh Government (excl. agencies)","Welsh Government","2330","2270","42740","37410"
"In post","2021","Male","Welsh Revenue Authority","Welsh Government","30","30","[c]","[c]"
"In post","2021","Male","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","50","50","35520","32540"
"In post","2022","Female","Accountant in Bankruptcy","Scottish Government","70","60","31110","30040"
"In post","2022","Female","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","610","560","32240","30950"
"In post","2022","Female","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","1730","1610","29680","26450"
"In post","2022","Female","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Female","Cabinet Office (excl. agencies)","Cabinet Office","5340","5190","44760","37300"
"In post","2022","Female","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","320","290","32110","29750"
"In post","2022","Female","Charity Commission","Charity Commission","290","270","34020","29160"
"In post","2022","Female","Companies House","Department for Business, Energy and Industrial Strategy","660","590","29590","24500"
"In post","2022","Female","Competition and Markets Authority","Competition and Markets Authority","430","410","58420","55860"
"In post","2022","Female","Criminal Injuries Compensation Authority","Ministry of Justice","180","160","28100","25120"
"In post","2022","Female","Crown Commercial Service","Cabinet Office","430","410","39040","38330"
"In post","2022","Female","Crown Office and Procurator Fiscal Service","Scottish Government","1670","1550","36040","30040"
"In post","2022","Female","Crown Prosecution Service","Attorney General's Departments","4730","4310","39760","33120"
"In post","2022","Female","Defence Electronics and Components Agency","Ministry of Defence","70","70","29630","26880"
"In post","2022","Female","Defence Equipment and Support","Ministry of Defence","3720","3470","34470","32160"
"In post","2022","Female","Defence Science and Technology Laboratory","Ministry of Defence","1660","1550","38720","38070"
"In post","2022","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","3000","2900","47700","44300"
"In post","2022","Female","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","1100","1070","46410","46980"
"In post","2022","Female","Department for Education (excl. agencies)","Department for Education","3790","3590","43530","40230"
"In post","2022","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","3600","3400","41120","37070"
"In post","2022","Female","Department for International Trade","Department for International Trade","1390","1370","45340","40600"
"In post","2022","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","1740","1680","45250","39600"
"In post","2022","Female","Department for Transport (excl. agencies)","Department for Transport","1630","1570","46470","42470"
"In post","2022","Female","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","59040","50960","27510","27570"
"In post","2022","Female","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","2640","2530","46650","41320"
"In post","2022","Female","Disclosure Scotland","Scottish Government","180","170","29370","23230"
"In post","2022","Female","Driver and Vehicle Licensing Agency","Department for Transport","3800","3170","24500","21840"
"In post","2022","Female","Driver and Vehicle Standards Agency","Department for Transport","1510","1390","28990","26780"
"In post","2022","Female","Education and Skills Funding Agency","Department for Education","1070","1010","40330","36780"
"In post","2022","Female","Education Scotland","Scottish Government","240","230","56780","62170"
"In post","2022","Female","Estyn","Estyn","70","60","55870","66900"
"In post","2022","Female","FCDO Services","Foreign, Commonwealth and Development Office","310","290","38650","32160"
"In post","2022","Female","Food Standards Agency","Food Standards Agency","650","630","39100","37350"
"In post","2022","Female","Food Standards Scotland","Scottish Government","140","140","35510","31540"
"In post","2022","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","3640","3530","47700","43320"
"In post","2022","Female","Forestry and Land Scotland","Scottish Government","350","340","32500","31060"
"In post","2022","Female","Government Actuary's Department","Chancellor's other departments","90","80","62570","65470"
"In post","2022","Female","Government Internal Audit Agency","HM Treasury","240","220","46410","43200"
"In post","2022","Female","Government Legal Department","Attorney General's Departments","1710","1550","54070","51830"
"In post","2022","Female","Government Property Agency","Cabinet Office","140","130","46990","43400"
"In post","2022","Female","Health and Safety Executive","Department for Work and Pensions","1370","1260","38110","34830"
"In post","2022","Female","HM Courts and Tribunals Service","Ministry of Justice","11380","10030","26370","21650"
"In post","2022","Female","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Female","HM Land Registry","HM Land Registry","4010","3560","30510","27130"
"In post","2022","Female","HM Prison and Probation Service","Ministry of Justice","33020","30760","29640","27380"
"In post","2022","Female","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","35360","31660","32250","27610"
"In post","2022","Female","HM Treasury (excl. agencies)","HM Treasury","1050","1010","45940","41670"
"In post","2022","Female","Home Office","Home Office","18870","17210","32070","28350"
"In post","2022","Female","Institute for Apprenticeships and Technical Education","Department for Education","180","170","47570","49960"
"In post","2022","Female","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","820","750","34310","28750"
"In post","2022","Female","Legal Aid Agency","Ministry of Justice","700","640","28810","25120"
"In post","2022","Female","Maritime and Coastguard Agency","Department for Transport","470","440","33300","30730"
"In post","2022","Female","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","680","650","48760","41240"
"In post","2022","Female","Met Office","Department for Business, Energy and Industrial Strategy","820","760","38010","37420"
"In post","2022","Female","Ministry of Defence (excl. agencies)","Ministry of Defence","16480","15590","31930","26670"
"In post","2022","Female","Ministry of Justice (excl. agencies)","Ministry of Justice","3510","3390","41690","38370"
"In post","2022","Female","National Crime Agency","National Crime Agency","2490","2380","38260","36520"
"In post","2022","Female","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Female","National Records of Scotland","Scottish Government","250","230","36570","34600"
"In post","2022","Female","National Savings and Investments","Chancellor's other departments","100","90","47380","44000"
"In post","2022","Female","Northern Ireland Office","Northern Ireland Office","100","100","45360","41750"
"In post","2022","Female","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","1230","1170","49600","51360"
"In post","2022","Female","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","620","600","42170","36500"
"In post","2022","Female","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","180","170","42880","38630"
"In post","2022","Female","Office of Rail and Road","Office of Rail and Road","150","140","50430","50810"
"In post","2022","Female","Office of the Public Guardian","Ministry of Justice","800","720","23910","20970"
"In post","2022","Female","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","70","70","47490","43000"
"In post","2022","Female","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Female","Planning Inspectorate","Department for Levelling Up, Housing and Communities","370","330","40140","34860"
"In post","2022","Female","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Female","Registers of Scotland","Scottish Government","600","560","33760","30840"
"In post","2022","Female","Revenue Scotland","Scottish Government","40","40","[c]","[c]"
"In post","2022","Female","Royal Fleet Auxiliary","Ministry of Defence","170","170","32470","32400"
"In post","2022","Female","Rural Payments Agency","Department for Environment, Food and Rural Affairs","1470","1300","25750","21300"
"In post","2022","Female","Scottish Courts and Tribunals Service","Scottish Government","1310","1180","28300","23780"
"In post","2022","Female","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scottish Forestry","Scottish Government","100","90","31910","30540"
"In post","2022","Female","Scottish Government (excl. agencies)","Scottish Government","4960","4670","43610","39660"
"In post","2022","Female","Scottish Housing Regulator","Scottish Government","30","30","[c]","[c]"
"In post","2022","Female","Scottish Prison Service","Scottish Government","1620","1530","31130","29550"
"In post","2022","Female","Scottish Public Pensions Agency","Scottish Government","170","150","29030","25930"
"In post","2022","Female","Serious Fraud Office","Attorney General's Departments","200","190","45770","40700"
"In post","2022","Female","Social Security Scotland","Scottish Government","1460","1400","30340","27230"
"In post","2022","Female","Standards and Testing Agency","Department for Education","90","80","41790","41400"
"In post","2022","Female","Student Awards Agency for Scotland","Scottish Government","130","120","30430","27230"
"In post","2022","Female","Submarine Delivery Agency","Ministry of Defence","600","570","37900","34770"
"In post","2022","Female","Teaching Regulation Agency","Department for Education","50","50","29580","26000"
"In post","2022","Female","The Insolvency Service","Department for Business, Energy and Industrial Strategy","990","920","31710","26410"
"In post","2022","Female","The National Archives","The National Archives","310","290","35420","34120"
