"Status","Year","Region_ITL2","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedfordshire and Hertfordshire","Department for Transport","Declared non-disabled","90","90","30410","30580"
"In post","2021","Bedfordshire and Hertfordshire","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Department for Work and Pensions","Declared disabled","200","190","29370","29290"
"In post","2021","Bedfordshire and Hertfordshire","Department for Work and Pensions","Declared non-disabled","890","800","29550","29290"
"In post","2021","Bedfordshire and Hertfordshire","Department for Work and Pensions","Undeclared","50","40","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Department for Work and Pensions","Unknown","40","40","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Department of Health and Social Care","Declared non-disabled","120","120","48510","43950"
"In post","2021","Bedfordshire and Hertfordshire","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Department of Health and Social Care","Unknown","190","180","42480","40850"
"In post","2021","Bedfordshire and Hertfordshire","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","HM Revenue and Customs","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Home Office","Declared non-disabled","220","190","28840","26490"
"In post","2021","Bedfordshire and Hertfordshire","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Ministry of Defence","Declared disabled","80","80","37860","36650"
"In post","2021","Bedfordshire and Hertfordshire","Ministry of Defence","Declared non-disabled","560","550","35820","33370"
"In post","2021","Bedfordshire and Hertfordshire","Ministry of Defence","Undeclared","60","60","36400","34940"
"In post","2021","Bedfordshire and Hertfordshire","Ministry of Defence","Unknown","100","100","35080","34160"
"In post","2021","Bedfordshire and Hertfordshire","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Ministry of Housing, Communities and Local Government","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Ministry of Justice","Declared disabled","160","140","27690","25380"
"In post","2021","Bedfordshire and Hertfordshire","Ministry of Justice","Declared non-disabled","930","880","28940","27850"
"In post","2021","Bedfordshire and Hertfordshire","Ministry of Justice","Undeclared","90","80","29410","29230"
"In post","2021","Bedfordshire and Hertfordshire","Ministry of Justice","Unknown","160","150","24980","23380"
"In post","2021","Bedfordshire and Hertfordshire","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","National Crime Agency","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","National Crime Agency","Unknown","70","70","37570","37040"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Attorney General's Departments","Declared non-disabled","90","80","44880","40280"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Attorney General's Departments","Unknown","40","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office","Unknown","50","50","38940","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Business, Energy and Industrial Strategy","Declared non-disabled","60","60","40740","39650"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","Declared disabled","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","Declared non-disabled","290","280","35340","31040"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","Unknown","50","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","Declared non-disabled","90","80","47720","51970"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Transport","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions","Declared disabled","200","170","28460","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions","Declared non-disabled","840","770","28230","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions","Undeclared","50","50","28470","29290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions","Unknown","60","60","28100","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care","Declared non-disabled","180","150","40150","38200"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care","Unknown","160","150","49900","47090"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","Declared disabled","90","90","33040","28070"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","Declared non-disabled","870","840","37120","32160"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","Undeclared","50","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","Unknown","40","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs","Declared disabled","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs","Declared non-disabled","270","260","33190","31810"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs","Unknown","140","130","28640","25560"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Treasury","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Home Office","Declared non-disabled","70","70","28880","25630"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","Declared disabled","260","250","33180","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","Declared non-disabled","1830","1780","32460","28670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","Undeclared","190","190","34160","35000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","Unknown","520","500","32950","28750"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","Declared disabled","280","270","29460","29750"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","Declared non-disabled","1670","1580","30290","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","Undeclared","360","340","32380","33520"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","Unknown","310","290","26880","27850"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","Unknown","80","70","38260","37750"
"In post","2021","Cheshire","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Attorney General's Departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cabinet Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Environment, Food and Rural Affairs","Declared disabled","30","30","[c]","[c]"
"In post","2021","Cheshire","Department for Environment, Food and Rural Affairs","Declared non-disabled","230","220","34510","29690"
"In post","2021","Cheshire","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Work and Pensions","Declared disabled","180","160","26070","27570"
"In post","2021","Cheshire","Department for Work and Pensions","Declared non-disabled","710","640","25900","27570"
"In post","2021","Cheshire","Department for Work and Pensions","Undeclared","50","50","[c]","[c]"
"In post","2021","Cheshire","Department for Work and Pensions","Unknown","40","30","[c]","[c]"
"In post","2021","Cheshire","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","HM Revenue and Customs","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Home Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Justice","Declared disabled","130","120","28530","26710"
"In post","2021","Cheshire","Ministry of Justice","Declared non-disabled","790","730","29640","26850"
"In post","2021","Cheshire","Ministry of Justice","Undeclared","200","180","30490","31650"
"In post","2021","Cheshire","Ministry of Justice","Unknown","130","130","22860","22850"
"In post","2021","Cheshire","National Crime Agency","Declared disabled","40","40","[c]","[c]"
"In post","2021","Cheshire","National Crime Agency","Declared non-disabled","380","370","39230","36740"
"In post","2021","Cheshire","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","National Crime Agency","Unknown","770","760","35050","34140"
"In post","2021","Cornwall and Isles of Scilly","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Attorney General's Departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Business, Energy and Industrial Strategy","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","Declared non-disabled","70","70","34410","29430"
"In post","2021","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Transport","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Work and Pensions","Declared disabled","150","130","25690","27570"
"In post","2021","Cornwall and Isles of Scilly","Department for Work and Pensions","Declared non-disabled","590","530","25520","27570"
"In post","2021","Cornwall and Isles of Scilly","Department for Work and Pensions","Undeclared","50","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Work and Pensions","Unknown","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department of Health and Social Care","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Revenue and Customs","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Defence","Declared non-disabled","320","310","24830","21940"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Defence","Undeclared","30","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Defence","Unknown","90","80","27070","21130"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Justice","Declared non-disabled","100","80","25540","20600"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Attorney General's Departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Cabinet Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Environment, Food and Rural Affairs","Declared disabled","110","90","26100","21050"
"In post","2021","Cumbria","Department for Environment, Food and Rural Affairs","Declared non-disabled","840","760","25480","21050"
"In post","2021","Cumbria","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Work and Pensions","Declared disabled","40","40","[c]","[c]"
"In post","2021","Cumbria","Department for Work and Pensions","Declared non-disabled","210","180","26960","27570"
"In post","2021","Cumbria","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department of Health and Social Care","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Defence","Declared disabled","40","40","[c]","[c]"
"In post","2021","Cumbria","Ministry of Defence","Declared non-disabled","260","250","34020","30560"
"In post","2021","Cumbria","Ministry of Defence","Undeclared","30","30","[c]","[c]"
"In post","2021","Cumbria","Ministry of Defence","Unknown","50","50","31910","30600"
"In post","2021","Cumbria","Ministry of Justice","Declared disabled","40","40","[c]","[c]"
"In post","2021","Cumbria","Ministry of Justice","Declared non-disabled","310","280","27710","25600"
"In post","2021","Cumbria","Ministry of Justice","Undeclared","40","30","[c]","[c]"
"In post","2021","Cumbria","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Attorney General's Departments","Declared disabled","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Attorney General's Departments","Declared non-disabled","170","150","39600","32370"
"In post","2021","Derbyshire and Nottinghamshire","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Attorney General's Departments","Unknown","70","70","32310","25480"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","Declared non-disabled","60","60","34330","32480"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","Unknown","100","90","29440","30950"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","Declared disabled","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","Declared non-disabled","220","210","42620","37270"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","Declared non-disabled","140","130","32000","29180"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","Declared disabled","80","70","31790","29730"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","Declared non-disabled","240","230","36670","31860"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","Undeclared","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","Unknown","90","80","33280","30730"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","Declared disabled","500","430","27040","27570"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","Declared non-disabled","2010","1790","28860","27570"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","Undeclared","130","120","28290","27570"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","Unknown","50","50","26880","27570"
"In post","2021","Derbyshire and Nottinghamshire","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department of Health and Social Care","Declared non-disabled","100","100","42110","33780"
"In post","2021","Derbyshire and Nottinghamshire","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department of Health and Social Care","Unknown","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
