"Status","Year","Region_ITL3","Function_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","North and West Norfolk","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Human Resources","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Project Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Debt","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Debt","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Unknown","50-59","40","30","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Debt","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Debt","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Debt","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Debt","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Debt","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Debt","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Analysis","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Communications","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Security","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Grants Management","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Commercial","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Legal","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","No function","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","No function","20-29","50","50","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","No function","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","No function","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Communications","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Debt","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Debt","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Grants Management","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Grants Management","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Grants Management","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Grants Management","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Grants Management","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Human Resources","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Internal Audit","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Legal","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","No function","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","No function","20-29","70","70","21760","20970"
"Leaver CS","2022","Nottingham","No function","30-39","50","40","[c]","[c]"
"Leaver CS","2022","Nottingham","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","No function","50-59","60","50","[c]","[c]"
"Leaver CS","2022","Nottingham","No function","60-64","30","30","[c]","[c]"
"Leaver CS","2022","Nottingham","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Unknown","20-29","30","30","[c]","[c]"
"Leaver CS","2022","Nottingham","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Unknown","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Nottingham","Unknown","60-64","50","40","[c]","[c]"
"Leaver CS","2022","Nottingham","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Orkney Islands","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Orkney Islands","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Orkney Islands","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
