"Status","Year","Disability","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Dorset CC","30-39","40","40","[c]","[c]"
"In post","2021","Declared disabled","Dorset CC","40-49","40","40","[c]","[c]"
"In post","2021","Declared disabled","Dorset CC","50-59","100","90","30350","27570"
"In post","2021","Declared disabled","Dorset CC","60-64","40","30","[c]","[c]"
"In post","2021","Declared disabled","Dorset CC","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dudley","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dudley","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dudley","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dudley","40-49","50","40","25460","27570"
"In post","2021","Declared disabled","Dudley","50-59","60","60","25550","22920"
"In post","2021","Declared disabled","Dudley","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dudley","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dumfries and Galloway","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dumfries and Galloway","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dumfries and Galloway","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dumfries and Galloway","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dumfries and Galloway","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dumfries and Galloway","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dumfries and Galloway","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Durham CC","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Durham CC","20-29","30","30","[c]","[c]"
"In post","2021","Declared disabled","Durham CC","30-39","90","80","24310","21500"
"In post","2021","Declared disabled","Durham CC","40-49","110","100","27150","25850"
"In post","2021","Declared disabled","Durham CC","50-59","220","190","27490","27130"
"In post","2021","Declared disabled","Durham CC","60-64","70","50","27380","22350"
"In post","2021","Declared disabled","Durham CC","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ealing","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ealing","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ealing","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ealing","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ealing","50-59","40","40","[c]","[c]"
"In post","2021","Declared disabled","Ealing","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ealing","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Ayrshire and North Ayrshire mainland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Ayrshire and North Ayrshire mainland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Ayrshire and North Ayrshire mainland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Ayrshire and North Ayrshire mainland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Ayrshire and North Ayrshire mainland","50-59","30","30","[c]","[c]"
"In post","2021","Declared disabled","East Ayrshire and North Ayrshire mainland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Ayrshire and North Ayrshire mainland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Cumbria","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Cumbria","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Cumbria","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Cumbria","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Cumbria","50-59","50","50","28220","25750"
"In post","2021","Declared disabled","East Cumbria","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Cumbria","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Derbyshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Derbyshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Derbyshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Derbyshire","50-59","40","40","[c]","[c]"
"In post","2021","Declared disabled","East Derbyshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Derbyshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","40-49","30","30","[c]","[c]"
"In post","2021","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","50-59","80","80","27810","27570"
"In post","2021","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Kent","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Kent","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Kent","30-39","50","50","27820","29290"
"In post","2021","Declared disabled","East Kent","40-49","120","110","28820","27370"
"In post","2021","Declared disabled","East Kent","50-59","180","170","29150","27370"
"In post","2021","Declared disabled","East Kent","60-64","60","50","27700","26410"
"In post","2021","Declared disabled","East Kent","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Lancashire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Lancashire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Lancashire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Lancashire","50-59","40","40","[c]","[c]"
"In post","2021","Declared disabled","East Lancashire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Lancashire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Lothian and Midlothian","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Lothian and Midlothian","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Lothian and Midlothian","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Lothian and Midlothian","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Lothian and Midlothian","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Lothian and Midlothian","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Merseyside","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Merseyside","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Merseyside","40-49","30","30","[c]","[c]"
"In post","2021","Declared disabled","East Merseyside","50-59","80","70","28330","27570"
"In post","2021","Declared disabled","East Merseyside","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Merseyside","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Riding of Yorkshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Riding of Yorkshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Riding of Yorkshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Riding of Yorkshire","40-49","30","30","[c]","[c]"
"In post","2021","Declared disabled","East Riding of Yorkshire","50-59","80","80","28750","27380"
"In post","2021","Declared disabled","East Riding of Yorkshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Riding of Yorkshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Surrey","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Surrey","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Surrey","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Surrey","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Surrey","50-59","30","30","[c]","[c]"
"In post","2021","Declared disabled","East Surrey","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Surrey","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Sussex CC","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Sussex CC","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Sussex CC","30-39","40","30","[c]","[c]"
"In post","2021","Declared disabled","East Sussex CC","40-49","60","60","26340","27570"
"In post","2021","Declared disabled","East Sussex CC","50-59","110","90","25840","26120"
"In post","2021","Declared disabled","East Sussex CC","60-64","40","30","[c]","[c]"
"In post","2021","Declared disabled","East Sussex CC","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Enfield","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Enfield","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Enfield","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Enfield","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Enfield","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Enfield","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Enfield","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex Haven Gateway","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex Haven Gateway","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex Haven Gateway","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex Haven Gateway","40-49","30","30","[c]","[c]"
"In post","2021","Declared disabled","Essex Haven Gateway","50-59","60","60","34270","29860"
"In post","2021","Declared disabled","Essex Haven Gateway","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex Haven Gateway","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex Thames Gateway","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex Thames Gateway","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex Thames Gateway","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex Thames Gateway","40-49","40","40","[c]","[c]"
"In post","2021","Declared disabled","Essex Thames Gateway","50-59","60","60","27310","29290"
"In post","2021","Declared disabled","Essex Thames Gateway","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Essex Thames Gateway","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Falkirk","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Falkirk","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Falkirk","30-39","40","30","[c]","[c]"
"In post","2021","Declared disabled","Falkirk","40-49","50","40","[c]","[c]"
"In post","2021","Declared disabled","Falkirk","50-59","60","50","30630","27570"
"In post","2021","Declared disabled","Falkirk","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Falkirk","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Fermanagh and Omagh","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Fermanagh and Omagh","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Fermanagh and Omagh","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Fermanagh and Omagh","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Fermanagh and Omagh","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Flintshire and Wrexham","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Flintshire and Wrexham","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Flintshire and Wrexham","30-39","30","30","[c]","[c]"
"In post","2021","Declared disabled","Flintshire and Wrexham","40-49","50","40","[c]","[c]"
"In post","2021","Declared disabled","Flintshire and Wrexham","50-59","90","80","28820","27570"
"In post","2021","Declared disabled","Flintshire and Wrexham","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Flintshire and Wrexham","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Glasgow City","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Glasgow City","20-29","120","110","26420","24470"
"In post","2021","Declared disabled","Glasgow City","30-39","230","210","29840","27570"
"In post","2021","Declared disabled","Glasgow City","40-49","270","250","31270","27570"
"In post","2021","Declared disabled","Glasgow City","50-59","410","370","28240","26120"
"In post","2021","Declared disabled","Glasgow City","60-64","130","100","26990","25730"
"In post","2021","Declared disabled","Glasgow City","65+","30","30","[c]","[c]"
"In post","2021","Declared disabled","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire","40-49","30","30","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire","50-59","50","50","26440","27130"
"In post","2021","Declared disabled","Gloucestershire","60-64","30","20","[c]","[c]"
"In post","2021","Declared disabled","Gloucestershire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester North East","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester North East","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester North East","40-49","40","40","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester North East","50-59","80","70","27790","27570"
"In post","2021","Declared disabled","Greater Manchester North East","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester North East","65+","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester North West","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Greater Manchester North West","20-29","[c]","[c]","[c]","[c]"
