"Status","Year","Region_ITL3","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Conwy and Denbighshire","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Declared non-disabled","Department for Work and Pensions","90","90","22590","21260"
"New entrant CS","2022","Cornwall and Isles of Scilly","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Declared non-disabled","Office of Qualifications and Examinations Regulation","50","50","[c]","[c]"
"New entrant CS","2022","Coventry","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Unknown","Department for Education","150","150","32200","29360"
"New entrant CS","2022","Coventry","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Declared non-disabled","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2022","Croydon","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Declared non-disabled","HM Revenue and Customs","150","140","36060","30750"
"New entrant CS","2022","Croydon","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Declared non-disabled","Ministry of Justice","60","60","28100","27060"
"New entrant CS","2022","Croydon","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Unknown","HM Revenue and Customs","90","90","33980","30750"
"New entrant CS","2022","Croydon","Unknown","Home Office","380","370","36110","28650"
"New entrant CS","2022","Croydon","Unknown","Ministry of Justice","50","50","[c]","[c]"
"New entrant CS","2022","Darlington","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Declared non-disabled","HM Treasury","40","40","[c]","[c]"
"New entrant CS","2022","Darlington","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Declared non-disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Unknown","Department for Education","80","80","31660","29360"
"New entrant CS","2022","Darlington","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Declared non-disabled","Department for Work and Pensions","50","50","22430","21260"
"New entrant CS","2022","Derby","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Declared non-disabled","Ministry of Justice","50","40","[c]","[c]"
"New entrant CS","2022","Derby","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Unknown","Ministry of Justice","50","40","[c]","[c]"
"New entrant CS","2022","Derry City and Strabane","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derry City and Strabane","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derry City and Strabane","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared non-disabled","Department for Business, Energy and Industrial Strategy","190","190","28460","24380"
"New entrant CS","2022","Devon CC","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared non-disabled","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared non-disabled","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared non-disabled","Ministry of Justice","120","120","24950","23140"
"New entrant CS","2022","Devon CC","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Unknown","Ministry of Justice","100","90","23550","23140"
"New entrant CS","2022","Devon CC","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Declared non-disabled","Ministry of Justice","90","80","24220","24090"
"New entrant CS","2022","Dorset","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Unknown","Ministry of Justice","50","50","[c]","[c]"
"New entrant CS","2022","Dudley","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Declared non-disabled","Department for Work and Pensions","70","70","23060","21260"
"New entrant CS","2022","Dudley","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dumfries and Galloway","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dumfries and Galloway","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dumfries and Galloway","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dumfries and Galloway","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dumfries and Galloway","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dumfries and Galloway","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dumfries and Galloway","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dumfries and Galloway","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared non-disabled","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2022","Durham","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Declared non-disabled","HM Revenue and Customs","60","60","22750","22010"
"New entrant CS","2022","Durham","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
