"Status","Year","Parent_department","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office","20-29","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","20-29","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","20-29","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","20-29","Manchester","30","30","[c]","[c]"
"In post","2021","Cabinet Office","20-29","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","20-29","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","20-29","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","20-29","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","20-29","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","20-29","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","20-29","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","20-29","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","20-29","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","20-29","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","20-29","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","20-29","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","20-29","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","20-29","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","20-29","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","20-29","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","20-29","Tower Hamlets","230","230","38740","34550"
"In post","2021","Cabinet Office","20-29","Tyneside","90","90","25070","23850"
"In post","2021","Cabinet Office","20-29","Unknown","370","370","31530","29250"
"In post","2021","Cabinet Office","20-29","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","20-29","Westminster","2230","2220","35170","32000"
"In post","2021","Cabinet Office","20-29","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","20-29","York","100","100","24420","20920"
"In post","2021","Cabinet Office","30-39","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Camden and City of London","40","40","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Greater Manchester South West","50","50","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Leeds","40","30","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Tower Hamlets","300","300","52900","54700"
"In post","2021","Cabinet Office","30-39","Tyneside","130","120","28170","24570"
"In post","2021","Cabinet Office","30-39","Unknown","140","130","41090","33250"
"In post","2021","Cabinet Office","30-39","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","Westminster","1430","1400","52410","54700"
"In post","2021","Cabinet Office","30-39","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","30-39","York","70","70","29720","26670"
"In post","2021","Cabinet Office","40-49","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Greater Manchester South West","40","40","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Leeds","60","60","52160","49700"
"In post","2021","Cabinet Office","40-49","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Liverpool","40","40","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Norwich and East Norfolk","30","30","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Sheffield","30","30","[c]","[c]"
"In post","2021","Cabinet Office","40-49","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Tower Hamlets","240","230","59200","57880"
"In post","2021","Cabinet Office","40-49","Tyneside","90","80","30230","25550"
"In post","2021","Cabinet Office","40-49","Unknown","50","50","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","Westminster","920","900","64650","59750"
"In post","2021","Cabinet Office","40-49","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","40-49","York","100","90","32340","33300"
"In post","2021","Cabinet Office","50-59","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Greater Manchester South West","40","40","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Leeds","40","40","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Liverpool","40","40","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Milton Keynes","40","30","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Sheffield","30","30","[c]","[c]"
"In post","2021","Cabinet Office","50-59","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Tower Hamlets","90","90","60340","59210"
"In post","2021","Cabinet Office","50-59","Tyneside","70","70","32660","25550"
"In post","2021","Cabinet Office","50-59","Unknown","40","40","[c]","[c]"
"In post","2021","Cabinet Office","50-59","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","Westminster","730","710","64890","57910"
"In post","2021","Cabinet Office","50-59","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","50-59","York","130","120","29510","33300"
