"Status","Year","Region_ITL1","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","EO","Finance","50","40","[c]","[c]"
"In post","2021","East Midlands (England)","EO","Human Resources","70","60","26920","27130"
"In post","2021","East Midlands (England)","EO","Intelligence Analysis","100","100","27980","26850"
"In post","2021","East Midlands (England)","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","EO","Legal","100","90","26050","25560"
"In post","2021","East Midlands (England)","EO","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","EO","Operational Delivery","2200","2040","26830","26750"
"In post","2021","East Midlands (England)","EO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","EO","Other","100","90","26530","26670"
"In post","2021","East Midlands (England)","EO","Policy","30","30","[c]","[c]"
"In post","2021","East Midlands (England)","EO","Project Delivery","60","60","26680","26670"
"In post","2021","East Midlands (England)","EO","Property","90","80","26430","26410"
"In post","2021","East Midlands (England)","EO","Psychology","50","50","26500","26330"
"In post","2021","East Midlands (England)","EO","Science and Engineering","60","60","26670","26410"
"In post","2021","East Midlands (England)","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","EO","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","EO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","EO","Tax","330","310","25900","25560"
"In post","2021","East Midlands (England)","EO","Unknown","2700","2450","27430","27570"
"In post","2021","East Midlands (England)","G6/G7","Commercial","40","30","[c]","[c]"
"In post","2021","East Midlands (England)","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","G6/G7","Digital, Data and Technology","40","30","[c]","[c]"
"In post","2021","East Midlands (England)","G6/G7","Finance","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","G6/G7","Human Resources","80","70","56680","52620"
"In post","2021","East Midlands (England)","G6/G7","Inspector of Education and Training","40","30","[c]","[c]"
"In post","2021","East Midlands (England)","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","G6/G7","Legal","220","200","54560","55610"
"In post","2021","East Midlands (England)","G6/G7","Medicine","40","30","[c]","[c]"
"In post","2021","East Midlands (England)","G6/G7","Operational Delivery","220","210","58680","53430"
"In post","2021","East Midlands (England)","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","G6/G7","Other","30","30","[c]","[c]"
"In post","2021","East Midlands (England)","G6/G7","Planning","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","G6/G7","Policy","80","70","54960","50630"
"In post","2021","East Midlands (England)","G6/G7","Project Delivery","90","90","54140","52580"
"In post","2021","East Midlands (England)","G6/G7","Property","80","80","55960","54940"
"In post","2021","East Midlands (England)","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","G6/G7","Science and Engineering","100","90","58810","57510"
"In post","2021","East Midlands (England)","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","G6/G7","Tax","220","210","55490","52580"
"In post","2021","East Midlands (England)","G6/G7","Unknown","60","60","54880","52580"
"In post","2021","East Midlands (England)","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SCS","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SCS","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SCS","Policy","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SCS","Tax","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SEO/HEO","Commercial","60","60","41380","40560"
"In post","2021","East Midlands (England)","SEO/HEO","Communications","60","50","35500","36340"
"In post","2021","East Midlands (England)","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SEO/HEO","Digital, Data and Technology","150","150","37730","36630"
"In post","2021","East Midlands (England)","SEO/HEO","Finance","70","70","36080","34530"
"In post","2021","East Midlands (England)","SEO/HEO","Human Resources","190","180","35780","33840"
"In post","2021","East Midlands (England)","SEO/HEO","Inspector of Education and Training","30","30","[c]","[c]"
"In post","2021","East Midlands (England)","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SEO/HEO","Knowledge and Information Management","50","40","[c]","[c]"
"In post","2021","East Midlands (England)","SEO/HEO","Legal","180","170","35880","34480"
"In post","2021","East Midlands (England)","SEO/HEO","Medicine","90","80","38980","37890"
"In post","2021","East Midlands (England)","SEO/HEO","Operational Delivery","1600","1510","35910","33840"
"In post","2021","East Midlands (England)","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SEO/HEO","Other","110","110","33790","33300"
"In post","2021","East Midlands (England)","SEO/HEO","Policy","130","120","35550","35000"
"In post","2021","East Midlands (England)","SEO/HEO","Project Delivery","180","180","36280","35290"
"In post","2021","East Midlands (England)","SEO/HEO","Property","180","170","36750","36460"
"In post","2021","East Midlands (England)","SEO/HEO","Psychology","110","110","37050","31180"
"In post","2021","East Midlands (England)","SEO/HEO","Science and Engineering","320","300","37560","37790"
"In post","2021","East Midlands (England)","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","SEO/HEO","Tax","560","530","33920","31810"
"In post","2021","East Midlands (England)","SEO/HEO","Unknown","530","510","33340","31990"
"In post","2021","East Midlands (England)","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Unknown","Operational Delivery","960","880","29430","28620"
"In post","2021","East Midlands (England)","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","East of England","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East of England","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","AA/AO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East of England","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","AA/AO","Finance","60","50","20960","20920"
"In post","2021","East of England","AA/AO","Human Resources","30","30","[c]","[c]"
"In post","2021","East of England","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East of England","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","East of England","AA/AO","Legal","120","100","20790","20140"
"In post","2021","East of England","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","East of England","AA/AO","Operational Delivery","5050","4660","24280","21710"
"In post","2021","East of England","AA/AO","Other","790","760","20890","20920"
"In post","2021","East of England","AA/AO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","East of England","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","AA/AO","Property","100","100","19250","18800"
"In post","2021","East of England","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","AA/AO","Science and Engineering","130","120","21710","21570"
"In post","2021","East of England","AA/AO","Security","350","350","27310","22650"
"In post","2021","East of England","AA/AO","Tax","[c]","[c]","[c]","[c]"
"In post","2021","East of England","AA/AO","Unknown","1050","890","22700","22980"
"In post","2021","East of England","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East of England","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East of England","EO","Digital, Data and Technology","100","100","26680","26460"
"In post","2021","East of England","EO","Finance","80","80","27430","26670"
"In post","2021","East of England","EO","Human Resources","40","40","[c]","[c]"
"In post","2021","East of England","EO","Intelligence Analysis","170","170","27160","26670"
"In post","2021","East of England","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East of England","EO","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East of England","EO","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2021","East of England","EO","Legal","140","130","26490","25560"
"In post","2021","East of England","EO","Medicine","30","30","[c]","[c]"
"In post","2021","East of England","EO","Operational Delivery","2440","2250","27810","26910"
"In post","2021","East of England","EO","Other","220","200","28050","26930"
"In post","2021","East of England","EO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","East of England","EO","Project Delivery","80","80","27100","26670"
"In post","2021","East of England","EO","Property","120","110","26380","26500"
"In post","2021","East of England","EO","Psychology","60","50","26290","25830"
"In post","2021","East of England","EO","Science and Engineering","130","120","26160","25190"
"In post","2021","East of England","EO","Security","90","90","37240","42660"
"In post","2021","East of England","EO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East of England","EO","Tax","100","90","27430","28130"
"In post","2021","East of England","EO","Unknown","3240","2940","28780","29290"
"In post","2021","East of England","G6/G7","Commercial","30","30","[c]","[c]"
"In post","2021","East of England","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East of England","G6/G7","Digital, Data and Technology","70","70","54360","52580"
"In post","2021","East of England","G6/G7","Economics","[c]","[c]","[c]","[c]"
"In post","2021","East of England","G6/G7","Finance","60","60","56580","54800"
"In post","2021","East of England","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","G6/G7","Inspector of Education and Training","50","50","76000","75500"
"In post","2021","East of England","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East of England","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East of England","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","East of England","G6/G7","Legal","210","190","58380","59930"
"In post","2021","East of England","G6/G7","Medicine","40","30","[c]","[c]"
"In post","2021","East of England","G6/G7","Operational Delivery","250","240","58920","54310"
"In post","2021","East of England","G6/G7","Other","[c]","[c]","[c]","[c]"
"In post","2021","East of England","G6/G7","Policy","60","60","56240","53010"
"In post","2021","East of England","G6/G7","Project Delivery","110","100","56460","54540"
"In post","2021","East of England","G6/G7","Property","50","40","[c]","[c]"
"In post","2021","East of England","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","G6/G7","Science and Engineering","180","170","57060","53860"
"In post","2021","East of England","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","East of England","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East of England","G6/G7","Tax","30","30","[c]","[c]"
"In post","2021","East of England","G6/G7","Unknown","90","80","56620","53610"
"In post","2021","East of England","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Medicine","30","30","[c]","[c]"
"In post","2021","East of England","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Other","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Policy","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SEO/HEO","Commercial","180","170","37160","35900"
"In post","2021","East of England","SEO/HEO","Communications","40","40","[c]","[c]"
"In post","2021","East of England","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SEO/HEO","Digital, Data and Technology","300","280","35630","35000"
"In post","2021","East of England","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SEO/HEO","Finance","170","170","37680","37030"
"In post","2021","East of England","SEO/HEO","Human Resources","100","90","37590","35820"
"In post","2021","East of England","SEO/HEO","Inspector of Education and Training","40","40","[c]","[c]"
"In post","2021","East of England","SEO/HEO","Intelligence Analysis","230","220","35390","33300"
"In post","2021","East of England","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SEO/HEO","Knowledge and Information Management","70","70","38210","37960"
"In post","2021","East of England","SEO/HEO","Legal","210","190","36000","35640"
"In post","2021","East of England","SEO/HEO","Medicine","50","40","[c]","[c]"
"In post","2021","East of England","SEO/HEO","Operational Delivery","1430","1360","36870","34870"
"In post","2021","East of England","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SEO/HEO","Other","140","140","35140","33340"
"In post","2021","East of England","SEO/HEO","Policy","110","110","37810","38630"
"In post","2021","East of England","SEO/HEO","Project Delivery","380","370","37280","37640"
"In post","2021","East of England","SEO/HEO","Property","240","230","36790","34610"
"In post","2021","East of England","SEO/HEO","Psychology","100","100","36500","31180"
"In post","2021","East of England","SEO/HEO","Science and Engineering","480","450","35450","35900"
"In post","2021","East of England","SEO/HEO","Security","100","100","44960","41170"
"In post","2021","East of England","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East of England","SEO/HEO","Tax","130","120","34770","34170"
"In post","2021","East of England","SEO/HEO","Unknown","520","500","35670","35120"
"In post","2021","East of England","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Operational Delivery","1020","930","28590","28200"
"In post","2021","East of England","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Commercial","50","50","23760","24100"
"In post","2021","London","AA/AO","Communications","70","70","24540","24490"
"In post","2021","London","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Digital, Data and Technology","50","50","[c]","[c]"
"In post","2021","London","AA/AO","Economics","60","60","24200","24120"
"In post","2021","London","AA/AO","Finance","80","80","24380","24350"
"In post","2021","London","AA/AO","Human Resources","90","80","24330","24090"
"In post","2021","London","AA/AO","Intelligence Analysis","60","60","25170","25630"
"In post","2021","London","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Knowledge and Information Management","80","80","24640","24560"
"In post","2021","London","AA/AO","Legal","50","40","[c]","[c]"
"In post","2021","London","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Operational Delivery","8360","7780","25930","25140"
"In post","2021","London","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Other","720","680","24880","24590"
"In post","2021","London","AA/AO","Planning","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Policy","370","350","25270","24490"
"In post","2021","London","AA/AO","Project Delivery","60","50","24360","24370"
"In post","2021","London","AA/AO","Property","100","90","23510","24960"
"In post","2021","London","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Science and Engineering","110","100","24190","23710"
"In post","2021","London","AA/AO","Security","410","400","26590","24110"
"In post","2021","London","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","London","AA/AO","Tax","60","60","24770","24120"
"In post","2021","London","AA/AO","Unknown","1870","1670","24480","25110"
"In post","2021","London","EO","Commercial","100","100","29060","29740"
"In post","2021","London","EO","Communications","240","230","28560","27850"
"In post","2021","London","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","London","EO","Counter Fraud","70","60","28180","28750"
"In post","2021","London","EO","Digital, Data and Technology","290","290","29510","29500"
"In post","2021","London","EO","Economics","90","90","27720","27680"
"In post","2021","London","EO","Finance","300","290","28740","29000"
"In post","2021","London","EO","Human Resources","350","330","29060","28810"
"In post","2021","London","EO","Intelligence Analysis","450","420","29940","29250"
"In post","2021","London","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","London","EO","International Trade","70","70","27760","26510"
"In post","2021","London","EO","Knowledge and Information Management","140","130","28920","29160"
"In post","2021","London","EO","Legal","570","560","30300","29570"
"In post","2021","London","EO","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","London","EO","Operational Delivery","7080","6620","29940","29080"
"In post","2021","London","EO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","London","EO","Other","1170","1110","28050","28650"
"In post","2021","London","EO","Planning","[c]","[c]","[c]","[c]"
"In post","2021","London","EO","Policy","1750","1710","29120","28670"
"In post","2021","London","EO","Project Delivery","330","320","29060","29080"
"In post","2021","London","EO","Property","260","250","29980","29630"
"In post","2021","London","EO","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","London","EO","Science and Engineering","110","110","28210","27510"
"In post","2021","London","EO","Security","160","160","31700","29990"
"In post","2021","London","EO","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","London","EO","Statistics","110","100","30010","30100"
"In post","2021","London","EO","Tax","460","430","30930","30700"
"In post","2021","London","EO","Unknown","7110","6720","30770","31060"
"In post","2021","London","G6/G7","Commercial","240","230","63630","62550"
"In post","2021","London","G6/G7","Communications","650","630","59240","57470"
"In post","2021","London","G6/G7","Corporate Finance","40","40","[c]","[c]"
"In post","2021","London","G6/G7","Counter Fraud","90","90","63360","61900"
"In post","2021","London","G6/G7","Digital, Data and Technology","1280","1260","62330","60770"
"In post","2021","London","G6/G7","Economics","770","740","60320","58710"
"In post","2021","London","G6/G7","Finance","920","900","61760","59730"
"In post","2021","London","G6/G7","Human Resources","770","750","61040","59190"
"In post","2021","London","G6/G7","Inspector of Education and Training","130","120","75690","75500"
"In post","2021","London","G6/G7","Intelligence Analysis","290","280","60090","59160"
"In post","2021","London","G6/G7","Internal Audit","70","70","62690","59730"
"In post","2021","London","G6/G7","International Trade","460","450","55470","52850"
"In post","2021","London","G6/G7","Knowledge and Information Management","190","180","59790","57460"
"In post","2021","London","G6/G7","Legal","2960","2750","61270","61860"
"In post","2021","London","G6/G7","Medicine","110","110","64570","66680"
"In post","2021","London","G6/G7","Operational Delivery","2280","2220","60690","58220"
"In post","2021","London","G6/G7","Operational Research","140","130","63160","59920"
"In post","2021","London","G6/G7","Other","900","860","63470","59730"
"In post","2021","London","G6/G7","Planning","40","30","[c]","[c]"
"In post","2021","London","G6/G7","Policy","8360","8120","59200","57460"
"In post","2021","London","G6/G7","Project Delivery","1390","1360","61140","59160"
"In post","2021","London","G6/G7","Property","310","300","62760","62960"
"In post","2021","London","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","London","G6/G7","Science and Engineering","460","440","60700","59020"
"In post","2021","London","G6/G7","Security","180","180","61920","59640"
"In post","2021","London","G6/G7","Social Research","190","180","59670","58130"
"In post","2021","London","G6/G7","Statistics","340","330","59330","59160"
"In post","2021","London","G6/G7","Tax","530","500","62870","59160"
"In post","2021","London","G6/G7","Unknown","3530","3440","60260","57750"
"In post","2021","London","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Commercial","50","50","87030","79150"
"In post","2021","London","SCS","Communications","100","100","88190","82220"
"In post","2021","London","SCS","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Digital, Data and Technology","120","120","94880","90710"
"In post","2021","London","SCS","Economics","80","80","89940","82660"
"In post","2021","London","SCS","Finance","160","160","91190","83860"
"In post","2021","London","SCS","Human Resources","130","130","89020","82600"
"In post","2021","London","SCS","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","International Trade","80","80","84460","75570"
"In post","2021","London","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Legal","290","280","88850","82520"
"In post","2021","London","SCS","Medicine","210","180","103560","95140"
"In post","2021","London","SCS","Operational Delivery","330","320","95850","89520"
"In post","2021","London","SCS","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Other","170","160","95930","88520"
"In post","2021","London","SCS","Planning","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Policy","1390","1340","85440","77450"
"In post","2021","London","SCS","Project Delivery","260","250","94660","93000"
"In post","2021","London","SCS","Property","30","30","[c]","[c]"
"In post","2021","London","SCS","Science and Engineering","60","50","102590","95310"
"In post","2021","London","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","London","SCS","Tax","40","40","[c]","[c]"
"In post","2021","London","SCS","Unknown","1040","1020","93780","81450"
"In post","2021","London","SCS","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","London","SEO/HEO","Commercial","430","420","41370","40650"
"In post","2021","London","SEO/HEO","Communications","1040","1030","39550","39560"
"In post","2021","London","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","London","SEO/HEO","Counter Fraud","230","230","38390","40000"
"In post","2021","London","SEO/HEO","Digital, Data and Technology","1550","1520","40140","40270"
"In post","2021","London","SEO/HEO","Economics","770","760","35200","34090"
"In post","2021","London","SEO/HEO","Finance","1090","1070","39620","39830"
"In post","2021","London","SEO/HEO","Human Resources","1070","1040","38890","37900"
"In post","2021","London","SEO/HEO","Inspector of Education and Training","100","100","50850","51360"
"In post","2021","London","SEO/HEO","Intelligence Analysis","600","580","39750","38410"
"In post","2021","London","SEO/HEO","Internal Audit","100","90","44810","45260"
"In post","2021","London","SEO/HEO","International Trade","460","460","35800","35560"
"In post","2021","London","SEO/HEO","Knowledge and Information Management","320","310","38050","37640"
"In post","2021","London","SEO/HEO","Legal","900","860","39650","39360"
"In post","2021","London","SEO/HEO","Medicine","40","40","[c]","[c]"
"In post","2021","London","SEO/HEO","Operational Delivery","6300","6090","38880","37460"
"In post","2021","London","SEO/HEO","Operational Research","200","200","39800","38340"
"In post","2021","London","SEO/HEO","Other","1230","1200","37430","36590"
"In post","2021","London","SEO/HEO","Planning","40","40","[c]","[c]"
"In post","2021","London","SEO/HEO","Policy","7810","7670","37630","37000"
