"Status","Year","Function_of_post","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Human Resources","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","South West (England)","Declared non-disabled","100","80","30450","25000"
"New entrant CS","2021","Human Resources","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","East Midlands (England)","Unknown","70","60","31780","24740"
"New entrant CS","2021","Legal","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","East of England","Unknown","60","60","31330","26550"
"New entrant CS","2021","Legal","London","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Legal","London","Declared non-disabled","280","270","43430","43920"
"New entrant CS","2021","Legal","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","Unknown","270","260","36040","30850"
"New entrant CS","2021","Legal","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","North East (England)","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Legal","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","North West (England)","Unknown","90","90","36910","38000"
"New entrant CS","2021","Legal","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scotland","Declared non-disabled","60","60","30100","33550"
"New entrant CS","2021","Legal","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scotland","Unknown","60","50","23580","20850"
"New entrant CS","2021","Legal","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","South East (England)","Unknown","130","130","32700","26970"
"New entrant CS","2021","Legal","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","South West (England)","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","West Midlands (England)","Unknown","80","70","35080","30560"
"New entrant CS","2021","Legal","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Yorkshire and The Humber","Unknown","70","70","31360","25480"
"New entrant CS","2021","No function","East Midlands (England)","Declared disabled","60","60","24970","22890"
"New entrant CS","2021","No function","East Midlands (England)","Declared non-disabled","510","500","24520","22850"
"New entrant CS","2021","No function","East Midlands (England)","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","No function","East Midlands (England)","Unknown","420","400","23430","22350"
"New entrant CS","2021","No function","East of England","Declared disabled","70","70","23060","21570"
"New entrant CS","2021","No function","East of England","Declared non-disabled","620","590","26500","22920"
"New entrant CS","2021","No function","East of England","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","No function","East of England","Unknown","400","380","24190","22350"
"New entrant CS","2021","No function","London","Declared disabled","390","380","32880","31390"
"New entrant CS","2021","No function","London","Declared non-disabled","3120","3020","35120","32330"
"New entrant CS","2021","No function","London","Undeclared","390","370","39140","33570"
"New entrant CS","2021","No function","London","Unknown","2770","2730","32990","30150"
"New entrant CS","2021","No function","North East (England)","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","No function","North East (England)","Declared non-disabled","330","310","24180","22850"
"New entrant CS","2021","No function","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","North East (England)","Unknown","390","380","23090","20600"
"New entrant CS","2021","No function","North West (England)","Declared disabled","100","90","24750","22850"
"New entrant CS","2021","No function","North West (England)","Declared non-disabled","810","770","25550","22850"
"New entrant CS","2021","No function","North West (England)","Undeclared","50","50","25370","20480"
"New entrant CS","2021","No function","North West (England)","Unknown","1130","1100","24200","20880"
"New entrant CS","2021","No function","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland","Declared non-disabled","90","90","23390","20140"
"New entrant CS","2021","No function","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland","Unknown","140","130","22550","20140"
"New entrant CS","2021","No function","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Scotland","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","No function","Scotland","Declared non-disabled","370","370","25260","21590"
"New entrant CS","2021","No function","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Scotland","Unknown","470","460","22520","20810"
"New entrant CS","2021","No function","South East (England)","Declared disabled","100","100","26280","24020"
"New entrant CS","2021","No function","South East (England)","Declared non-disabled","990","950","25990","24370"
"New entrant CS","2021","No function","South East (England)","Undeclared","50","50","31010","24920"
"New entrant CS","2021","No function","South East (England)","Unknown","790","750","25390","24020"
"New entrant CS","2021","No function","South West (England)","Declared disabled","120","110","25830","22780"
"New entrant CS","2021","No function","South West (England)","Declared non-disabled","940","880","27470","23140"
"New entrant CS","2021","No function","South West (England)","Undeclared","60","60","32920","28590"
"New entrant CS","2021","No function","South West (England)","Unknown","570","560","26020","22850"
"New entrant CS","2021","No function","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","110","110","31490","28000"
"New entrant CS","2021","No function","Wales","Declared disabled","70","60","23950","21050"
"New entrant CS","2021","No function","Wales","Declared non-disabled","540","510","22910","21050"
"New entrant CS","2021","No function","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Wales","Unknown","760","720","22680","21590"
"New entrant CS","2021","No function","West Midlands (England)","Declared disabled","90","90","23830","22510"
"New entrant CS","2021","No function","West Midlands (England)","Declared non-disabled","820","780","25650","22850"
"New entrant CS","2021","No function","West Midlands (England)","Undeclared","60","60","28090","23370"
"New entrant CS","2021","No function","West Midlands (England)","Unknown","680","660","25560","22350"
"New entrant CS","2021","No function","Yorkshire and The Humber","Declared disabled","90","90","27070","24000"
"New entrant CS","2021","No function","Yorkshire and The Humber","Declared non-disabled","610","590","27130","22920"
"New entrant CS","2021","No function","Yorkshire and The Humber","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","No function","Yorkshire and The Humber","Unknown","850","820","26520","22850"
"New entrant CS","2021","Project Delivery","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","East of England","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","East of England","Unknown","[c]","[c]","[c]","[c]"
