"Status","Year","Region_ITL3","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bournemouth and Poole","Unknown","Dorset and Somerset","40","30","[c]","[c]"
"In post","2021","Bradford","Declared disabled","West Yorkshire","340","280","26100","25560"
"In post","2021","Bradford","Declared non-disabled","West Yorkshire","2020","1790","27920","25560"
"In post","2021","Bradford","Undeclared","West Yorkshire","130","120","25820","21440"
"In post","2021","Bradford","Unknown","West Yorkshire","610","550","25690","21440"
"In post","2021","Breckland and South Norfolk","Declared disabled","East Anglia","50","50","27970","27570"
"In post","2021","Breckland and South Norfolk","Declared non-disabled","East Anglia","390","370","28390","26750"
"In post","2021","Breckland and South Norfolk","Undeclared","East Anglia","50","50","31510","27570"
"In post","2021","Breckland and South Norfolk","Unknown","East Anglia","40","40","[c]","[c]"
"In post","2021","Brent","Declared disabled","Outer London - West and North West","60","60","31360","31060"
"In post","2021","Brent","Declared non-disabled","Outer London - West and North West","440","410","31350","31060"
"In post","2021","Brent","Undeclared","Outer London - West and North West","40","40","[c]","[c]"
"In post","2021","Brent","Unknown","Outer London - West and North West","60","60","30850","31060"
"In post","2021","Bridgend and Neath Port Talbot","Declared disabled","West Wales and The Valleys","110","100","26500","27570"
"In post","2021","Bridgend and Neath Port Talbot","Declared non-disabled","West Wales and The Valleys","510","450","26590","27570"
"In post","2021","Bridgend and Neath Port Talbot","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","West Wales and The Valleys","60","60","31930","32770"
"In post","2021","Brighton and Hove","Declared disabled","Surrey, East and West Sussex","100","90","28460","27570"
"In post","2021","Brighton and Hove","Declared non-disabled","Surrey, East and West Sussex","460","410","31130","27570"
"In post","2021","Brighton and Hove","Undeclared","Surrey, East and West Sussex","40","40","[c]","[c]"
"In post","2021","Brighton and Hove","Unknown","Surrey, East and West Sussex","60","60","30880","26970"
"In post","2021","Bristol, City of","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","670","610","32550","27570"
"In post","2021","Bristol, City of","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","4500","4190","36590","31810"
"In post","2021","Bristol, City of","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","330","300","35120","31590"
"In post","2021","Bristol, City of","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","1110","1040","35140","31810"
"In post","2021","Bromley","Declared disabled","Outer London - South","70","60","31360","31060"
"In post","2021","Bromley","Declared non-disabled","Outer London - South","340","310","29090","31060"
"In post","2021","Bromley","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Unknown","Outer London - South","30","30","[c]","[c]"
"In post","2021","Buckinghamshire CC","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","190","180","30340","28200"
"In post","2021","Buckinghamshire CC","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","1150","1100","32190","29530"
"In post","2021","Buckinghamshire CC","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","180","160","33690","33670"
"In post","2021","Buckinghamshire CC","Unknown","Berkshire, Buckinghamshire and Oxfordshire","170","160","32250","28670"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Declared non-disabled","Highlands and Islands","160","150","29480","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Unknown","Highlands and Islands","30","30","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Declared disabled","West Yorkshire","190","160","26690","27570"
"In post","2021","Calderdale and Kirklees","Declared non-disabled","West Yorkshire","740","650","27290","27570"
"In post","2021","Calderdale and Kirklees","Undeclared","West Yorkshire","50","50","28100","27570"
"In post","2021","Calderdale and Kirklees","Unknown","West Yorkshire","90","80","24880","26280"
"In post","2021","Cambridgeshire CC","Declared disabled","East Anglia","350","330","32890","31220"
"In post","2021","Cambridgeshire CC","Declared non-disabled","East Anglia","2210","2110","34110","31220"
"In post","2021","Cambridgeshire CC","Undeclared","East Anglia","440","410","33170","31650"
"In post","2021","Cambridgeshire CC","Unknown","East Anglia","370","360","35260","30760"
"In post","2021","Camden and City of London","Declared disabled","Inner London - West","290","280","35160","30850"
"In post","2021","Camden and City of London","Declared non-disabled","Inner London - West","2270","2170","38500","32520"
"In post","2021","Camden and City of London","Undeclared","Inner London - West","250","240","35910","31670"
"In post","2021","Camden and City of London","Unknown","Inner London - West","830","800","39470","36160"
"In post","2021","Cardiff and Vale of Glamorgan","Declared disabled","East Wales","1080","990","31610","27570"
"In post","2021","Cardiff and Vale of Glamorgan","Declared non-disabled","East Wales","8230","7710","34390","28850"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","East Wales","570","520","32510","29670"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","East Wales","2190","2040","28310","25560"
"In post","2021","Causeway Coast and Glens","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Declared non-disabled","Northern Ireland","50","50","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Declared disabled","Bedfordshire and Hertfordshire","40","40","[c]","[c]"
"In post","2021","Central Bedfordshire","Declared non-disabled","Bedfordshire and Hertfordshire","320","300","29870","27570"
"In post","2021","Central Bedfordshire","Undeclared","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"In post","2021","Central Bedfordshire","Unknown","Bedfordshire and Hertfordshire","40","40","[c]","[c]"
"In post","2021","Central Hampshire","Declared disabled","Hampshire and Isle of Wight","440","420","34270","33300"
"In post","2021","Central Hampshire","Declared non-disabled","Hampshire and Isle of Wight","2810","2700","36070","33300"
"In post","2021","Central Hampshire","Undeclared","Hampshire and Isle of Wight","390","380","36010","33520"
"In post","2021","Central Hampshire","Unknown","Hampshire and Isle of Wight","560","540","38380","34140"
"In post","2021","Central Valleys","Declared disabled","West Wales and The Valleys","180","160","28700","27570"
"In post","2021","Central Valleys","Declared non-disabled","West Wales and The Valleys","1370","1270","35080","28850"
"In post","2021","Central Valleys","Undeclared","West Wales and The Valleys","60","60","34830","28850"
"In post","2021","Central Valleys","Unknown","West Wales and The Valleys","100","100","37870","32540"
"In post","2021","Cheshire East","Declared disabled","Cheshire","90","90","30400","27570"
"In post","2021","Cheshire East","Declared non-disabled","Cheshire","540","500","30380","27570"
"In post","2021","Cheshire East","Undeclared","Cheshire","60","60","31280","31650"
"In post","2021","Cheshire East","Unknown","Cheshire","60","60","25340","23970"
"In post","2021","Cheshire West and Chester","Declared disabled","Cheshire","80","70","26000","27570"
"In post","2021","Cheshire West and Chester","Declared non-disabled","Cheshire","330","310","25960","26470"
"In post","2021","Cheshire West and Chester","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Declared disabled","Lancashire","120","110","28640","27470"
"In post","2021","Chorley and West Lancashire","Declared non-disabled","Lancashire","820","760","29910","27570"
"In post","2021","Chorley and West Lancashire","Undeclared","Lancashire","190","170","30800","31650"
"In post","2021","Chorley and West Lancashire","Unknown","Lancashire","190","190","28340","25790"
"In post","2021","City of Edinburgh","Declared disabled","Eastern Scotland","1100","1040","36250","31810"
"In post","2021","City of Edinburgh","Declared non-disabled","Eastern Scotland","6370","6090","39590","34190"
"In post","2021","City of Edinburgh","Undeclared","Eastern Scotland","300","290","35810","31810"
"In post","2021","City of Edinburgh","Unknown","Eastern Scotland","5030","4780","34950","30650"
"In post","2021","Clackmannanshire and Fife","Declared disabled","Eastern Scotland","170","160","30170","27570"
"In post","2021","Clackmannanshire and Fife","Declared non-disabled","Eastern Scotland","680","620","29450","27570"
"In post","2021","Clackmannanshire and Fife","Undeclared","Eastern Scotland","40","40","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Unknown","Eastern Scotland","460","430","30220","29350"
"In post","2021","Conwy and Denbighshire","Declared disabled","West Wales and The Valleys","70","70","32240","27570"
"In post","2021","Conwy and Denbighshire","Declared non-disabled","West Wales and The Valleys","550","510","35610","33300"
"In post","2021","Conwy and Denbighshire","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Unknown","West Wales and The Valleys","40","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","Cornwall and Isles of Scilly","210","190","26460","27570"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","Cornwall and Isles of Scilly","1180","1080","26500","26670"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Cornwall and Isles of Scilly","100","90","27270","26670"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Cornwall and Isles of Scilly","160","150","27000","21960"
"In post","2021","Coventry","Declared disabled","West Midlands","240","220","33700","29730"
"In post","2021","Coventry","Declared non-disabled","West Midlands","1750","1660","37320","33030"
"In post","2021","Coventry","Undeclared","West Midlands","80","70","33980","30090"
"In post","2021","Coventry","Unknown","West Midlands","360","350","37390","33610"
"In post","2021","Croydon","Declared disabled","Outer London - South","940","870","36830","32520"
"In post","2021","Croydon","Declared non-disabled","Outer London - South","6920","6560","38780","35070"
"In post","2021","Croydon","Undeclared","Outer London - South","530","500","38940","35200"
"In post","2021","Croydon","Unknown","Outer London - South","1240","1200","36840","32520"
"In post","2021","Darlington","Declared disabled","Tees Valley and Durham","100","100","34030","30200"
"In post","2021","Darlington","Declared non-disabled","Tees Valley and Durham","700","660","35870","32300"
"In post","2021","Darlington","Undeclared","Tees Valley and Durham","60","60","36440","32560"
"In post","2021","Darlington","Unknown","Tees Valley and Durham","110","110","35510","29360"
"In post","2021","Derby","Declared disabled","Derbyshire and Nottinghamshire","150","130","24950","21010"
"In post","2021","Derby","Declared non-disabled","Derbyshire and Nottinghamshire","740","650","26750","23840"
"In post","2021","Derby","Undeclared","Derbyshire and Nottinghamshire","60","50","26200","21630"
"In post","2021","Derby","Unknown","Derbyshire and Nottinghamshire","70","70","26640","25680"
"In post","2021","Derry City and Strabane","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Declared disabled","Devon","580","510","29000","27570"
"In post","2021","Devon CC","Declared non-disabled","Devon","4360","4010","32710","27870"
"In post","2021","Devon CC","Undeclared","Devon","280","250","28260","27370"
"In post","2021","Devon CC","Unknown","Devon","360","340","26350","22850"
"In post","2021","Dorset CC","Declared disabled","Dorset and Somerset","240","220","29260","27570"
"In post","2021","Dorset CC","Declared non-disabled","Dorset and Somerset","1410","1320","29080","27130"
"In post","2021","Dorset CC","Undeclared","Dorset and Somerset","200","180","30690","29670"
"In post","2021","Dorset CC","Unknown","Dorset and Somerset","300","280","28270","23970"
"In post","2021","Dudley","Declared disabled","West Midlands","170","140","25140","25630"
"In post","2021","Dudley","Declared non-disabled","West Midlands","860","730","25130","26120"
"In post","2021","Dudley","Undeclared","West Midlands","50","50","25630","27570"
"In post","2021","Dudley","Unknown","West Midlands","70","70","23990","21010"
"In post","2021","Dumfries and Galloway","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Declared non-disabled","Southern Scotland","320","290","29530","27570"
"In post","2021","Dumfries and Galloway","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Unknown","Southern Scotland","210","190","29060","28410"
"In post","2021","Durham CC","Declared disabled","Tees Valley and Durham","550","480","26620","25310"
"In post","2021","Durham CC","Declared non-disabled","Tees Valley and Durham","3780","3380","27370","25560"
"In post","2021","Durham CC","Undeclared","Tees Valley and Durham","530","460","29260","31650"
"In post","2021","Durham CC","Unknown","Tees Valley and Durham","740","700","23920","22350"
"In post","2021","Ealing","Declared disabled","Outer London - West and North West","80","80","31600","31060"
"In post","2021","Ealing","Declared non-disabled","Outer London - West and North West","360","340","31330","31060"
"In post","2021","Ealing","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Unknown","Outer London - West and North West","50","50","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Declared disabled","Southern Scotland","80","70","25200","27150"
"In post","2021","East Ayrshire and North Ayrshire mainland","Declared non-disabled","Southern Scotland","710","640","26830","26600"
"In post","2021","East Ayrshire and North Ayrshire mainland","Undeclared","Southern Scotland","30","30","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Unknown","Southern Scotland","130","130","26490","23230"
"In post","2021","East Cumbria","Declared disabled","Cumbria","100","90","28030","25930"
"In post","2021","East Cumbria","Declared non-disabled","Cumbria","740","670","27140","24920"
"In post","2021","East Cumbria","Undeclared","Cumbria","40","40","[c]","[c]"
"In post","2021","East Cumbria","Unknown","Cumbria","50","50","32340","30600"
"In post","2021","East Derbyshire","Declared disabled","Derbyshire and Nottinghamshire","100","90","26580","27570"
"In post","2021","East Derbyshire","Declared non-disabled","Derbyshire and Nottinghamshire","290","240","27060","27570"
"In post","2021","East Derbyshire","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Declared disabled","West Central Scotland","170","150","29480","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Declared non-disabled","West Central Scotland","1410","1330","30330","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Undeclared","West Central Scotland","100","90","33150","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","West Central Scotland","750","730","30860","30930"
"In post","2021","East Kent","Declared disabled","Kent","450","410","28380","27370"
"In post","2021","East Kent","Declared non-disabled","Kent","3110","2860","28100","26670"
"In post","2021","East Kent","Undeclared","Kent","290","270","28950","27370"
"In post","2021","East Kent","Unknown","Kent","370","360","28090","24880"
"In post","2021","East Lancashire","Declared disabled","Lancashire","90","80","25780","27570"
"In post","2021","East Lancashire","Declared non-disabled","Lancashire","350","310","25910","27570"
"In post","2021","East Lancashire","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Declared non-disabled","Eastern Scotland","70","70","28190","27570"
"In post","2021","East Lothian and Midlothian","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Declared disabled","Merseyside","170","150","27140","27570"
"In post","2021","East Merseyside","Declared non-disabled","Merseyside","770","690","27550","27570"
"In post","2021","East Merseyside","Undeclared","Merseyside","40","30","[c]","[c]"
"In post","2021","East Merseyside","Unknown","Merseyside","60","60","28990","27570"
"In post","2021","East Riding of Yorkshire","Declared disabled","East Yorkshire and Northern Lincolnshire","170","160","28010","26930"
"In post","2021","East Riding of Yorkshire","Declared non-disabled","East Yorkshire and Northern Lincolnshire","1310","1240","28680","26810"
"In post","2021","East Riding of Yorkshire","Undeclared","East Yorkshire and Northern Lincolnshire","220","200","30780","31650"
"In post","2021","East Riding of Yorkshire","Unknown","East Yorkshire and Northern Lincolnshire","200","190","26580","25960"
"In post","2021","East Surrey","Declared disabled","Surrey, East and West Sussex","90","80","31710","31060"
"In post","2021","East Surrey","Declared non-disabled","Surrey, East and West Sussex","620","590","34330","33590"
"In post","2021","East Surrey","Undeclared","Surrey, East and West Sussex","150","140","32780","33900"
"In post","2021","East Surrey","Unknown","Surrey, East and West Sussex","120","120","30940","31980"
"In post","2021","East Sussex CC","Declared disabled","Surrey, East and West Sussex","280","240","25640","26120"
"In post","2021","East Sussex CC","Declared non-disabled","Surrey, East and West Sussex","1470","1320","26980","27570"
"In post","2021","East Sussex CC","Undeclared","Surrey, East and West Sussex","140","130","27900","27570"
"In post","2021","East Sussex CC","Unknown","Surrey, East and West Sussex","100","90","26020","25850"
"In post","2021","Enfield","Declared disabled","Outer London - East and North East","60","50","31500","31060"
"In post","2021","Enfield","Declared non-disabled","Outer London - East and North East","270","250","30110","31060"
"In post","2021","Enfield","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Enfield","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Essex Haven Gateway","Declared disabled","Essex","140","130","32570","29290"
"In post","2021","Essex Haven Gateway","Declared non-disabled","Essex","820","780","31930","29290"
"In post","2021","Essex Haven Gateway","Undeclared","Essex","80","80","33020","30890"
"In post","2021","Essex Haven Gateway","Unknown","Essex","100","90","34740","30040"
"In post","2021","Essex Thames Gateway","Declared disabled","Essex","180","160","27370","29050"
"In post","2021","Essex Thames Gateway","Declared non-disabled","Essex","680","610","27920","29050"
"In post","2021","Essex Thames Gateway","Undeclared","Essex","30","30","[c]","[c]"
"In post","2021","Essex Thames Gateway","Unknown","Essex","40","40","[c]","[c]"
"In post","2021","Falkirk","Declared disabled","Eastern Scotland","180","160","27740","27570"
"In post","2021","Falkirk","Declared non-disabled","Eastern Scotland","1010","870","26050","22220"
"In post","2021","Falkirk","Undeclared","Eastern Scotland","80","70","24690","21010"
"In post","2021","Falkirk","Unknown","Eastern Scotland","550","500","30750","33650"
"In post","2021","Fermanagh and Omagh","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Declared disabled","East Wales","220","190","27590","26780"
"In post","2021","Flintshire and Wrexham","Declared non-disabled","East Wales","1520","1430","27880","26120"
"In post","2021","Flintshire and Wrexham","Undeclared","East Wales","250","240","28760","27570"
"In post","2021","Flintshire and Wrexham","Unknown","East Wales","170","170","26020","24120"
"In post","2021","Glasgow City","Declared disabled","West Central Scotland","1180","1080","28920","26160"
"In post","2021","Glasgow City","Declared non-disabled","West Central Scotland","7240","6740","31690","27570"
"In post","2021","Glasgow City","Undeclared","West Central Scotland","430","400","29220","26670"
"In post","2021","Glasgow City","Unknown","West Central Scotland","2800","2640","33790","30650"
"In post","2021","Gloucestershire","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","160","140","27410","27570"
"In post","2021","Gloucestershire","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","950","850","29610","27570"
"In post","2021","Gloucestershire","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","80","80","30820","27570"
"In post","2021","Gloucestershire","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","210","200","28390","26670"
"In post","2021","Greater Manchester North East","Declared disabled","Greater Manchester","170","160","27520","27570"
"In post","2021","Greater Manchester North East","Declared non-disabled","Greater Manchester","840","780","27650","27570"
"In post","2021","Greater Manchester North East","Undeclared","Greater Manchester","130","120","28910","27570"
"In post","2021","Greater Manchester North East","Unknown","Greater Manchester","70","70","25190","27130"
"In post","2021","Greater Manchester North West","Declared disabled","Greater Manchester","290","250","24570","21590"
"In post","2021","Greater Manchester North West","Declared non-disabled","Greater Manchester","1470","1320","25400","24440"
"In post","2021","Greater Manchester North West","Undeclared","Greater Manchester","150","140","26630","26320"
"In post","2021","Greater Manchester North West","Unknown","Greater Manchester","80","80","23990","24440"
"In post","2021","Greater Manchester South East","Declared disabled","Greater Manchester","180","170","25630","21630"
"In post","2021","Greater Manchester South East","Declared non-disabled","Greater Manchester","1030","940","25550","22080"
"In post","2021","Greater Manchester South East","Undeclared","Greater Manchester","100","90","25430","21750"
"In post","2021","Greater Manchester South East","Unknown","Greater Manchester","80","70","26940","26350"
"In post","2021","Greater Manchester South West","Declared disabled","Greater Manchester","560","520","29720","27570"
"In post","2021","Greater Manchester South West","Declared non-disabled","Greater Manchester","3700","3490","31370","27570"
"In post","2021","Greater Manchester South West","Undeclared","Greater Manchester","290","270","30950","27570"
"In post","2021","Greater Manchester South West","Unknown","Greater Manchester","1590","1510","28620","25560"
"In post","2021","Gwent Valleys","Declared disabled","West Wales and The Valleys","170","150","26090","27570"
"In post","2021","Gwent Valleys","Declared non-disabled","West Wales and The Valleys","830","760","28980","27570"
"In post","2021","Gwent Valleys","Undeclared","West Wales and The Valleys","40","30","[c]","[c]"
"In post","2021","Gwent Valleys","Unknown","West Wales and The Valleys","50","50","[c]","[c]"
"In post","2021","Gwynedd","Declared disabled","West Wales and The Valleys","90","80","23900","21010"
