"Status","Year","Region_ITL2","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions","Heterosexual / straight","70","60","25580","27570"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","Heterosexual / straight","90","80","35720","28590"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","Heterosexual / straight","530","500","36710","33300"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","LGBO","40","30","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","Undeclared","80","70","39160","38340"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","Unknown","90","80","31920","28800"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","Heterosexual / straight","110","100","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Department for Work and Pensions","Heterosexual / straight","160","140","26930","21010"
"Leaver CS","2021","Greater Manchester","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Department for Work and Pensions","Unknown","110","100","26030","27120"
"Leaver CS","2021","Greater Manchester","Department of Health and Social Care","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","HM Revenue and Customs","Unknown","190","160","[c]","[c]"
"Leaver CS","2021","Greater Manchester","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Ministry of Justice","Heterosexual / straight","130","110","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Ministry of Justice","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Department for Transport","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Department for Work and Pensions","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","HM Revenue and Customs","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Ministry of Defence","Heterosexual / straight","260","250","30930","28650"
"Leaver CS","2021","Hampshire and Isle of Wight","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Ministry of Defence","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Ministry of Defence","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Ministry of Justice","Heterosexual / straight","80","70","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","United Kingdom Statistics Authority","Heterosexual / straight","90","60","23940","19520"
"Leaver CS","2021","Hampshire and Isle of Wight","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","United Kingdom Statistics Authority","Unknown","60","40","23690","19130"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Department for Work and Pensions","Heterosexual / straight","30","20","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice","Heterosexual / straight","90","80","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Scottish Government","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Inner London - East","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Competition and Markets Authority","Heterosexual / straight","70","60","50710","46140"
"Leaver CS","2021","Inner London - East","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Department for Work and Pensions","Heterosexual / straight","70","70","30540","25110"
"Leaver CS","2021","Inner London - East","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Department for Work and Pensions","Unknown","60","50","32070","31060"
"Leaver CS","2021","Inner London - East","Department of Health and Social Care","Heterosexual / straight","160","150","43140","38200"
"Leaver CS","2021","Inner London - East","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Department of Health and Social Care","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Inner London - East","Department of Health and Social Care","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Inner London - East","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","HM Revenue and Customs","Unknown","120","110","[c]","[c]"
"Leaver CS","2021","Inner London - East","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Ministry of Justice","Heterosexual / straight","110","110","[c]","[c]"
"Leaver CS","2021","Inner London - East","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Ministry of Justice","Unknown","90","90","[c]","[c]"
"Leaver CS","2021","Inner London - East","National Crime Agency","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Inner London - East","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
