"Status","Year","Region_ITL2","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cheshire","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Environment, Food and Rural Affairs","Unknown","90","80","29500","25190"
"In post","2021","Cheshire","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Work and Pensions","Heterosexual / straight","670","610","25970","27570"
"In post","2021","Cheshire","Department for Work and Pensions","LGBO","50","40","[c]","[c]"
"In post","2021","Cheshire","Department for Work and Pensions","Undeclared","70","60","25710","27570"
"In post","2021","Cheshire","Department for Work and Pensions","Unknown","190","160","25760","27570"
"In post","2021","Cheshire","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence","Heterosexual / straight","50","50","28910","27720"
"In post","2021","Cheshire","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government","Heterosexual / straight","50","50","38190","34690"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Justice","Heterosexual / straight","770","720","29280","26320"
"In post","2021","Cheshire","Ministry of Justice","LGBO","70","70","28050","26460"
"In post","2021","Cheshire","Ministry of Justice","Undeclared","130","120","30870","31650"
"In post","2021","Cheshire","Ministry of Justice","Unknown","270","250","27400","25790"
"In post","2021","Cheshire","National Crime Agency","Heterosexual / straight","930","910","36210","36050"
"In post","2021","Cheshire","National Crime Agency","LGBO","60","60","35480","32770"
"In post","2021","Cheshire","National Crime Agency","Undeclared","80","80","35010","33500"
"In post","2021","Cheshire","National Crime Agency","Unknown","120","120","38230","36740"
"In post","2021","Cornwall and Isles of Scilly","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","Heterosexual / straight","60","60","33690","29180"
"In post","2021","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Transport","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Work and Pensions","Heterosexual / straight","500","450","26030","27570"
"In post","2021","Cornwall and Isles of Scilly","Department for Work and Pensions","LGBO","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Work and Pensions","Undeclared","60","60","26480","27570"
"In post","2021","Cornwall and Isles of Scilly","Department for Work and Pensions","Unknown","220","190","23990","21010"
"In post","2021","Cornwall and Isles of Scilly","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Defence","Heterosexual / straight","360","340","24670","21580"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Defence","Undeclared","70","60","26180","22290"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Defence","Unknown","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Justice","Heterosexual / straight","100","90","26730","22260"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Environment, Food and Rural Affairs","Heterosexual / straight","490","440","27060","24920"
"In post","2021","Cumbria","Department for Environment, Food and Rural Affairs","LGBO","30","30","[c]","[c]"
"In post","2021","Cumbria","Department for Environment, Food and Rural Affairs","Undeclared","50","50","28200","25100"
"In post","2021","Cumbria","Department for Environment, Food and Rural Affairs","Unknown","420","380","24180","21050"
"In post","2021","Cumbria","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Work and Pensions","Heterosexual / straight","170","150","27220","27570"
"In post","2021","Cumbria","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Work and Pensions","Unknown","80","60","26360","27570"
"In post","2021","Cumbria","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Defence","Heterosexual / straight","300","290","32700","28870"
"In post","2021","Cumbria","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Defence","Undeclared","50","50","34520","33950"
"In post","2021","Cumbria","Ministry of Defence","Unknown","30","30","[c]","[c]"
"In post","2021","Cumbria","Ministry of Justice","Heterosexual / straight","280","250","27390","24800"
"In post","2021","Cumbria","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Justice","Undeclared","40","30","[c]","[c]"
"In post","2021","Cumbria","Ministry of Justice","Unknown","60","50","27210","26440"
"In post","2021","Derbyshire and Nottinghamshire","Attorney General's Departments","Heterosexual / straight","190","180","36960","30130"
"In post","2021","Derbyshire and Nottinghamshire","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Attorney General's Departments","Unknown","70","60","39150","34480"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","80","70","35490","34500"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","Unknown","80","80","27070","24250"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","Heterosexual / straight","230","220","41450","37100"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","Unknown","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","Heterosexual / straight","90","90","35110","31470"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","Unknown","50","50","28280","25150"
"In post","2021","Derbyshire and Nottinghamshire","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","Heterosexual / straight","260","250","35600","31860"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","Undeclared","80","70","36790","32180"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","Unknown","90","90","31870","29730"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","Heterosexual / straight","1720","1550","28730","27570"
