"Status","Year","Sex","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","3300","3050","31790","28550"
"In post","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","310","280","31800","29290"
"In post","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Unknown","680","640","33960","29290"
"In post","2022","Female","Cheshire","Declared disabled","300","260","29480","27570"
"In post","2022","Female","Cheshire","Declared non-disabled","1480","1340","30490","27570"
"In post","2022","Female","Cheshire","Undeclared","130","120","29780","27570"
"In post","2022","Female","Cheshire","Unknown","590","570","32570","30640"
"In post","2022","Female","Cornwall and Isles of Scilly","Declared disabled","160","140","26620","27570"
"In post","2022","Female","Cornwall and Isles of Scilly","Declared non-disabled","700","620","27240","27570"
"In post","2022","Female","Cornwall and Isles of Scilly","Undeclared","40","30","[c]","[c]"
"In post","2022","Female","Cornwall and Isles of Scilly","Unknown","80","70","29480","23890"
"In post","2022","Female","Cumbria","Declared disabled","150","130","27790","25190"
"In post","2022","Female","Cumbria","Declared non-disabled","1070","930","27240","24920"
"In post","2022","Female","Cumbria","Undeclared","50","50","27710","25960"
"In post","2022","Female","Cumbria","Unknown","70","60","28190","26310"
"In post","2022","Female","Derbyshire and Nottinghamshire","Declared disabled","1070","960","30460","27570"
"In post","2022","Female","Derbyshire and Nottinghamshire","Declared non-disabled","5110","4590","31590","27570"
"In post","2022","Female","Derbyshire and Nottinghamshire","Undeclared","410","380","31270","27570"
"In post","2022","Female","Derbyshire and Nottinghamshire","Unknown","1190","1100","30370","26820"
"In post","2022","Female","Devon","Declared disabled","600","520","28220","27130"
"In post","2022","Female","Devon","Declared non-disabled","3280","2860","31110","27570"
"In post","2022","Female","Devon","Undeclared","180","160","28000","26310"
"In post","2022","Female","Devon","Unknown","460","420","27250","23140"
"In post","2022","Female","Dorset and Somerset","Declared disabled","380","330","28510","27570"
"In post","2022","Female","Dorset and Somerset","Declared non-disabled","1850","1650","29380","27570"
"In post","2022","Female","Dorset and Somerset","Undeclared","150","140","29530","27570"
"In post","2022","Female","Dorset and Somerset","Unknown","270","250","29890","26700"
"In post","2022","Female","East Anglia","Declared disabled","840","750","28730","27570"
"In post","2022","Female","East Anglia","Declared non-disabled","4580","4120","29120","27130"
"In post","2022","Female","East Anglia","Undeclared","420","380","29550","27570"
"In post","2022","Female","East Anglia","Unknown","790","720","30440","26350"
"In post","2022","Female","East Wales","Declared disabled","1140","1030","31550","27570"
"In post","2022","Female","East Wales","Declared non-disabled","7730","7070","33840","29430"
"In post","2022","Female","East Wales","Undeclared","370","340","31300","27570"
"In post","2022","Female","East Wales","Unknown","2050","1890","30110","26820"
"In post","2022","Female","East Yorkshire and Northern Lincolnshire","Declared disabled","310","270","27480","27570"
"In post","2022","Female","East Yorkshire and Northern Lincolnshire","Declared non-disabled","1860","1630","27610","27130"
"In post","2022","Female","East Yorkshire and Northern Lincolnshire","Undeclared","140","120","29750","27570"
"In post","2022","Female","East Yorkshire and Northern Lincolnshire","Unknown","230","220","26290","23450"
"In post","2022","Female","Eastern Scotland","Declared disabled","1200","1090","33290","27570"
"In post","2022","Female","Eastern Scotland","Declared non-disabled","6390","5890","35430","30040"
"In post","2022","Female","Eastern Scotland","Undeclared","300","270","32940","27570"
"In post","2022","Female","Eastern Scotland","Unknown","3520","3280","35190","30840"
"In post","2022","Female","Essex","Declared disabled","470","410","29840","29290"
"In post","2022","Female","Essex","Declared non-disabled","2130","1910","30630","29290"
"In post","2022","Female","Essex","Undeclared","160","140","30510","29290"
"In post","2022","Female","Essex","Unknown","400","360","30640","26590"
"In post","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","1610","1470","33160","29720"
"In post","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","10070","9270","34490","31770"
"In post","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","670","610","34330","32200"
"In post","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","1850","1710","35100","31870"
"In post","2022","Female","Greater Manchester","Declared disabled","1410","1260","30400","27570"
"In post","2022","Female","Greater Manchester","Declared non-disabled","7650","7010","31470","27570"
"In post","2022","Female","Greater Manchester","Undeclared","550","510","31100","27570"
"In post","2022","Female","Greater Manchester","Unknown","2020","1910","30850","26820"
"In post","2022","Female","Hampshire and Isle of Wight","Declared disabled","930","810","29940","27570"
"In post","2022","Female","Hampshire and Isle of Wight","Declared non-disabled","5210","4690","31920","27570"
"In post","2022","Female","Hampshire and Isle of Wight","Undeclared","390","350","30210","27130"
"In post","2022","Female","Hampshire and Isle of Wight","Unknown","1260","1100","30730","26670"
"In post","2022","Female","Herefordshire, Worcestershire and Warwickshire","Declared disabled","320","280","28440","27570"
"In post","2022","Female","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","1670","1510","28410","26350"
"In post","2022","Female","Herefordshire, Worcestershire and Warwickshire","Undeclared","180","160","29060","26850"
"In post","2022","Female","Herefordshire, Worcestershire and Warwickshire","Unknown","180","170","28510","25120"
"In post","2022","Female","Highlands and Islands","Declared disabled","100","90","28320","27570"
"In post","2022","Female","Highlands and Islands","Declared non-disabled","750","690","29210","27570"
"In post","2022","Female","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Highlands and Islands","Unknown","170","150","29650","27400"
"In post","2022","Female","Inner London - East","Declared disabled","1120","1040","37710","31880"
"In post","2022","Female","Inner London - East","Declared non-disabled","6510","6130","41010","35200"
"In post","2022","Female","Inner London - East","Undeclared","470","450","38630","33440"
"In post","2022","Female","Inner London - East","Unknown","2260","2140","41160","36830"
"In post","2022","Female","Inner London - West","Declared disabled","3160","3020","44640","40210"
"In post","2022","Female","Inner London - West","Declared non-disabled","20450","19530","47320","42890"
"In post","2022","Female","Inner London - West","Undeclared","1360","1300","45060","40650"
"In post","2022","Female","Inner London - West","Unknown","7720","7520","45050","40650"
"In post","2022","Female","Kent","Declared disabled","570","520","29420","28640"
"In post","2022","Female","Kent","Declared non-disabled","3010","2730","29350","27430"
"In post","2022","Female","Kent","Undeclared","310","280","29200","28990"
"In post","2022","Female","Kent","Unknown","500","470","28370","25190"
"In post","2022","Female","Lancashire","Declared disabled","1290","1130","27610","27570"
"In post","2022","Female","Lancashire","Declared non-disabled","6060","5350","28810","27570"
"In post","2022","Female","Lancashire","Undeclared","500","450","28180","27130"
"In post","2022","Female","Lancashire","Unknown","800","720","27760","24730"
"In post","2022","Female","Leicestershire, Rutland and Northamptonshire","Declared disabled","510","450","27000","26310"
"In post","2022","Female","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","2550","2250","27800","25710"
"In post","2022","Female","Leicestershire, Rutland and Northamptonshire","Undeclared","220","190","26790","25700"
"In post","2022","Female","Leicestershire, Rutland and Northamptonshire","Unknown","430","390","26410","23140"
"In post","2022","Female","Lincolnshire","Declared disabled","240","220","27410","26910"
"In post","2022","Female","Lincolnshire","Declared non-disabled","1100","1010","27540","26040"
"In post","2022","Female","Lincolnshire","Undeclared","110","100","27800","26270"
"In post","2022","Female","Lincolnshire","Unknown","120","110","29490","26350"
"In post","2022","Female","Merseyside","Declared disabled","1610","1400","28500","26820"
"In post","2022","Female","Merseyside","Declared non-disabled","8710","7770","28930","26590"
"In post","2022","Female","Merseyside","Undeclared","430","380","29350","27570"
"In post","2022","Female","Merseyside","Unknown","2050","1880","28110","24880"
"In post","2022","Female","North Eastern Scotland","Declared disabled","80","70","30090","27570"
"In post","2022","Female","North Eastern Scotland","Declared non-disabled","560","510","33880","27940"
"In post","2022","Female","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Eastern Scotland","Unknown","310","280","31940","29550"
"In post","2022","Female","North Yorkshire","Declared disabled","300","270","32460","27570"
"In post","2022","Female","North Yorkshire","Declared non-disabled","1690","1560","32440","28310"
"In post","2022","Female","North Yorkshire","Undeclared","120","110","31430","29200"
"In post","2022","Female","North Yorkshire","Unknown","300","280","33400","28000"
"In post","2022","Female","Northern Ireland","Declared disabled","190","170","30140","26820"
"In post","2022","Female","Northern Ireland","Declared non-disabled","1210","1110","30520","26820"
"In post","2022","Female","Northern Ireland","Undeclared","100","90","29750","27420"
"In post","2022","Female","Northern Ireland","Unknown","480","450","28800","26590"
"In post","2022","Female","Northumberland, and Tyne and Wear","Declared disabled","1610","1370","27700","26590"
"In post","2022","Female","Northumberland, and Tyne and Wear","Declared non-disabled","9080","7890","29200","26820"
"In post","2022","Female","Northumberland, and Tyne and Wear","Undeclared","480","420","28510","26820"
"In post","2022","Female","Northumberland, and Tyne and Wear","Unknown","2330","2010","27290","22200"
"In post","2022","Female","Outer London - East and North East","Declared disabled","360","320","30700","31060"
"In post","2022","Female","Outer London - East and North East","Declared non-disabled","1700","1540","30830","31060"
"In post","2022","Female","Outer London - East and North East","Undeclared","150","130","30210","30340"
"In post","2022","Female","Outer London - East and North East","Unknown","240","230","29550","29020"
"In post","2022","Female","Outer London - South","Declared disabled","740","680","35510","31060"
"In post","2022","Female","Outer London - South","Declared non-disabled","4590","4240","37570","33150"
"In post","2022","Female","Outer London - South","Undeclared","330","310","37600","33370"
